employment_history_id,employee_id,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,assignment_status
EMPLOY000235,DUD100235,2021-04-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000236,DUD100236,2023-04-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000237,DUD100237,2021-10-10,2022-03-28,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000238,DUD100238,2026-02-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000239,DUD100239,2023-09-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000240,DUD100240,2022-03-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000241,DUD100241,2022-01-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000242,DUD100242,2024-06-25,,Active,Full-time,Lead Trainer,6,Initial Hire,,Awaiting Assignment
EMPLOY000243,DUD100243,2024-07-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000244,DUD100244,2021-02-15,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000245,DUD100245,2026-05-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000246,DUD100246,2022-03-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000247,DUD100247,2021-08-16,2022-04-21,Inactive,Full-time,Trainer,4,Initial Hire,Career Change,Assigned
EMPLOY000248,DUD100248,2023-03-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000249,DUD100249,2025-03-07,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000250,DUD100250,2022-09-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000251,DUD100251,2024-01-20,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000252,DUD100252,2022-08-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000253,DUD100253,2026-06-14,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000254,DUD100254,2025-02-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000255,DUD100255,2021-02-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000256,DUD100256,2022-07-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000257,DUD100257,2021-07-15,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000258,DUD100258,2023-04-25,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000259,DUD100259,2023-12-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000260,DUD100260,2023-05-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000261,DUD100261,2026-01-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000262,DUD100262,2021-08-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000263,DUD100263,2026-06-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000264,DUD100264,2022-11-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000265,DUD100265,2025-06-03,2027-06-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY000266,DUD100266,2025-07-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000267,DUD100267,2024-03-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000268,DUD100268,2023-09-07,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000269,DUD100269,2023-05-06,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000270,DUD100270,2023-12-28,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000271,DUD100271,2021-08-18,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000272,DUD100272,2025-07-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000273,DUD100273,2021-03-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000274,DUD100274,2026-03-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000275,DUD100275,2023-02-23,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000276,DUD100276,2023-12-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000277,DUD100277,2025-08-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000278,DUD100278,2024-11-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000279,DUD100279,2024-06-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000280,DUD100280,2025-07-12,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000281,DUD100281,2026-04-26,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000282,DUD100282,2021-05-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000283,DUD100283,2025-03-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000284,DUD100284,2024-09-09,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000285,DUD100285,2021-03-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000286,DUD100286,2023-01-25,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000287,DUD100287,2021-12-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000288,DUD100288,2023-08-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000289,DUD100289,2024-10-15,2027-03-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000290,DUD100290,2025-07-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000291,DUD100291,2026-05-28,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000292,DUD100292,2023-04-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000293,DUD100293,2024-05-22,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000294,DUD100294,2024-08-04,2025-08-13,Inactive,Full-time,Trainer,4,Initial Hire,Performance,Assigned
EMPLOY000295,DUD100295,2022-10-22,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000296,DUD100296,2025-08-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000297,DUD100297,2022-10-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000298,DUD100298,2024-08-30,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000299,DUD100299,2023-12-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000300,DUD100300,2023-11-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000301,DUD100301,2025-03-07,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000302,DUD100302,2025-07-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000303,DUD100303,2025-07-02,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000304,DUD100304,2023-12-08,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000305,DUD100305,2024-03-08,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000306,DUD100306,2021-04-23,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000307,DUD100307,2024-12-07,2026-09-01,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000308,DUD100308,2024-10-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000309,DUD100309,2022-10-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000310,DUD100310,2021-06-25,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000311,DUD100311,2022-12-19,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000312,DUD100312,2022-09-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000313,DUD100313,2024-05-01,2025-01-18,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000314,DUD100314,2025-06-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000315,DUD100315,2025-08-10,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000316,DUD100316,2026-06-05,2028-04-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000317,DUD100317,2022-06-28,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000318,DUD100318,2021-07-22,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000319,DUD100319,2023-06-28,2025-05-22,Inactive,Full-time,Lead Trainer,6,Initial Hire,Contract End,Assigned
EMPLOY000320,DUD100320,2026-05-27,2028-06-12,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY000321,DUD100321,2025-11-14,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000322,DUD100322,2021-07-21,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000323,DUD100323,2023-04-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000324,DUD100324,2023-12-24,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000325,DUD100325,2021-08-09,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000326,DUD100326,2021-09-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000327,DUD100327,2021-05-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000328,DUD100328,2023-11-05,2025-12-12,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,Assigned
EMPLOY000329,DUD100329,2023-06-14,2025-03-28,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000330,DUD100330,2022-03-17,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000331,DUD100331,2022-03-10,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000332,DUD100332,2024-09-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000333,DUD100333,2023-10-13,2025-05-03,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,Assigned
EMPLOY000334,DUD100334,2024-11-23,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000335,DUD100335,2022-06-20,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000336,DUD100336,2026-02-06,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000337,DUD100337,2021-06-16,2023-07-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000338,DUD100338,2022-10-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000339,DUD100339,2024-10-31,2025-06-15,Inactive,Full-time,Senior Teacher,3,Initial Hire,Performance,Assigned
EMPLOY000340,DUD100340,2026-06-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000341,DUD100341,2021-01-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000342,DUD100342,2022-06-26,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000343,DUD100343,2026-04-29,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000344,DUD100344,2025-02-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000345,DUD100345,2025-03-16,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000346,DUD100346,2021-08-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000347,DUD100347,2023-07-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000348,DUD100348,2022-06-24,2024-09-03,Inactive,Full-time,Trainer,4,Initial Hire,Contract End,Assigned
EMPLOY000349,DUD100349,2024-09-20,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000350,DUD100350,2023-03-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000351,DUD100351,2022-02-26,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000352,DUD100352,2024-01-02,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000353,DUD100353,2024-05-12,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000354,DUD100354,2022-05-28,2024-07-22,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Assigned
EMPLOY000355,DUD100355,2025-08-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000356,DUD100356,2025-10-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000357,DUD100357,2023-05-31,2024-09-26,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,Assigned
EMPLOY000358,DUD100358,2021-09-18,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000359,DUD100359,2022-06-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000360,DUD100360,2023-06-25,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000361,DUD100361,2023-08-31,2026-02-16,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Awaiting Assignment
EMPLOY000362,DUD100362,2022-05-28,2024-09-08,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Assigned
EMPLOY000363,DUD100363,2025-06-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000364,DUD100364,2023-06-28,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000365,DUD100365,2022-09-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000366,DUD100366,2023-05-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000367,DUD100367,2024-07-08,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000368,DUD100368,2023-07-21,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000369,DUD100369,2024-10-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000370,DUD100370,2021-05-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000371,DUD100371,2022-12-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000372,DUD100372,2022-08-17,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000373,DUD100373,2023-12-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000374,DUD100374,2024-09-26,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000375,DUD100375,2023-01-22,2023-12-11,Inactive,Full-time,Trainer,4,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000376,DUD100376,2021-01-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000377,DUD100377,2024-05-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000378,DUD100378,2026-03-20,2027-09-30,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Awaiting Assignment
EMPLOY000379,DUD100379,2022-07-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000380,DUD100380,2022-11-15,2025-03-19,Inactive,Full-time,Lead Trainer,6,Initial Hire,Performance,Assigned
EMPLOY000381,DUD100381,2024-09-29,2026-05-12,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Assigned
EMPLOY000382,DUD100382,2024-11-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000383,DUD100383,2024-05-15,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000384,DUD100384,2023-07-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000385,DUD100385,2021-06-06,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000386,DUD100386,2025-04-17,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000387,DUD100387,2024-05-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000388,DUD100388,2021-11-06,2022-06-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000389,DUD100389,2022-01-07,2022-08-24,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY000390,DUD100390,2024-01-26,,Active,Full-time,Senior Trainer,5,Initial Hire,,Awaiting Assignment
EMPLOY000391,DUD100391,2021-07-06,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000392,DUD100392,2024-08-02,,Active,Full-time,Trainer,4,Initial Hire,,Awaiting Assignment
EMPLOY000393,DUD100393,2021-11-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000394,DUD100394,2021-04-21,2021-08-22,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000395,DUD100395,2022-08-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000396,DUD100396,2024-09-14,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000397,DUD100397,2022-12-20,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000398,DUD100398,2025-05-29,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000399,DUD100399,2022-11-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000400,DUD100400,2022-05-18,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000401,DUD100401,2023-02-26,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000402,DUD100402,2025-06-24,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000403,DUD100403,2026-04-28,,Active,Full-time,Senior Teacher,3,Initial Hire,,Awaiting Assignment
EMPLOY000404,DUD100404,2022-09-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000405,DUD100405,2024-01-24,2026-05-17,Inactive,Full-time,Senior Teacher,3,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000406,DUD100406,2025-11-17,2026-12-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000407,DUD100407,2025-10-20,2027-01-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000408,DUD100408,2023-08-26,2024-08-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000409,DUD100409,2023-08-27,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000410,DUD100410,2024-12-07,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000411,DUD100411,2021-03-02,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000412,DUD100412,2026-04-23,2028-01-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,Assigned
EMPLOY000413,DUD100413,2024-06-29,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000414,DUD100414,2023-09-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000415,DUD100415,2021-02-04,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000416,DUD100416,2025-12-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000417,DUD100417,2021-03-09,2021-10-03,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Awaiting Assignment
EMPLOY000418,DUD100418,2023-03-26,2024-08-24,Inactive,Full-time,Senior Teacher,3,Initial Hire,Career Change,Awaiting Assignment
EMPLOY000419,DUD100419,2022-01-02,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000420,DUD100420,2025-10-21,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000421,DUD100421,2024-12-15,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000422,DUD100422,2022-03-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000423,DUD100423,2022-03-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000424,DUD100424,2021-03-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000425,DUD100425,2021-07-11,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000426,DUD100426,2021-06-27,2023-05-22,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,Assigned
EMPLOY000427,DUD100427,2025-05-09,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000428,DUD100428,2021-06-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000429,DUD100429,2022-05-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000430,DUD100430,2025-12-09,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000431,DUD100431,2025-10-18,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000432,DUD100432,2022-09-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000433,DUD100433,2024-06-06,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000434,DUD100434,2026-02-23,,Active,Full-time,Senior Trainer,5,Initial Hire,,Assigned
EMPLOY000435,DUD100435,2021-01-25,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000436,DUD100436,2022-01-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000437,DUD100437,2026-05-21,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000438,DUD100438,2025-06-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000439,DUD100439,2025-12-27,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000440,DUD100440,2025-04-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000441,DUD100441,2024-08-02,2026-07-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000442,DUD100442,2022-11-05,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000443,DUD100443,2025-10-24,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Awaiting Assignment
EMPLOY000444,DUD100444,2025-04-01,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000445,DUD100445,2025-06-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000446,DUD100446,2021-04-08,2022-01-04,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,Awaiting Assignment
EMPLOY000447,DUD100447,2024-08-28,2026-01-14,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,Assigned
EMPLOY000448,DUD100448,2024-03-19,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000449,DUD100449,2024-03-24,2025-09-24,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Voluntary Resignation,Awaiting Assignment
EMPLOY000450,DUD100450,2025-01-03,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000451,DUD100451,2022-11-23,2023-12-02,Inactive,Full-time,Senior Trainer,5,Initial Hire,Contract End,Assigned
EMPLOY000452,DUD100452,2022-08-10,2023-05-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
EMPLOY000453,DUD100453,2025-08-27,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000454,DUD100454,2023-04-23,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000455,DUD100455,2024-09-16,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000456,DUD100456,2023-01-10,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000457,DUD100457,2024-11-28,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000458,DUD100458,2025-08-03,2027-02-08,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,Assigned
EMPLOY000459,DUD100459,2023-05-25,2025-05-13,Inactive,Full-time,Senior Teacher,3,Initial Hire,Relocation,Awaiting Assignment
EMPLOY000460,DUD100460,2022-09-13,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000461,DUD100461,2022-05-23,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000462,DUD100462,2022-02-20,,Active,Full-time,Lead Trainer,6,Initial Hire,,Assigned
EMPLOY000463,DUD100463,2024-01-27,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000464,DUD100464,2021-11-04,,Active,Full-time,Experienced Teacher,2,Initial Hire,,Assigned
EMPLOY000465,DUD100465,2023-11-08,,Active,Full-time,Senior Teacher,3,Initial Hire,,Assigned
EMPLOY000466,DUD100466,2023-02-05,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Assigned
EMPLOY000467,DUD100467,2024-12-30,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000468,DUD100468,2022-05-11,,Active,Full-time,ALT / English Teacher,1,Initial Hire,,Awaiting Assignment
EMPLOY000469,DUD100469,2021-07-21,,Active,Full-time,Trainer,4,Initial Hire,,Assigned
EMPLOY000470,DUD100470,2022-04-03,2024-01-05,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,Awaiting Assignment
EMPLOY000471,DUD100471,2022-10-24,2023-03-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,Assigned
