offboarding_id,employee_id,employment_history_id,offboarding_date,departure_type,leaving_reason,exit_interview_completed,exit_satisfaction,would_recommend,would_return,rehire_eligible,comments
OFF000275,DUD101269,EMPLOY001269,2024-09-02,Voluntary,Relocation,True,5,True,False,True,
OFF000276,DUD101275,EMPLOY001275,2024-10-31,Voluntary,Career Development,True,5,True,True,True,
OFF000277,DUD101284,EMPLOY001284,2027-09-04,Voluntary,Career Change,True,2,False,True,True,
OFF000278,DUD101285,EMPLOY001285,2022-09-05,Voluntary,Relocation,False,,,,True,
OFF000279,DUD101288,EMPLOY001288,2025-07-19,Voluntary,Assignment Issues,False,,,,True,
OFF000280,DUD101290,EMPLOY001290,2027-10-13,Voluntary,Compensation,True,3,False,True,True,
OFF000281,DUD101295,EMPLOY001295,2026-08-27,Voluntary,Compensation,True,3,False,True,True,
OFF000282,DUD101318,EMPLOY001318,2022-11-30,Voluntary,Returning Home,True,1,False,True,True,
OFF000283,DUD101319,EMPLOY001319,2023-01-04,Voluntary,Personal Reasons,True,4,True,True,True,
OFF000284,DUD101325,EMPLOY001325,2023-04-08,Voluntary,Career Change,True,2,True,True,True,
OFF000285,DUD101327,EMPLOY001327,2025-05-20,Voluntary,Career Change,True,5,True,False,True,
OFF000286,DUD101334,EMPLOY001334,2027-03-21,Involuntary,Performance,False,,,,False,
OFF000287,DUD101347,EMPLOY001347,2024-02-08,Voluntary,Personal Reasons,True,1,False,True,True,
OFF000288,DUD101353,EMPLOY001353,2025-12-14,Voluntary,Personal Reasons,True,2,False,True,True,
OFF000289,DUD101365,EMPLOY001365,2027-09-30,Voluntary,Work-Life Balance,True,1,True,False,True,
OFF000290,DUD101368,EMPLOY001368,2028-05-12,Voluntary,Personal Reasons,True,5,True,True,True,
OFF000291,DUD101379,EMPLOY001379,2027-03-13,Voluntary,Compensation,True,1,True,True,True,
OFF000292,DUD101383,EMPLOY001383,2028-05-24,Voluntary,Career Development,True,1,True,False,True,
OFF000293,DUD101384,EMPLOY001384,2022-01-30,Voluntary,Assignment Issues,True,4,True,True,True,
OFF000294,DUD101387,EMPLOY001387,2027-10-09,Involuntary,Attendance,False,,,,False,
OFF000295,DUD101392,EMPLOY001392,2027-05-07,Voluntary,Personal Reasons,True,2,True,True,True,
OFF000296,DUD101398,EMPLOY001398,2028-07-24,Voluntary,Assignment Issues,True,4,True,True,True,
OFF000297,DUD101399,EMPLOY001399,2028-03-02,Voluntary,Relocation,True,2,True,True,True,
OFF000298,DUD101400,EMPLOY001400,2024-03-04,Voluntary,Assignment Issues,True,5,True,True,True,
OFF000299,DUD101403,EMPLOY001403,2027-01-14,Involuntary,Attendance,False,,,,False,
OFF000300,DUD101405,EMPLOY001405,2022-12-27,Voluntary,Work-Life Balance,True,1,True,True,True,
OFF000301,DUD101416,EMPLOY001416,2026-12-26,Voluntary,Commute,True,3,True,True,True,
OFF000302,DUD101423,EMPLOY001423,2022-05-09,Voluntary,Work-Life Balance,True,2,False,True,True,
OFF000303,DUD101427,EMPLOY001427,2026-09-29,Involuntary,Client Request,True,4,False,False,False,
OFF000304,DUD101428,EMPLOY001428,2024-07-13,Voluntary,Relocation,False,,,,True,
OFF000305,DUD101430,EMPLOY001430,2024-05-23,Involuntary,Contract End,True,3,True,True,False,
OFF000306,DUD101432,EMPLOY001432,2024-12-26,Voluntary,Commute,True,4,True,True,True,
OFF000307,DUD101436,EMPLOY001436,2026-06-24,Voluntary,Relocation,True,4,True,True,True,
OFF000308,DUD101438,EMPLOY001438,2025-02-20,Voluntary,Career Development,True,3,True,True,True,
OFF000309,DUD101440,EMPLOY001440,2028-04-01,Voluntary,Compensation,True,4,False,True,True,
OFF000310,DUD101446,EMPLOY001446,2023-11-15,Voluntary,Personal Reasons,False,,,,True,
OFF000311,DUD101448,EMPLOY001448,2025-05-22,Voluntary,Relocation,False,,,,True,
OFF000312,DUD101452,EMPLOY001452,2023-02-17,Involuntary,Client Request,True,3,True,True,False,
OFF000313,DUD101456,EMPLOY001456,2023-08-07,Voluntary,Relocation,False,,,,True,
OFF000314,DUD101465,EMPLOY001465,2026-10-13,Voluntary,Commute,False,,,,True,
OFF000315,DUD101481,EMPLOY001481,2023-05-12,Voluntary,Relocation,True,5,False,True,True,
OFF000316,DUD101483,EMPLOY001483,2025-01-20,Involuntary,Policy Violation,True,5,True,False,False,
OFF000317,DUD101484,EMPLOY001484,2026-12-02,Voluntary,Relocation,True,2,True,True,True,
OFF000318,DUD101490,EMPLOY001490,2025-02-13,Voluntary,Relocation,True,2,True,True,True,
OFF000319,DUD101494,EMPLOY001494,2024-05-02,Voluntary,Work-Life Balance,True,3,True,True,True,
OFF000320,DUD101498,EMPLOY001498,2023-09-25,Voluntary,Career Change,True,1,True,True,True,
