client_feedback_id,client_id,assignment_id,employee_id,feedback_date,overall_satisfaction,teacher_performance,reliability,communication,lesson_quality,professionalism,assignment_satisfaction,renewal_intention,complaint_flag,complaint_category,comments
CFB0001407,CLI0182,ASG000547,DUD100346,2025-12-11,5,5,5,5,4,4,5,Maybe,False,,
CFB0001408,CLI0182,ASG000547,DUD100346,2023-11-19,3,2,3,3,3,4,3,Maybe,False,,
CFB0001409,CLI0249,ASG000548,DUD100347,2022-10-14,5,5,5,5,5,5,5,Yes,False,,
CFB0001410,CLI0249,ASG000548,DUD100347,2022-06-27,4,4,5,5,3,3,4,Maybe,False,,
CFB0001411,CLI0249,ASG000548,DUD100347,2022-09-12,5,5,5,5,5,4,4,Yes,False,,
CFB0001412,CLI0249,ASG000548,DUD100347,2022-08-01,5,5,5,5,4,5,5,Yes,False,,
CFB0001413,CLI0227,ASG000549,DUD100347,2023-05-17,3,3,2,2,3,4,3,Maybe,False,,
CFB0001414,CLI0023,ASG000550,DUD100348,2024-01-20,4,4,4,3,4,4,3,Yes,False,,
CFB0001415,CLI0023,ASG000550,DUD100348,2023-11-09,3,3,4,2,4,4,3,Maybe,False,,
CFB0001416,CLI0188,ASG000551,DUD100348,2024-07-01,2,1,2,2,2,3,1,No,False,,
CFB0001417,CLI0188,ASG000551,DUD100348,2024-09-07,2,3,2,2,3,2,1,Maybe,False,,
CFB0001418,CLI0188,ASG000551,DUD100348,2026-06-06,4,4,4,3,4,4,4,Yes,False,,
CFB0001419,CLI0188,ASG000551,DUD100348,2024-08-01,4,4,5,3,3,5,4,Yes,False,,
CFB0001420,CLI0141,ASG000552,DUD100349,2022-06-19,4,3,3,3,4,5,5,Yes,False,,
CFB0001421,CLI0141,ASG000552,DUD100349,2022-05-14,5,4,4,5,5,5,5,Yes,False,,
CFB0001422,CLI0141,ASG000552,DUD100349,2022-04-28,3,3,3,3,4,4,2,Yes,False,,
CFB0001423,CLI0141,ASG000552,DUD100349,2022-05-01,4,4,4,4,5,4,5,Yes,False,,
CFB0001424,CLI0103,ASG000553,DUD100349,2023-12-30,3,3,2,3,2,2,4,Maybe,True,Professionalism,
CFB0001425,CLI0103,ASG000553,DUD100349,2023-02-09,5,4,4,5,5,4,5,Yes,False,,
CFB0001426,CLI0272,ASG000554,DUD100349,2025-12-27,4,5,4,5,5,4,3,Maybe,False,,
CFB0001427,CLI0074,ASG000555,DUD100350,2026-08-11,4,5,3,5,3,3,4,Yes,False,,
CFB0001428,CLI0257,ASG000556,DUD100351,2024-03-26,4,4,3,4,3,5,4,Maybe,False,,
CFB0001429,CLI0266,ASG000557,DUD100352,2023-02-10,4,5,5,3,3,3,5,Yes,False,,
CFB0001430,CLI0266,ASG000557,DUD100352,2024-02-13,3,2,2,3,4,2,2,Maybe,False,,
CFB0001431,CLI0266,ASG000557,DUD100352,2023-05-04,4,4,4,4,4,3,4,Yes,False,,
CFB0001432,CLI0266,ASG000557,DUD100352,2024-01-02,3,3,2,4,3,2,3,No,False,,
CFB0001433,CLI0022,ASG000558,DUD100352,2025-08-05,4,4,4,5,5,4,4,Yes,False,,
CFB0001434,CLI0022,ASG000558,DUD100352,2026-06-12,4,4,3,4,5,4,4,Yes,False,,
CFB0001435,CLI0022,ASG000558,DUD100352,2026-07-06,5,5,4,5,5,5,5,Maybe,False,,
CFB0001436,CLI0022,ASG000558,DUD100352,2025-11-19,5,5,4,5,5,5,5,No,False,,
CFB0001437,CLI0238,ASG000559,DUD100353,2025-05-17,4,4,4,5,4,3,4,Yes,False,,
CFB0001438,CLI0238,ASG000559,DUD100353,2024-10-25,4,3,3,4,3,3,4,Yes,False,,
CFB0001439,CLI0238,ASG000559,DUD100353,2025-05-10,4,3,5,3,5,4,5,Yes,False,,
CFB0001440,CLI0238,ASG000559,DUD100353,2025-04-25,5,4,5,5,5,5,5,Yes,False,,
CFB0001441,CLI0292,ASG000560,DUD100354,2024-04-11,5,5,5,4,5,5,4,Yes,False,,
CFB0001442,CLI0292,ASG000560,DUD100354,2025-04-26,3,3,3,3,4,4,2,Maybe,False,,
CFB0001443,CLI0292,ASG000560,DUD100354,2024-04-20,5,5,5,5,5,5,5,No,False,,
CFB0001444,CLI0011,ASG000561,DUD100355,2022-01-29,4,4,5,4,5,5,3,Maybe,False,,
CFB0001445,CLI0011,ASG000561,DUD100355,2022-01-21,3,4,3,4,2,3,4,Maybe,False,,
CFB0001446,CLI0066,ASG000562,DUD100355,2022-11-28,4,4,4,3,5,4,4,Yes,False,,
CFB0001447,CLI0066,ASG000562,DUD100355,2022-09-27,4,4,3,4,3,3,4,Yes,False,,
CFB0001448,CLI0066,ASG000562,DUD100355,2022-12-04,4,4,4,4,4,4,3,Yes,False,,
CFB0001449,CLI0066,ASG000562,DUD100355,2022-11-28,5,5,5,5,5,4,5,Yes,False,,
CFB0001450,CLI0076,ASG000563,DUD100355,2023-04-12,4,5,5,4,4,5,4,Yes,False,,
CFB0001451,CLI0076,ASG000563,DUD100355,2023-01-31,5,5,5,5,5,4,4,Yes,False,,
CFB0001452,CLI0076,ASG000563,DUD100355,2023-04-17,4,5,5,4,4,5,3,Maybe,False,,
CFB0001453,CLI0076,ASG000563,DUD100355,2023-04-10,4,4,4,4,4,4,5,Yes,False,,
CFB0001454,CLI0292,ASG000564,DUD100356,2023-12-27,4,4,4,5,4,3,4,No,False,,
CFB0001455,CLI0292,ASG000564,DUD100356,2023-10-23,4,5,3,4,4,4,4,Yes,False,,
CFB0001456,CLI0292,ASG000564,DUD100356,2023-06-05,5,4,5,4,5,5,4,Maybe,False,,
CFB0001457,CLI0246,ASG000565,DUD100356,2024-03-19,3,3,4,3,4,3,2,Yes,False,,
CFB0001458,CLI0246,ASG000565,DUD100356,2024-03-25,3,2,2,3,4,4,3,Yes,False,,
CFB0001459,CLI0246,ASG000565,DUD100356,2024-04-24,3,2,2,2,3,2,2,Maybe,False,,
CFB0001460,CLI0246,ASG000565,DUD100356,2024-03-26,5,4,5,5,4,4,4,Maybe,False,,
CFB0001461,CLI0253,ASG000566,DUD100356,2024-10-27,1,1,2,1,1,1,1,No,False,,
CFB0001462,CLI0253,ASG000566,DUD100356,2026-05-28,2,1,3,1,2,2,2,Yes,False,,
CFB0001463,CLI0253,ASG000566,DUD100356,2024-12-27,3,4,2,4,3,3,2,Yes,True,Communication,
CFB0001464,CLI0253,ASG000566,DUD100356,2026-06-19,4,4,3,4,5,3,5,Yes,False,,
CFB0001465,CLI0255,ASG000567,DUD100357,2025-06-02,4,4,5,5,3,5,4,Yes,False,,
CFB0001466,CLI0255,ASG000567,DUD100357,2024-09-23,4,3,5,4,4,4,5,Maybe,False,,
CFB0001467,CLI0255,ASG000567,DUD100357,2024-07-07,5,5,5,4,5,5,5,Maybe,False,,
CFB0001468,CLI0255,ASG000567,DUD100357,2026-07-02,4,4,4,4,4,4,3,No,False,,
CFB0001469,CLI0010,ASG000568,DUD100358,2026-04-26,3,3,3,2,3,2,2,Yes,False,,
CFB0001470,CLI0010,ASG000568,DUD100358,2026-05-14,5,5,4,5,5,5,5,Maybe,False,,
CFB0001471,CLI0010,ASG000568,DUD100358,2026-05-09,5,5,4,5,5,5,5,Maybe,False,,
CFB0001472,CLI0152,ASG000569,DUD100359,2022-06-03,4,3,4,4,4,4,3,Yes,False,,
CFB0001473,CLI0152,ASG000569,DUD100359,2022-06-11,2,2,3,2,1,2,2,Yes,False,,
CFB0001474,CLI0152,ASG000569,DUD100359,2022-07-11,4,3,5,4,4,4,5,Maybe,False,,
CFB0001475,CLI0152,ASG000569,DUD100359,2023-01-25,4,4,4,4,4,5,3,Yes,False,,
CFB0001476,CLI0098,ASG000570,DUD100360,2022-07-24,2,2,3,2,3,2,3,Yes,False,,
CFB0001477,CLI0098,ASG000570,DUD100360,2022-07-23,4,5,5,5,3,4,3,Yes,False,,
CFB0001478,CLI0098,ASG000570,DUD100360,2022-07-08,4,4,4,5,4,4,5,Yes,False,,
CFB0001479,CLI0038,ASG000571,DUD100360,2024-10-02,5,5,5,5,4,5,5,Maybe,False,,
CFB0001480,CLI0038,ASG000571,DUD100360,2026-05-12,4,4,3,3,4,4,5,No,False,,
CFB0001481,CLI0179,ASG000572,DUD100361,2026-06-26,2,2,1,3,1,1,2,No,False,,
CFB0001482,CLI0179,ASG000572,DUD100361,2026-04-21,5,5,5,5,5,4,5,Yes,False,,
CFB0001483,CLI0230,ASG000573,DUD100362,2021-09-26,3,3,2,3,4,3,3,No,False,,
CFB0001484,CLI0230,ASG000573,DUD100362,2022-07-29,4,4,4,3,4,4,4,Yes,True,Lesson Quality,
CFB0001485,CLI0049,ASG000574,DUD100362,2023-05-24,5,4,4,5,5,5,4,Yes,False,,
CFB0001486,CLI0004,ASG000575,DUD100362,2024-06-15,5,5,5,4,5,5,5,Yes,False,,
CFB0001487,CLI0245,ASG000576,DUD100363,2023-03-29,4,5,5,5,5,4,4,Yes,False,,
CFB0001488,CLI0017,ASG000577,DUD100364,2023-01-27,5,5,4,5,5,5,4,Yes,False,,
CFB0001489,CLI0017,ASG000577,DUD100364,2024-11-22,4,4,4,4,5,3,3,Yes,False,,
CFB0001490,CLI0017,ASG000577,DUD100364,2021-09-14,3,3,4,3,2,3,3,Maybe,False,,
CFB0001491,CLI0041,ASG000578,DUD100365,2024-03-20,3,4,3,3,4,2,4,No,False,,
CFB0001492,CLI0041,ASG000578,DUD100365,2023-09-21,5,5,5,5,5,5,4,Yes,False,,
CFB0001493,CLI0197,ASG000579,DUD100365,2024-09-04,4,3,5,4,4,5,4,No,False,,
CFB0001494,CLI0239,ASG000580,DUD100365,2025-02-10,3,3,3,3,4,2,4,Yes,True,Professionalism,
CFB0001495,CLI0145,ASG000581,DUD100366,2021-06-12,5,5,5,5,4,4,5,No,False,,
CFB0001496,CLI0145,ASG000581,DUD100366,2021-06-20,5,5,5,4,4,4,5,Yes,False,,
CFB0001497,CLI0145,ASG000581,DUD100366,2021-06-12,4,4,5,4,4,3,4,Yes,False,,
CFB0001498,CLI0145,ASG000581,DUD100366,2021-04-07,4,4,5,3,3,4,4,Yes,False,,
CFB0001499,CLI0135,ASG000582,DUD100366,2024-07-24,5,5,4,5,5,5,4,Yes,False,,
CFB0001500,CLI0135,ASG000582,DUD100366,2024-12-01,5,5,5,5,5,4,5,Yes,False,,
CFB0001501,CLI0290,ASG000583,DUD100367,2021-12-14,3,3,2,3,3,4,2,No,False,,
CFB0001502,CLI0290,ASG000583,DUD100367,2022-01-20,5,4,5,4,5,5,4,Yes,False,,
CFB0001503,CLI0290,ASG000583,DUD100367,2022-05-10,4,4,4,4,4,4,4,Yes,False,,
CFB0001504,CLI0180,ASG000584,DUD100367,2022-09-02,4,5,4,5,4,4,3,Yes,False,,
CFB0001505,CLI0158,ASG000585,DUD100367,2025-10-26,4,4,3,3,5,4,3,No,False,,
CFB0001506,CLI0158,ASG000585,DUD100367,2025-03-03,4,5,4,4,4,4,4,Yes,False,,
CFB0001507,CLI0158,ASG000585,DUD100367,2025-10-19,4,5,5,5,3,4,5,Yes,False,,
CFB0001508,CLI0184,ASG000586,DUD100368,2026-06-25,3,3,3,2,3,2,3,No,False,,
CFB0001509,CLI0184,ASG000586,DUD100368,2026-06-30,1,1,2,1,2,1,1,No,False,,
CFB0001510,CLI0148,ASG000587,DUD100369,2026-03-06,4,4,5,5,4,4,4,No,False,,
CFB0001511,CLI0181,ASG000588,DUD100370,2024-08-18,1,1,1,1,1,2,1,Maybe,False,,
CFB0001512,CLI0181,ASG000588,DUD100370,2025-03-14,3,3,3,2,4,4,3,Yes,False,,
CFB0001513,CLI0181,ASG000588,DUD100370,2024-10-17,4,4,5,4,4,3,4,Yes,False,,
CFB0001514,CLI0181,ASG000588,DUD100370,2025-07-26,4,3,4,4,5,4,5,Yes,False,,
CFB0001515,CLI0174,ASG000589,DUD100371,2021-07-26,4,4,5,3,4,5,4,Maybe,False,,
CFB0001516,CLI0174,ASG000589,DUD100371,2021-09-11,3,3,3,3,2,3,2,Maybe,False,,
CFB0001517,CLI0174,ASG000589,DUD100371,2021-08-12,5,4,5,5,4,5,5,Maybe,False,,
CFB0001518,CLI0088,ASG000590,DUD100371,2026-02-06,4,5,3,3,4,4,3,Maybe,False,,
CFB0001519,CLI0088,ASG000590,DUD100371,2025-10-31,5,4,5,5,4,5,5,Yes,False,,
CFB0001520,CLI0125,ASG000591,DUD100372,2023-02-07,4,3,3,5,4,4,5,Yes,False,,
CFB0001521,CLI0125,ASG000591,DUD100372,2022-05-09,4,4,3,4,4,4,5,Maybe,False,,
CFB0001522,CLI0277,ASG000592,DUD100373,2026-04-26,4,4,4,4,3,3,3,Yes,False,,
CFB0001523,CLI0277,ASG000592,DUD100373,2025-09-03,4,4,4,4,4,4,5,Yes,False,,
CFB0001524,CLI0277,ASG000592,DUD100373,2026-08-12,3,2,4,3,4,3,2,Yes,False,,
CFB0001525,CLI0277,ASG000592,DUD100373,2026-04-13,3,4,3,4,2,2,2,Maybe,False,,
CFB0001526,CLI0251,ASG000593,DUD100374,2026-06-08,5,5,4,4,5,5,5,Yes,False,,
CFB0001527,CLI0251,ASG000593,DUD100374,2024-04-25,1,1,1,1,1,1,1,No,False,,
CFB0001528,CLI0018,ASG000594,DUD100375,2026-02-12,5,5,5,5,5,5,5,Yes,False,,
CFB0001529,CLI0018,ASG000594,DUD100375,2026-07-25,4,5,4,4,4,4,4,Yes,False,,
CFB0001530,CLI0018,ASG000594,DUD100375,2026-05-03,5,5,5,4,5,5,5,Maybe,False,,
CFB0001531,CLI0080,ASG000595,DUD100375,2027-04-12,4,4,4,4,4,4,4,Yes,False,,
CFB0001532,CLI0123,ASG000596,DUD100375,2027-05-14,4,5,5,3,4,5,3,Yes,False,,
CFB0001533,CLI0123,ASG000596,DUD100375,2027-05-14,4,4,4,3,4,4,4,Yes,False,,
CFB0001534,CLI0273,ASG000597,DUD100376,2023-05-05,5,4,5,4,4,4,5,Yes,False,,
CFB0001535,CLI0273,ASG000597,DUD100376,2025-11-10,3,2,3,2,3,4,3,No,False,,
CFB0001536,CLI0052,ASG000598,DUD100377,2023-09-24,5,5,5,5,5,5,5,Yes,False,,
CFB0001537,CLI0052,ASG000598,DUD100377,2024-06-04,4,3,3,5,4,5,4,Yes,False,,
CFB0001538,CLI0212,ASG000599,DUD100378,2021-05-28,4,5,4,5,3,3,4,Maybe,False,,
CFB0001539,CLI0173,ASG000600,DUD100378,2022-02-03,3,3,3,3,4,4,2,Yes,True,Classroom Management,
CFB0001540,CLI0173,ASG000600,DUD100378,2022-01-27,4,3,4,4,4,3,4,Yes,False,,
CFB0001541,CLI0132,ASG000601,DUD100378,2026-04-13,3,3,2,2,2,4,4,Maybe,False,,
CFB0001542,CLI0132,ASG000601,DUD100378,2025-07-23,4,4,4,4,5,3,4,Yes,False,,
CFB0001543,CLI0132,ASG000601,DUD100378,2025-01-04,4,5,5,3,3,4,4,Yes,False,,
CFB0001544,CLI0132,ASG000601,DUD100378,2026-07-06,5,5,4,5,5,5,4,Yes,False,,
CFB0001545,CLI0151,ASG000602,DUD100379,2024-04-06,3,3,3,3,4,2,2,No,False,,
CFB0001546,CLI0151,ASG000602,DUD100379,2024-01-07,2,2,3,2,3,2,2,Maybe,False,,
CFB0001547,CLI0151,ASG000602,DUD100379,2024-03-14,3,2,2,3,3,4,2,No,False,,
CFB0001548,CLI0075,ASG000603,DUD100379,2024-07-16,1,1,1,1,1,1,1,Yes,False,,
CFB0001549,CLI0075,ASG000603,DUD100379,2024-09-01,4,5,4,4,3,3,5,Yes,False,,
CFB0001550,CLI0075,ASG000603,DUD100379,2024-07-13,4,4,4,4,3,4,4,Maybe,False,,
CFB0001551,CLI0183,ASG000604,DUD100380,2026-05-05,4,4,3,5,4,4,4,Yes,False,,
CFB0001552,CLI0114,ASG000605,DUD100381,2025-02-08,4,4,4,4,4,4,5,Yes,True,Punctuality,
CFB0001553,CLI0114,ASG000605,DUD100381,2026-04-06,5,5,5,5,4,4,4,Yes,False,,
CFB0001554,CLI0114,ASG000605,DUD100381,2025-04-09,5,4,5,5,5,5,5,Yes,False,,
CFB0001555,CLI0256,ASG000606,DUD100382,2023-04-15,5,5,4,4,4,4,5,Yes,False,,
CFB0001556,CLI0256,ASG000606,DUD100382,2023-09-25,4,3,5,4,4,4,4,Maybe,False,,
CFB0001557,CLI0256,ASG000606,DUD100382,2022-12-22,4,4,3,4,3,4,4,Yes,False,,
CFB0001558,CLI0256,ASG000606,DUD100382,2023-10-27,4,3,4,3,4,5,4,Maybe,False,,
CFB0001559,CLI0172,ASG000607,DUD100382,2024-05-09,4,5,5,4,5,3,3,Yes,False,,
CFB0001560,CLI0172,ASG000607,DUD100382,2024-03-13,3,3,3,3,3,2,2,Maybe,False,,
CFB0001561,CLI0108,ASG000608,DUD100382,2024-09-18,4,3,5,4,4,3,5,Yes,False,,
CFB0001562,CLI0200,ASG000609,DUD100383,2025-11-03,4,3,4,4,3,5,3,Yes,False,,
CFB0001563,CLI0200,ASG000609,DUD100383,2025-06-18,5,4,4,5,5,4,4,Yes,False,,
CFB0001564,CLI0200,ASG000609,DUD100383,2025-10-25,4,4,4,4,5,4,3,Yes,False,,
CFB0001565,CLI0225,ASG000610,DUD100384,2024-12-29,3,3,2,3,4,3,4,Maybe,False,,
CFB0001566,CLI0225,ASG000610,DUD100384,2024-08-01,4,3,5,4,5,5,5,Yes,False,,
CFB0001567,CLI0225,ASG000610,DUD100384,2023-01-28,5,5,5,4,5,5,5,No,False,,
CFB0001568,CLI0225,ASG000610,DUD100384,2023-09-14,5,5,5,5,4,5,5,Yes,False,,
CFB0001569,CLI0102,ASG000611,DUD100385,2025-02-24,4,5,3,5,4,4,4,No,False,,
CFB0001570,CLI0102,ASG000611,DUD100385,2023-12-18,3,3,4,4,2,4,2,Maybe,False,,
CFB0001571,CLI0201,ASG000612,DUD100386,2023-06-09,3,3,2,3,3,3,3,No,False,,
CFB0001572,CLI0201,ASG000612,DUD100386,2024-04-13,3,3,2,3,2,4,4,Maybe,True,Communication,
CFB0001573,CLI0201,ASG000612,DUD100386,2023-12-20,1,1,2,1,2,1,1,Maybe,False,,
CFB0001574,CLI0075,ASG000613,DUD100386,2024-12-04,5,5,5,5,5,4,5,Yes,False,,
CFB0001575,CLI0075,ASG000613,DUD100386,2025-06-07,3,2,2,2,3,3,3,Maybe,False,,
CFB0001576,CLI0068,ASG000614,DUD100387,2025-01-26,4,5,4,4,3,4,4,No,False,,
CFB0001577,CLI0068,ASG000614,DUD100387,2024-07-07,3,3,3,3,4,4,3,No,False,,
CFB0001578,CLI0068,ASG000614,DUD100387,2026-01-27,3,3,2,3,4,3,3,Yes,False,,
CFB0001579,CLI0068,ASG000614,DUD100387,2023-12-19,4,3,3,3,3,5,3,Yes,False,,
CFB0001580,CLI0248,ASG000615,DUD100388,2025-05-30,4,3,5,4,4,3,5,Yes,False,,
CFB0001581,CLI0248,ASG000615,DUD100388,2025-09-24,1,1,2,1,1,2,2,Maybe,False,,
CFB0001582,CLI0248,ASG000615,DUD100388,2025-10-15,4,4,4,3,4,3,4,Maybe,False,,
CFB0001583,CLI0248,ASG000615,DUD100388,2024-08-13,5,5,5,5,4,5,5,Maybe,False,,
CFB0001584,CLI0248,ASG000616,DUD100389,2026-06-02,4,3,4,4,4,3,3,Maybe,False,,
CFB0001585,CLI0248,ASG000616,DUD100389,2026-06-16,2,2,1,2,3,2,1,Yes,False,,
CFB0001586,CLI0242,ASG000617,DUD100390,2025-10-11,3,3,3,4,3,3,2,Maybe,False,,
CFB0001587,CLI0242,ASG000617,DUD100390,2026-02-26,4,4,4,4,4,5,4,Yes,False,,
CFB0001588,CLI0242,ASG000617,DUD100390,2026-08-09,5,5,4,5,5,5,5,Yes,False,,
CFB0001589,CLI0242,ASG000617,DUD100390,2025-11-22,2,2,2,2,2,2,3,No,False,,
CFB0001590,CLI0187,ASG000618,DUD100391,2023-07-04,3,2,4,3,2,3,3,Yes,True,Attendance,
CFB0001591,CLI0076,ASG000619,DUD100392,2025-10-06,5,5,5,5,4,5,5,Yes,False,,
CFB0001592,CLI0076,ASG000619,DUD100392,2025-07-03,5,4,5,5,5,4,4,Yes,False,,
CFB0001593,CLI0076,ASG000619,DUD100392,2025-12-28,5,5,5,5,4,5,5,Yes,False,,
CFB0001594,CLI0076,ASG000619,DUD100392,2026-02-17,3,3,4,2,3,3,2,Maybe,False,,
CFB0001595,CLI0162,ASG000620,DUD100393,2025-01-30,4,4,4,5,5,5,5,Yes,False,,
CFB0001596,CLI0186,ASG000621,DUD100393,2026-02-28,5,5,4,5,5,5,5,No,False,,
CFB0001597,CLI0270,ASG000622,DUD100394,2026-05-21,2,1,2,2,2,3,2,Maybe,False,,
CFB0001598,CLI0270,ASG000622,DUD100394,2026-07-13,5,5,4,5,5,5,5,Yes,False,,
CFB0001599,CLI0270,ASG000622,DUD100394,2026-07-04,5,5,5,5,5,5,5,Yes,False,,
CFB0001600,CLI0270,ASG000622,DUD100394,2026-01-05,5,4,5,5,5,5,5,Yes,False,,
CFB0001601,CLI0116,ASG000623,DUD100395,2023-05-17,4,4,4,4,5,3,4,Yes,False,,
CFB0001602,CLI0051,ASG000624,DUD100395,2024-06-24,5,5,5,5,5,4,4,Yes,False,,
CFB0001603,CLI0051,ASG000624,DUD100395,2024-09-08,5,4,5,5,5,5,5,Yes,True,Punctuality,
CFB0001604,CLI0051,ASG000624,DUD100395,2024-05-18,5,5,5,5,4,5,5,Yes,False,,
CFB0001605,CLI0051,ASG000624,DUD100395,2025-09-13,5,5,5,4,5,5,4,Maybe,False,,
CFB0001606,CLI0217,ASG000625,DUD100396,2027-06-18,1,2,1,1,1,1,1,No,False,,
CFB0001607,CLI0217,ASG000625,DUD100396,2026-03-06,4,4,4,4,3,4,4,Yes,False,,
CFB0001608,CLI0175,ASG000626,DUD100396,2027-07-11,4,4,3,5,3,5,3,Yes,False,,
CFB0001609,CLI0175,ASG000626,DUD100396,2027-07-11,4,4,3,4,3,3,5,Maybe,False,,
CFB0001610,CLI0266,ASG000627,DUD100397,2024-06-30,3,3,4,3,2,2,2,Maybe,False,,
CFB0001611,CLI0266,ASG000627,DUD100397,2025-04-21,4,3,4,3,5,4,5,Yes,False,,
CFB0001612,CLI0266,ASG000627,DUD100397,2024-10-29,3,2,2,3,4,4,3,No,True,Communication,
CFB0001613,CLI0053,ASG000628,DUD100397,2026-02-15,4,4,3,5,4,5,5,Maybe,False,,
CFB0001614,CLI0053,ASG000628,DUD100397,2026-03-06,4,5,3,3,4,4,5,Yes,False,,
CFB0001615,CLI0005,ASG000629,DUD100397,2026-07-09,4,4,4,4,4,4,4,Yes,False,,
CFB0001616,CLI0005,ASG000629,DUD100397,2026-05-13,2,2,2,1,3,3,2,Maybe,False,,
CFB0001617,CLI0005,ASG000629,DUD100397,2026-07-19,5,5,4,5,4,4,5,Yes,False,,
CFB0001618,CLI0257,ASG000630,DUD100398,2024-09-25,5,5,5,4,5,5,4,Yes,False,,
CFB0001619,CLI0030,ASG000631,DUD100398,2025-11-30,4,3,5,4,3,3,4,Maybe,False,,
CFB0001620,CLI0147,ASG000632,DUD100399,2025-08-16,4,4,3,5,5,4,4,Yes,False,,
CFB0001621,CLI0147,ASG000632,DUD100399,2024-08-03,3,2,3,3,4,3,4,Yes,True,Attendance,
CFB0001622,CLI0147,ASG000632,DUD100399,2026-05-19,4,4,4,5,4,4,4,Maybe,False,,
CFB0001623,CLI0016,ASG000633,DUD100400,2025-04-11,5,5,5,4,5,5,4,Maybe,False,,
CFB0001624,CLI0016,ASG000633,DUD100400,2026-05-24,5,5,5,5,5,5,5,Maybe,False,,
CFB0001625,CLI0016,ASG000633,DUD100400,2025-08-18,2,3,1,1,3,2,1,Maybe,False,,
CFB0001626,CLI0128,ASG000634,DUD100401,2024-05-13,5,5,5,5,5,5,5,Maybe,False,,
CFB0001627,CLI0128,ASG000634,DUD100401,2024-07-26,5,5,5,4,4,4,5,Yes,False,,
CFB0001628,CLI0128,ASG000634,DUD100401,2024-09-03,5,5,5,5,4,5,4,Yes,False,,
CFB0001629,CLI0128,ASG000634,DUD100401,2024-07-16,5,5,4,5,4,5,5,Yes,False,,
CFB0001630,CLI0209,ASG000635,DUD100401,2026-07-30,5,4,5,5,5,4,5,No,False,,
CFB0001631,CLI0209,ASG000635,DUD100401,2024-11-03,2,2,1,2,3,1,2,Yes,True,Attendance,
CFB0001632,CLI0209,ASG000635,DUD100401,2024-12-11,5,5,4,5,4,5,4,Maybe,False,,
CFB0001633,CLI0149,ASG000636,DUD100402,2025-11-07,5,5,5,5,5,4,4,Yes,False,,
CFB0001634,CLI0149,ASG000636,DUD100402,2025-10-22,4,3,3,4,4,4,3,Yes,False,,
CFB0001635,CLI0149,ASG000636,DUD100402,2025-11-06,5,4,5,4,4,5,5,Yes,False,,
CFB0001636,CLI0184,ASG000637,DUD100402,2026-06-14,4,5,4,3,3,3,5,Yes,False,,
CFB0001637,CLI0184,ASG000637,DUD100402,2026-10-03,4,4,4,4,3,4,4,Yes,False,,
CFB0001638,CLI0009,ASG000638,DUD100403,2024-04-10,4,3,5,5,5,4,3,Maybe,False,,
CFB0001639,CLI0009,ASG000638,DUD100403,2024-04-06,5,5,5,4,5,5,5,Maybe,False,,
CFB0001640,CLI0009,ASG000638,DUD100403,2023-07-23,5,4,5,4,5,5,5,Maybe,False,,
CFB0001641,CLI0009,ASG000638,DUD100403,2024-01-09,4,5,4,5,4,5,4,Yes,False,,
CFB0001642,CLI0190,ASG000639,DUD100404,2022-11-09,4,5,3,4,3,4,4,Yes,False,,
CFB0001643,CLI0190,ASG000639,DUD100404,2022-06-02,4,3,5,4,4,4,3,Maybe,False,,
CFB0001644,CLI0190,ASG000639,DUD100404,2023-03-26,4,5,5,3,4,5,4,No,False,,
CFB0001645,CLI0190,ASG000639,DUD100404,2023-01-11,5,4,5,5,5,5,5,Maybe,False,,
CFB0001646,CLI0140,ASG000640,DUD100405,2021-10-10,1,2,1,1,1,2,1,Maybe,False,,
CFB0001647,CLI0140,ASG000640,DUD100405,2021-06-09,4,3,5,4,5,3,3,Yes,False,,
CFB0001648,CLI0140,ASG000640,DUD100405,2021-06-17,4,4,4,5,4,3,4,Yes,False,,
CFB0001649,CLI0055,ASG000641,DUD100405,2023-08-10,4,4,4,3,4,3,5,Yes,False,,
CFB0001650,CLI0055,ASG000641,DUD100405,2024-12-13,2,1,1,2,3,2,3,No,True,Attendance,
CFB0001651,CLI0055,ASG000641,DUD100405,2023-02-16,5,4,5,5,4,5,5,Yes,False,,
CFB0001652,CLI0055,ASG000641,DUD100405,2024-07-25,4,3,5,3,4,5,3,Yes,False,,
CFB0001653,CLI0181,ASG000642,DUD100406,2026-05-04,5,5,5,5,5,5,5,Yes,False,,
CFB0001654,CLI0257,ASG000643,DUD100407,2025-05-11,4,4,4,5,5,4,4,Yes,False,,
CFB0001655,CLI0264,ASG000644,DUD100407,2026-01-04,4,3,5,5,5,4,4,Maybe,False,,
CFB0001656,CLI0264,ASG000644,DUD100407,2026-02-07,4,3,3,4,4,4,5,Yes,False,,
CFB0001657,CLI0150,ASG000645,DUD100408,2024-02-22,4,3,4,3,5,3,5,Yes,False,,
CFB0001658,CLI0150,ASG000645,DUD100408,2023-12-23,5,5,5,5,4,5,4,Yes,False,,
CFB0001659,CLI0150,ASG000645,DUD100408,2024-05-18,5,5,5,5,5,5,5,Yes,True,Classroom Management,
CFB0001660,CLI0150,ASG000645,DUD100408,2024-04-28,4,4,5,3,5,5,4,Yes,False,,
CFB0001661,CLI0109,ASG000646,DUD100409,2024-09-07,4,4,3,4,4,3,5,Yes,False,,
CFB0001662,CLI0020,ASG000647,DUD100410,2023-04-21,5,5,5,5,5,5,5,No,False,,
