training_record_id,employee_id,training_date,training_type,delivery_mode,trainer_employee_id,completion_status,result,training_notes
TRN000765,DUD100051,2025-11-06,General Zoom Training,Zoom,DUD100149,Completed,Passed,General teaching skills refresher
TRN000766,DUD100051,2026-03-23,General Zoom Training,Zoom,DUD100671,Completed,Passed,Reinforced classroom management
TRN000767,DUD100052,2020-01-08,Orientation,In Person,DUD100614,Completed,Passed,Initial training completed
TRN000768,DUD100052,2020-01-15,On-the-Job Training,In Person,DUD100805,Completed,Passed,Two-week initial training
TRN000769,DUD100052,2020-03-21,General Zoom Training,Zoom,DUD100630,Completed,Passed,General teaching skills refresher
TRN000770,DUD100052,2020-08-26,General Zoom Training,Zoom,DUD100963,Completed,Passed,General teaching skills refresher
TRN000771,DUD100052,2020-11-09,General Zoom Training,Zoom,DUD100953,Completed,Passed,Reinforced lesson preparation
TRN000772,DUD100052,2021-01-17,General Zoom Training,Zoom,DUD101151,Completed,Passed,Teaching ideas and classroom techniques
TRN000773,DUD100052,2021-04-15,General Zoom Training,Zoom,DUD100389,Completed,Passed,General teaching skills refresher
TRN000774,DUD100052,2021-07-19,General Zoom Training,Zoom,DUD100457,Completed,Passed,Teaching ideas and classroom techniques
TRN000793,DUD100052,2021-09-13,Trainer School Visit,In Person,DUD100131,Completed,Passed,Performance observation and client-service support
TRN000775,DUD100052,2021-09-30,General Zoom Training,Zoom,DUD100335,Completed,Passed,Teaching ideas and classroom techniques
TRN000776,DUD100052,2022-03-24,General Zoom Training,Zoom,DUD100978,Completed,Passed,Reinforced classroom management
TRN000777,DUD100052,2022-06-03,General Zoom Training,Zoom,DUD101129,Completed,Passed,Reinforced communication and professionalism
TRN000778,DUD100052,2022-08-08,General Zoom Training,Zoom,DUD101114,Completed,Passed,Reinforced lesson preparation
TRN000779,DUD100052,2022-11-07,General Zoom Training,Zoom,DUD101324,Completed,Passed,Reinforced communication and professionalism
TRN000780,DUD100052,2023-03-17,General Zoom Training,Zoom,DUD100630,Completed,Passed,Reinforced communication and professionalism
TRN000781,DUD100052,2023-06-13,General Zoom Training,Zoom,DUD100519,Completed,Passed,Reinforced lesson preparation
TRN000782,DUD100052,2023-08-13,General Zoom Training,Zoom,DUD101258,Completed,Passed,Teaching ideas and classroom techniques
TRN000783,DUD100052,2023-11-08,General Zoom Training,Zoom,DUD100330,Completed,Passed,Reinforced classroom management
TRN000784,DUD100052,2024-01-20,General Zoom Training,Zoom,DUD100861,Completed,Passed,Teaching ideas and classroom techniques
TRN000785,DUD100052,2024-03-27,General Zoom Training,Zoom,DUD100337,Completed,Passed,Reinforced communication and professionalism
TRN000786,DUD100052,2024-06-23,General Zoom Training,Zoom,DUD101293,Completed,Passed,Reinforced communication and professionalism
TRN000787,DUD100052,2024-09-14,General Zoom Training,Zoom,DUD101020,Completed,Passed,Reinforced communication and professionalism
TRN000788,DUD100052,2024-12-09,General Zoom Training,Zoom,DUD101215,Completed,Passed,Reinforced communication and professionalism
TRN000789,DUD100052,2025-04-29,General Zoom Training,Zoom,DUD100984,Completed,Passed,Reinforced classroom management
TRN000790,DUD100052,2025-07-17,General Zoom Training,Zoom,DUD100062,Completed,Passed,General teaching skills refresher
TRN000791,DUD100052,2025-10-05,General Zoom Training,Zoom,DUD100603,Completed,Passed,Reinforced lesson preparation
TRN000792,DUD100052,2025-12-28,General Zoom Training,Zoom,DUD100761,Completed,Passed,Reinforced lesson preparation
TRN000794,DUD100053,2024-10-14,Orientation,In Person,DUD100135,Completed,Passed,Initial training completed
TRN000795,DUD100053,2024-10-21,On-the-Job Training,In Person,DUD101208,Completed,Passed,Two-week initial training
TRN000796,DUD100053,2024-12-30,General Zoom Training,Zoom,DUD100697,Completed,Passed,Reinforced communication and professionalism
TRN000797,DUD100053,2025-03-17,General Zoom Training,Zoom,DUD100457,Completed,Passed,Reinforced lesson preparation
TRN000798,DUD100053,2025-08-07,General Zoom Training,Zoom,DUD100312,Completed,Passed,Teaching ideas and classroom techniques
TRN000799,DUD100053,2025-10-20,General Zoom Training,Zoom,DUD100348,Completed,Passed,Reinforced communication and professionalism
TRN000800,DUD100053,2025-12-20,General Zoom Training,Zoom,DUD100675,Completed,Passed,Teaching ideas and classroom techniques
TRN000801,DUD100053,2026-03-08,General Zoom Training,Zoom,DUD100625,Completed,Passed,General teaching skills refresher
TRN000802,DUD100054,2024-08-28,Orientation,In Person,DUD100927,Completed,Passed,Initial training completed
TRN000803,DUD100054,2024-09-04,On-the-Job Training,In Person,DUD100519,Completed,Passed,Two-week initial training
TRN000804,DUD100054,2024-12-02,General Zoom Training,Zoom,DUD100927,Completed,Passed,Teaching ideas and classroom techniques
TRN000805,DUD100054,2025-02-11,General Zoom Training,Zoom,DUD100992,Completed,Passed,Reinforced lesson preparation
TRN000806,DUD100054,2025-04-14,General Zoom Training,Zoom,DUD101262,Completed,Passed,Teaching ideas and classroom techniques
TRN000807,DUD100054,2025-07-03,General Zoom Training,Zoom,DUD100650,Completed,Passed,Reinforced communication and professionalism
TRN000808,DUD100054,2025-11-18,General Zoom Training,Zoom,DUD100312,Completed,Passed,Reinforced lesson preparation
TRN000809,DUD100054,2026-02-15,General Zoom Training,Zoom,DUD100522,Completed,Passed,Reinforced classroom management
TRN000810,DUD100055,2025-06-26,Orientation,In Person,DUD100667,Completed,Passed,Initial training completed
TRN000811,DUD100055,2025-07-03,On-the-Job Training,In Person,DUD100282,Completed,Passed,Two-week initial training
TRN000812,DUD100055,2025-09-05,General Zoom Training,Zoom,DUD101382,Completed,Passed,Reinforced classroom management
TRN000813,DUD100055,2025-12-04,General Zoom Training,Zoom,DUD100721,Completed,Passed,Teaching ideas and classroom techniques
TRN000814,DUD100055,2026-02-14,General Zoom Training,Zoom,DUD100625,Completed,Passed,Teaching ideas and classroom techniques
TRN000815,DUD100056,2021-10-21,Orientation,In Person,DUD100675,Completed,Passed,Initial training completed
TRN000816,DUD100056,2021-10-28,On-the-Job Training,In Person,DUD100141,Completed,Passed,Two-week initial training
TRN000817,DUD100056,2022-01-14,General Zoom Training,Zoom,DUD100378,Completed,Passed,Reinforced lesson preparation
TRN000818,DUD100056,2022-03-15,General Zoom Training,Zoom,DUD101382,Completed,Passed,Reinforced lesson preparation
TRN000819,DUD100056,2022-06-01,General Zoom Training,Zoom,DUD101387,Completed,Passed,General teaching skills refresher
TRN000820,DUD100056,2022-08-02,General Zoom Training,Zoom,DUD100683,Completed,Passed,Reinforced classroom management
TRN000821,DUD100056,2022-11-03,General Zoom Training,Zoom,DUD100378,Completed,Passed,Reinforced classroom management
TRN000822,DUD100056,2023-04-09,General Zoom Training,Zoom,DUD101251,Completed,Passed,Reinforced lesson preparation
TRN000823,DUD100056,2023-07-12,General Zoom Training,Zoom,DUD100808,Completed,Passed,Reinforced lesson preparation
TRN000824,DUD100056,2023-09-18,General Zoom Training,Zoom,DUD100898,Completed,Passed,General teaching skills refresher
TRN000825,DUD100056,2023-11-18,General Zoom Training,Zoom,DUD100153,Completed,Passed,Teaching ideas and classroom techniques
TRN000826,DUD100056,2024-02-20,General Zoom Training,Zoom,DUD101494,Completed,Passed,Teaching ideas and classroom techniques
TRN000827,DUD100056,2024-05-07,General Zoom Training,Zoom,DUD100062,Completed,Passed,General teaching skills refresher
TRN000828,DUD100056,2024-07-11,General Zoom Training,Zoom,DUD100603,Completed,Passed,General teaching skills refresher
TRN000829,DUD100056,2024-09-21,General Zoom Training,Zoom,DUD101113,Completed,Passed,Reinforced communication and professionalism
TRN000830,DUD100056,2025-02-21,General Zoom Training,Zoom,DUD100861,Completed,Passed,Reinforced lesson preparation
TRN000831,DUD100056,2025-05-14,General Zoom Training,Zoom,DUD100761,Completed,Passed,Reinforced classroom management
TRN000832,DUD100056,2025-08-13,General Zoom Training,Zoom,DUD101088,Completed,Passed,Reinforced lesson preparation
TRN000833,DUD100056,2025-11-11,General Zoom Training,Zoom,DUD101473,Completed,Passed,Reinforced classroom management
TRN000834,DUD100056,2026-02-12,General Zoom Training,Zoom,DUD100153,Completed,Passed,General teaching skills refresher
TRN000835,DUD100057,2021-03-09,Orientation,In Person,DUD100927,Completed,Passed,Initial training completed
TRN000836,DUD100057,2021-03-16,On-the-Job Training,In Person,DUD101303,Completed,Passed,Two-week initial training
TRN000837,DUD100057,2021-08-31,General Zoom Training,Zoom,DUD101113,Completed,Passed,Reinforced classroom management
TRN000838,DUD100057,2021-11-25,General Zoom Training,Zoom,DUD101314,Completed,Passed,Reinforced lesson preparation
TRN000839,DUD100057,2022-04-05,General Zoom Training,Zoom,DUD100181,Completed,Passed,Teaching ideas and classroom techniques
TRN000840,DUD100057,2022-06-27,General Zoom Training,Zoom,DUD100149,Completed,Passed,Reinforced classroom management
TRN000841,DUD100057,2022-09-09,General Zoom Training,Zoom,DUD101266,Completed,Passed,Reinforced lesson preparation
TRN000842,DUD100057,2023-02-16,General Zoom Training,Zoom,DUD101482,Completed,Passed,Reinforced lesson preparation
TRN000843,DUD100057,2023-04-27,General Zoom Training,Zoom,DUD100335,Completed,Passed,Reinforced classroom management
TRN000844,DUD100057,2023-10-22,General Zoom Training,Zoom,DUD101245,Completed,Passed,Reinforced communication and professionalism
TRN000845,DUD100057,2024-01-21,General Zoom Training,Zoom,DUD101294,Completed,Passed,General teaching skills refresher
TRN000846,DUD100057,2024-04-22,General Zoom Training,Zoom,DUD100460,Completed,Passed,Teaching ideas and classroom techniques
TRN000847,DUD100057,2024-07-09,General Zoom Training,Zoom,DUD100808,Completed,Passed,Teaching ideas and classroom techniques
TRN000848,DUD100057,2024-10-12,General Zoom Training,Zoom,DUD100318,Completed,Passed,Reinforced communication and professionalism
TRN000849,DUD100057,2024-12-24,General Zoom Training,Zoom,DUD101093,Completed,Passed,Reinforced communication and professionalism
TRN000850,DUD100057,2025-03-03,General Zoom Training,Zoom,DUD100062,Completed,Passed,Reinforced classroom management
TRN000851,DUD100057,2025-05-26,General Zoom Training,Zoom,DUD100697,Completed,Passed,Reinforced communication and professionalism
TRN000852,DUD100057,2025-08-22,General Zoom Training,Zoom,DUD100170,Completed,Passed,Teaching ideas and classroom techniques
TRN000853,DUD100057,2025-10-31,General Zoom Training,Zoom,DUD100328,Completed,Passed,Reinforced classroom management
TRN000854,DUD100057,2026-01-05,General Zoom Training,Zoom,DUD101324,Completed,Passed,Reinforced classroom management
TRN000855,DUD100058,2025-09-12,Orientation,In Person,DUD100473,Completed,Passed,Initial training completed
TRN000856,DUD100058,2025-09-19,On-the-Job Training,In Person,DUD100667,Completed,Passed,Two-week initial training
TRN000857,DUD100058,2025-12-15,General Zoom Training,Zoom,DUD100141,Completed,Passed,General teaching skills refresher
TRN000858,DUD100058,2026-03-20,General Zoom Training,Zoom,DUD100534,Completed,Passed,Teaching ideas and classroom techniques
TRN000859,DUD100059,2019-12-07,Orientation,In Person,DUD100382,Completed,Passed,Initial training completed
TRN000860,DUD100059,2019-12-14,On-the-Job Training,In Person,DUD100151,Completed,Passed,Two-week initial training
TRN000861,DUD100059,2020-05-03,General Zoom Training,Zoom,DUD100330,Completed,Passed,Reinforced classroom management
TRN000862,DUD100059,2020-07-30,General Zoom Training,Zoom,DUD100342,Completed,Passed,Teaching ideas and classroom techniques
TRN000863,DUD100059,2020-10-23,General Zoom Training,Zoom,DUD101482,Completed,Passed,Reinforced lesson preparation
TRN000864,DUD100059,2020-12-25,General Zoom Training,Zoom,DUD100151,Completed,Passed,Teaching ideas and classroom techniques
TRN000865,DUD100059,2021-02-23,General Zoom Training,Zoom,DUD100487,Completed,Passed,Reinforced lesson preparation
TRN000866,DUD100059,2021-07-15,General Zoom Training,Zoom,DUD100149,Completed,Passed,Reinforced lesson preparation
TRN000867,DUD100059,2021-09-15,General Zoom Training,Zoom,DUD101190,Completed,Passed,Teaching ideas and classroom techniques
TRN000868,DUD100059,2021-11-14,General Zoom Training,Zoom,DUD101267,Completed,Passed,General teaching skills refresher
TRN000869,DUD100059,2022-04-26,General Zoom Training,Zoom,DUD100795,Completed,Passed,General teaching skills refresher
TRN000870,DUD100059,2022-07-08,General Zoom Training,Zoom,DUD100597,Completed,Passed,Teaching ideas and classroom techniques
TRN000871,DUD100059,2022-09-13,General Zoom Training,Zoom,DUD100896,Completed,Passed,Reinforced lesson preparation
TRN000872,DUD100059,2023-01-31,General Zoom Training,Zoom,DUD100135,Completed,Passed,Reinforced communication and professionalism
TRN000873,DUD100059,2023-06-30,General Zoom Training,Zoom,DUD100090,Completed,Passed,Reinforced communication and professionalism
TRN000874,DUD100059,2023-09-07,General Zoom Training,Zoom,DUD101251,Completed,Passed,Reinforced lesson preparation
TRN000875,DUD100059,2024-02-09,General Zoom Training,Zoom,DUD100644,Completed,Passed,Reinforced classroom management
TRN000876,DUD100059,2024-04-19,General Zoom Training,Zoom,DUD100382,Completed,Passed,Teaching ideas and classroom techniques
TRN000877,DUD100059,2024-07-19,General Zoom Training,Zoom,DUD101267,Completed,Passed,Reinforced lesson preparation
TRN000878,DUD100059,2024-12-21,General Zoom Training,Zoom,DUD100062,Completed,Passed,General teaching skills refresher
TRN000879,DUD100059,2025-05-10,General Zoom Training,Zoom,DUD100491,Completed,Passed,General teaching skills refresher
TRN000880,DUD100059,2025-07-22,General Zoom Training,Zoom,DUD100487,Completed,Passed,Teaching ideas and classroom techniques
TRN000881,DUD100059,2026-03-31,General Zoom Training,Zoom,DUD100131,Completed,Passed,Teaching ideas and classroom techniques
TRN000882,DUD100060,2021-12-30,Orientation,In Person,DUD100335,Completed,Passed,Initial training completed
TRN000883,DUD100060,2022-01-06,On-the-Job Training,In Person,DUD100290,Completed,Passed,Two-week initial training
TRN000884,DUD100060,2022-03-21,General Zoom Training,Zoom,DUD100765,Completed,Passed,General teaching skills refresher
TRN000885,DUD100060,2022-06-08,General Zoom Training,Zoom,DUD101314,Completed,Passed,Teaching ideas and classroom techniques
TRN000886,DUD100060,2022-08-24,General Zoom Training,Zoom,DUD100075,Completed,Passed,Reinforced communication and professionalism
TRN000887,DUD100060,2022-11-03,General Zoom Training,Zoom,DUD100312,Completed,Passed,Reinforced classroom management
TRN000888,DUD100060,2023-07-20,General Zoom Training,Zoom,DUD100216,Completed,Passed,Reinforced communication and professionalism
TRN000889,DUD100060,2023-09-30,General Zoom Training,Zoom,DUD100482,Completed,Passed,General teaching skills refresher
TRN000890,DUD100060,2023-12-01,General Zoom Training,Zoom,DUD100733,Completed,Passed,Reinforced communication and professionalism
TRN000891,DUD100060,2024-02-11,General Zoom Training,Zoom,DUD100067,Completed,Passed,Reinforced communication and professionalism
TRN000892,DUD100060,2024-04-26,General Zoom Training,Zoom,DUD100052,Completed,Passed,General teaching skills refresher
TRN000893,DUD100060,2024-07-05,General Zoom Training,Zoom,DUD101465,Completed,Passed,General teaching skills refresher
TRN000894,DUD100060,2024-10-02,General Zoom Training,Zoom,DUD101387,Completed,Passed,General teaching skills refresher
TRN000895,DUD100060,2024-12-20,General Zoom Training,Zoom,DUD100002,Completed,Passed,Reinforced lesson preparation
TRN000896,DUD100060,2025-08-16,General Zoom Training,Zoom,DUD100671,Completed,Passed,Reinforced communication and professionalism
TRN000897,DUD100060,2025-10-28,General Zoom Training,Zoom,DUD101247,Completed,Passed,Reinforced lesson preparation
TRN000898,DUD100060,2026-01-29,General Zoom Training,Zoom,DUD101057,Completed,Passed,General teaching skills refresher
TRN000899,DUD100061,2022-10-08,Orientation,In Person,DUD100765,Completed,Passed,Initial training completed
TRN000900,DUD100061,2022-10-15,On-the-Job Training,In Person,DUD100141,Completed,Passed,Two-week initial training
TRN000901,DUD100061,2023-01-06,General Zoom Training,Zoom,DUD100389,Completed,Passed,Reinforced classroom management
TRN000902,DUD100061,2023-09-18,General Zoom Training,Zoom,DUD101215,Completed,Passed,Reinforced communication and professionalism
TRN000903,DUD100061,2023-12-17,General Zoom Training,Zoom,DUD101366,Completed,Passed,Reinforced lesson preparation
TRN000904,DUD100061,2024-03-04,General Zoom Training,Zoom,DUD100699,Completed,Passed,Reinforced lesson preparation
TRN000905,DUD100061,2024-05-26,General Zoom Training,Zoom,DUD101266,Completed,Passed,Reinforced lesson preparation
TRN000906,DUD100061,2024-08-28,General Zoom Training,Zoom,DUD101482,Completed,Passed,General teaching skills refresher
TRN000907,DUD100061,2025-01-19,General Zoom Training,Zoom,DUD101176,Completed,Passed,Teaching ideas and classroom techniques
TRN000908,DUD100061,2025-04-12,General Zoom Training,Zoom,DUD100823,Completed,Passed,Reinforced classroom management
TRN000909,DUD100061,2025-07-07,General Zoom Training,Zoom,DUD101355,Completed,Passed,General teaching skills refresher
TRN000910,DUD100061,2025-11-09,General Zoom Training,Zoom,DUD101294,Completed,Passed,Reinforced communication and professionalism
TRN000911,DUD100061,2026-01-18,General Zoom Training,Zoom,DUD100795,Completed,Passed,Reinforced communication and professionalism
TRN000912,DUD100062,2019-11-03,Orientation,In Person,DUD100570,Completed,Passed,Initial training completed
TRN000913,DUD100062,2019-11-10,On-the-Job Training,In Person,DUD101324,Completed,Passed,Two-week initial training
TRN000914,DUD100062,2020-02-02,General Zoom Training,Zoom,DUD100153,Completed,Passed,Reinforced lesson preparation
TRN000915,DUD100062,2020-04-19,General Zoom Training,Zoom,DUD101215,Completed,Passed,Teaching ideas and classroom techniques
TRN000916,DUD100062,2020-07-07,General Zoom Training,Zoom,DUD101267,Completed,Passed,General teaching skills refresher
TRN000917,DUD100062,2020-10-02,General Zoom Training,Zoom,DUD100765,Completed,Passed,Reinforced classroom management
TRN000918,DUD100062,2020-12-01,General Zoom Training,Zoom,DUD100519,Completed,Passed,General teaching skills refresher
TRN000919,DUD100062,2021-02-23,General Zoom Training,Zoom,DUD100534,Completed,Passed,General teaching skills refresher
TRN000940,DUD100062,2021-03-28,Trainer School Visit,In Person,DUD101293,Completed,Passed,Performance observation and client-service support
TRN000920,DUD100062,2021-05-24,General Zoom Training,Zoom,DUD100661,Completed,Passed,Reinforced communication and professionalism
TRN000921,DUD100062,2021-08-09,General Zoom Training,Zoom,DUD100414,Completed,Passed,Reinforced lesson preparation
TRN000922,DUD100062,2022-01-18,General Zoom Training,Zoom,DUD100519,Completed,Passed,Reinforced classroom management
TRN000923,DUD100062,2022-03-29,General Zoom Training,Zoom,DUD100170,Completed,Passed,Reinforced lesson preparation
TRN000924,DUD100062,2022-05-29,General Zoom Training,Zoom,DUD101427,Completed,Passed,Teaching ideas and classroom techniques
TRN000925,DUD100062,2022-08-12,General Zoom Training,Zoom,DUD100808,Completed,Passed,General teaching skills refresher
TRN000926,DUD100062,2022-11-04,General Zoom Training,Zoom,DUD100667,Completed,Passed,Teaching ideas and classroom techniques
TRN000927,DUD100062,2023-01-13,General Zoom Training,Zoom,DUD101262,Completed,Passed,Reinforced lesson preparation
TRN000928,DUD100062,2023-03-30,General Zoom Training,Zoom,DUD100939,Completed,Passed,General teaching skills refresher
TRN000929,DUD100062,2023-06-20,General Zoom Training,Zoom,DUD100248,Completed,Passed,Reinforced classroom management
TRN000930,DUD100062,2023-08-19,General Zoom Training,Zoom,DUD100665,Completed,Passed,Teaching ideas and classroom techniques
TRN000931,DUD100062,2024-04-19,General Zoom Training,Zoom,DUD100984,Completed,Passed,Teaching ideas and classroom techniques
TRN000932,DUD100062,2024-09-08,General Zoom Training,Zoom,DUD101151,Completed,Passed,General teaching skills refresher
TRN000933,DUD100062,2024-11-12,General Zoom Training,Zoom,DUD101262,Completed,Passed,Reinforced classroom management
TRN000934,DUD100062,2025-01-25,General Zoom Training,Zoom,DUD100721,Completed,Passed,Reinforced lesson preparation
TRN000935,DUD100062,2025-04-24,General Zoom Training,Zoom,DUD100052,Completed,Passed,Reinforced communication and professionalism
TRN000936,DUD100062,2025-06-30,General Zoom Training,Zoom,DUD101054,Completed,Passed,General teaching skills refresher
TRN000937,DUD100062,2025-09-24,General Zoom Training,Zoom,DUD100683,Completed,Passed,Teaching ideas and classroom techniques
TRN000938,DUD100062,2025-12-22,General Zoom Training,Zoom,DUD101465,Completed,Passed,Reinforced communication and professionalism
TRN000939,DUD100062,2026-03-04,General Zoom Training,Zoom,DUD100473,Completed,Passed,Reinforced classroom management
TRN000941,DUD100063,2023-10-19,Orientation,In Person,DUD101339,Completed,Passed,Initial training completed
TRN000942,DUD100063,2023-10-26,On-the-Job Training,In Person,DUD100869,Completed,Passed,Two-week initial training
TRN000943,DUD100063,2024-01-15,General Zoom Training,Zoom,DUD100845,Completed,Passed,Reinforced communication and professionalism
TRN000944,DUD100063,2024-03-19,General Zoom Training,Zoom,DUD100297,Completed,Passed,Teaching ideas and classroom techniques
TRN000945,DUD100063,2024-10-06,General Zoom Training,Zoom,DUD100811,Completed,Passed,Reinforced communication and professionalism
TRN000946,DUD100063,2024-12-06,General Zoom Training,Zoom,DUD100661,Completed,Passed,Reinforced communication and professionalism
TRN000947,DUD100063,2025-05-03,General Zoom Training,Zoom,DUD100045,Completed,Passed,Reinforced lesson preparation
TRN000948,DUD100063,2025-07-24,General Zoom Training,Zoom,DUD100290,Completed,Passed,Teaching ideas and classroom techniques
TRN000952,DUD100063,2025-08-09,Performance Improvement Training,Zoom,DUD100045,Completed,Passed,Additional support following performance review
TRN000949,DUD100063,2025-10-14,General Zoom Training,Zoom,DUD101114,Completed,Passed,Reinforced communication and professionalism
TRN000950,DUD100063,2025-12-15,General Zoom Training,Zoom,DUD100534,Completed,Passed,General teaching skills refresher
TRN000951,DUD100063,2026-02-21,General Zoom Training,Zoom,DUD101093,Completed,Passed,Reinforced communication and professionalism
TRN000953,DUD100064,2020-08-03,Orientation,In Person,DUD100457,Completed,Passed,Initial training completed
TRN000954,DUD100064,2020-08-10,On-the-Job Training,In Person,DUD100665,Completed,Passed,Two-week initial training
TRN000955,DUD100064,2020-10-16,General Zoom Training,Zoom,DUD100939,Completed,Passed,Teaching ideas and classroom techniques
TRN000956,DUD100064,2020-12-30,General Zoom Training,Zoom,DUD101366,Completed,Passed,Teaching ideas and classroom techniques
TRN000957,DUD100064,2021-06-07,General Zoom Training,Zoom,DUD100364,Completed,Passed,General teaching skills refresher
TRN000958,DUD100064,2021-08-12,General Zoom Training,Zoom,DUD100519,Completed,Passed,General teaching skills refresher
TRN000959,DUD100064,2021-11-08,General Zoom Training,Zoom,DUD101020,Completed,Passed,Reinforced lesson preparation
TRN000960,DUD100064,2022-01-07,General Zoom Training,Zoom,DUD100836,Completed,Passed,Reinforced classroom management
TRN000961,DUD100064,2022-03-22,General Zoom Training,Zoom,DUD100170,Completed,Passed,Reinforced classroom management
TRN000962,DUD100064,2022-07-25,General Zoom Training,Zoom,DUD100661,Completed,Passed,General teaching skills refresher
TRN000963,DUD100064,2022-09-27,General Zoom Training,Zoom,DUD100295,Completed,Passed,Teaching ideas and classroom techniques
TRN000964,DUD100064,2022-12-02,General Zoom Training,Zoom,DUD100822,Completed,Passed,General teaching skills refresher
TRN000965,DUD100064,2023-03-07,General Zoom Training,Zoom,DUD100650,Completed,Passed,Reinforced classroom management
TRN000966,DUD100064,2023-06-02,General Zoom Training,Zoom,DUD100829,Completed,Passed,Reinforced classroom management
TRN000967,DUD100064,2023-08-05,General Zoom Training,Zoom,DUD101294,Completed,Passed,General teaching skills refresher
TRN000968,DUD100064,2023-10-04,General Zoom Training,Zoom,DUD101427,Completed,Passed,Reinforced communication and professionalism
TRN000969,DUD100064,2024-03-02,General Zoom Training,Zoom,DUD100103,Completed,Passed,Reinforced lesson preparation
TRN000970,DUD100064,2024-05-02,General Zoom Training,Zoom,DUD100062,Completed,Passed,Teaching ideas and classroom techniques
TRN000971,DUD100064,2024-09-27,General Zoom Training,Zoom,DUD100453,Completed,Passed,Reinforced classroom management
TRN000972,DUD100064,2024-12-14,General Zoom Training,Zoom,DUD100012,Completed,Passed,Reinforced communication and professionalism
TRN000973,DUD100064,2025-05-18,General Zoom Training,Zoom,DUD101176,Completed,Passed,General teaching skills refresher
TRN000974,DUD100064,2025-08-20,General Zoom Training,Zoom,DUD101113,Completed,Passed,Teaching ideas and classroom techniques
TRN000975,DUD100064,2026-01-29,General Zoom Training,Zoom,DUD100330,Completed,Passed,Reinforced classroom management
TRN000976,DUD100064,2026-03-31,General Zoom Training,Zoom,DUD100205,Completed,Passed,Teaching ideas and classroom techniques
TRN000977,DUD100065,2020-11-04,Orientation,In Person,DUD100633,Completed,Passed,Initial training completed
TRN000978,DUD100065,2020-11-11,On-the-Job Training,In Person,DUD100342,Completed,Passed,Two-week initial training
TRN000979,DUD100065,2021-01-27,General Zoom Training,Zoom,DUD100608,Completed,Passed,Reinforced classroom management
TRN000980,DUD100065,2021-09-18,General Zoom Training,Zoom,DUD100722,Completed,Passed,Reinforced communication and professionalism
TRN000981,DUD100065,2021-11-29,General Zoom Training,Zoom,DUD100788,Completed,Passed,Reinforced classroom management
TRN000982,DUD100065,2022-05-19,General Zoom Training,Zoom,DUD100811,Completed,Passed,General teaching skills refresher
TRN000983,DUD100065,2022-08-12,General Zoom Training,Zoom,DUD100633,Completed,Passed,General teaching skills refresher
TRN000984,DUD100065,2023-01-09,General Zoom Training,Zoom,DUD100337,Completed,Passed,Reinforced lesson preparation
TRN000985,DUD100065,2023-03-15,General Zoom Training,Zoom,DUD100984,Completed,Passed,General teaching skills refresher
TRN000986,DUD100065,2023-05-31,General Zoom Training,Zoom,DUD100487,Completed,Passed,Reinforced classroom management
TRN000987,DUD100065,2023-09-03,General Zoom Training,Zoom,DUD100312,Completed,Passed,Teaching ideas and classroom techniques
TRN000988,DUD100065,2024-02-27,General Zoom Training,Zoom,DUD100205,Completed,Passed,Reinforced lesson preparation
TRN000989,DUD100065,2024-05-04,General Zoom Training,Zoom,DUD100927,Completed,Passed,Teaching ideas and classroom techniques
TRN000990,DUD100065,2024-07-24,General Zoom Training,Zoom,DUD100012,Completed,Passed,Teaching ideas and classroom techniques
TRN000991,DUD100065,2024-10-11,General Zoom Training,Zoom,DUD100625,Completed,Passed,Reinforced communication and professionalism
TRN000992,DUD100065,2025-03-05,General Zoom Training,Zoom,DUD100141,Completed,Passed,General teaching skills refresher
TRN000993,DUD100065,2026-02-13,General Zoom Training,Zoom,DUD100342,Completed,Passed,Reinforced communication and professionalism
TRN000994,DUD100066,2022-08-26,Orientation,In Person,DUD100534,Completed,Passed,Initial training completed
TRN000995,DUD100066,2022-09-02,On-the-Job Training,In Person,DUD101482,Completed,Passed,Two-week initial training
TRN000996,DUD100066,2022-11-28,General Zoom Training,Zoom,DUD101283,Completed,Passed,Reinforced classroom management
TRN000997,DUD100066,2023-02-14,General Zoom Training,Zoom,DUD100721,Completed,Passed,Teaching ideas and classroom techniques
TRN000998,DUD100066,2023-05-11,General Zoom Training,Zoom,DUD101120,Completed,Passed,General teaching skills refresher
TRN000999,DUD100066,2023-08-08,General Zoom Training,Zoom,DUD100697,Completed,Passed,Reinforced classroom management
TRN001000,DUD100066,2023-10-10,General Zoom Training,Zoom,DUD101355,Completed,Passed,Reinforced communication and professionalism
TRN001001,DUD100066,2023-12-19,General Zoom Training,Zoom,DUD101057,Completed,Passed,Reinforced communication and professionalism
TRN001002,DUD100066,2024-03-20,General Zoom Training,Zoom,DUD100328,Completed,Passed,Reinforced classroom management
TRN001003,DUD100066,2024-05-25,General Zoom Training,Zoom,DUD100747,Completed,Passed,Reinforced communication and professionalism
TRN001007,DUD100066,2024-11-27,Performance Improvement Training,Zoom,DUD101494,Completed,Passed,Additional support following performance review
TRN001004,DUD100066,2025-04-07,General Zoom Training,Zoom,DUD101077,Completed,Passed,General teaching skills refresher
TRN001005,DUD100066,2025-06-14,General Zoom Training,Zoom,DUD100227,Completed,Passed,Reinforced lesson preparation
TRN001006,DUD100066,2025-08-22,General Zoom Training,Zoom,DUD100466,Completed,Passed,Teaching ideas and classroom techniques
