performance_id,employee_id,assignment_id,reviewer_id,review_date,review_type,lesson_quality,classroom_management,professionalism,communication,reliability,overall_score,improvement_required,comments
PERF0000504,DUD100243,ASG000369,DUD000087,2025-06-25,School Visit,5,4,5,5,5,4.8,False,
PERF0000505,DUD100244,ASG000370,DUD000086,2024-04-17,Annual Review,3,5,3,3,4,3.6,False,
PERF0000506,DUD100244,ASG000370,DUD000039,2025-08-21,Six-Month Review,3,3,2,3,2,2.6,True,
PERF0000507,DUD100245,ASG000373,DUD000016,2025-01-06,Six-Month Review,5,4,5,5,4,4.6,False,
PERF0000508,DUD100245,ASG000371,DUD000008,2023-10-06,Annual Review,1,1,1,1,1,1.0,True,
PERF0000509,DUD100245,ASG000372,DUD000044,2024-05-10,School Visit,5,5,4,3,5,4.4,False,
PERF0000510,DUD100246,ASG000374,DUD000069,2026-02-20,Performance Improvement Review,4,5,4,4,4,4.2,False,
PERF0000511,DUD100246,ASG000374,DUD000088,2025-10-02,Annual Review,4,4,4,3,4,3.8,False,
PERF0000512,DUD100247,ASG000375,DUD000053,2023-06-05,Six-Month Review,2,2,2,2,3,2.2,True,
PERF0000513,DUD100247,ASG000375,DUD000001,2025-06-03,Annual Review,5,5,5,4,5,4.8,False,
PERF0000514,DUD100248,ASG000376,DUD000016,2025-12-11,Performance Improvement Review,3,5,3,4,4,3.8,False,
PERF0000515,DUD100248,ASG000376,DUD000011,2025-12-19,Performance Improvement Review,4,4,5,4,4,4.2,False,
PERF0000516,DUD100248,ASG000376,DUD000056,2026-03-29,Performance Improvement Review,1,1,1,1,1,1.0,True,
PERF0000517,DUD100249,ASG000380,DUD000025,2027-01-31,Annual Review,3,2,1,2,2,2.0,True,
PERF0000518,DUD100250,ASG000382,DUD000048,2024-02-20,Six-Month Review,3,3,3,3,2,2.8,True,
PERF0000519,DUD100251,ASG000384,DUD000062,2022-06-13,Annual Review,2,3,4,2,3,2.8,True,
PERF0000520,DUD100251,ASG000383,DUD000022,2022-03-22,Annual Review,2,3,3,3,2,2.6,True,
PERF0000521,DUD100252,ASG000386,DUD000064,2025-11-23,Six-Month Review,4,5,4,4,5,4.4,False,
PERF0000522,DUD100252,ASG000386,DUD000016,2026-03-15,Six-Month Review,4,4,5,5,5,4.6,False,
PERF0000523,DUD100252,ASG000386,DUD000093,2026-02-09,Annual Review,5,4,4,4,4,4.2,False,
PERF0000524,DUD100253,ASG000387,DUD000030,2023-07-08,School Visit,5,4,3,3,3,3.6,False,
PERF0000525,DUD100254,ASG000389,DUD000091,2026-05-21,Performance Improvement Review,5,4,5,4,5,4.6,False,
PERF0000526,DUD100255,ASG000391,DUD000076,2024-07-06,Performance Improvement Review,4,3,5,3,3,3.6,False,
PERF0000527,DUD100255,ASG000390,DUD000013,2021-12-20,Annual Review,5,3,5,5,3,4.2,False,
PERF0000528,DUD100256,ASG000393,DUD000098,2026-05-24,Annual Review,2,2,4,3,3,2.8,True,
PERF0000529,DUD100257,ASG000395,DUD000036,2023-05-31,School Visit,5,5,4,5,5,4.8,False,
PERF0000530,DUD100257,ASG000395,DUD000038,2025-12-14,School Visit,4,5,5,5,5,4.8,False,
PERF0000531,DUD100257,ASG000395,DUD000080,2022-08-19,School Visit,4,4,5,5,5,4.6,False,
PERF0000532,DUD100258,ASG000396,DUD000045,2023-03-16,Performance Improvement Review,4,4,5,5,5,4.6,False,
PERF0000533,DUD100259,ASG000397,DUD000006,2022-04-29,Six-Month Review,4,4,5,3,4,4.0,False,
PERF0000534,DUD100260,ASG000400,DUD000066,2021-10-29,Six-Month Review,4,4,3,4,3,3.6,False,
PERF0000535,DUD100260,ASG000401,DUD000044,2025-11-05,Annual Review,4,5,5,4,4,4.4,False,
PERF0000536,DUD100260,ASG000401,DUD000057,2023-09-23,Six-Month Review,3,4,4,4,4,3.8,False,
PERF0000537,DUD100261,ASG000403,DUD000036,2025-02-08,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0000538,DUD100261,ASG000402,DUD000040,2023-12-26,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0000539,DUD100261,ASG000403,DUD000084,2025-02-11,School Visit,4,4,4,3,2,3.4,False,
PERF0000540,DUD100262,ASG000405,DUD000012,2026-10-07,Six-Month Review,4,4,3,4,3,3.6,False,
PERF0000541,DUD100262,ASG000404,DUD000059,2026-04-25,Six-Month Review,3,4,5,5,5,4.4,False,
PERF0000542,DUD100262,ASG000405,DUD000006,2026-10-07,School Visit,3,3,3,4,5,3.6,False,
PERF0000543,DUD100263,ASG000407,DUD000062,2028-05-06,Annual Review,5,4,5,4,5,4.6,False,
PERF0000544,DUD100263,ASG000407,DUD000088,2028-04-22,Six-Month Review,4,4,4,5,4,4.2,False,
PERF0000545,DUD100263,ASG000407,DUD000080,2028-04-25,Performance Improvement Review,2,1,2,1,1,1.4,True,
PERF0000546,DUD100264,ASG000409,DUD000029,2021-11-14,Performance Improvement Review,4,4,5,5,4,4.4,False,
PERF0000547,DUD100265,ASG000411,DUD000014,2023-09-14,Performance Improvement Review,4,3,2,4,4,3.4,False,
PERF0000548,DUD100265,ASG000412,DUD000062,2024-02-06,Annual Review,3,2,3,2,3,2.6,True,
PERF0000549,DUD100266,ASG000414,DUD000003,2024-09-28,Performance Improvement Review,4,4,3,3,3,3.4,False,
PERF0000550,DUD100266,ASG000413,DUD000085,2023-10-03,Performance Improvement Review,4,4,4,5,4,4.2,False,
PERF0000551,DUD100266,ASG000413,DUD000100,2024-03-29,Annual Review,4,4,4,5,4,4.2,False,
PERF0000552,DUD100267,ASG000415,DUD000075,2022-10-24,Six-Month Review,4,4,4,5,3,4.0,False,
PERF0000553,DUD100268,ASG000417,DUD000042,2025-12-31,Annual Review,4,4,4,5,3,4.0,False,
PERF0000554,DUD100268,ASG000417,DUD000093,2025-12-14,Annual Review,4,3,4,4,4,3.8,False,
PERF0000555,DUD100268,ASG000418,DUD000066,2026-07-16,Six-Month Review,3,3,3,2,3,2.8,True,
PERF0000556,DUD100269,ASG000420,DUD000040,2025-12-17,Six-Month Review,5,4,5,5,5,4.8,False,
PERF0000557,DUD100269,ASG000419,DUD000019,2023-12-03,School Visit,3,3,3,3,2,2.8,True,
PERF0000558,DUD100270,ASG000421,DUD000050,2022-02-24,Annual Review,2,2,4,3,2,2.6,True,
PERF0000559,DUD100270,ASG000421,DUD000016,2022-02-28,Six-Month Review,1,1,2,1,2,1.4,True,
PERF0000560,DUD100270,ASG000421,DUD000030,2022-04-30,School Visit,5,4,4,5,5,4.6,False,
PERF0000561,DUD100271,ASG000422,DUD000002,2025-02-01,Annual Review,3,4,4,4,4,3.8,False,
PERF0000562,DUD100272,ASG000423,DUD000018,2023-04-06,School Visit,5,4,4,5,5,4.6,False,
PERF0000563,DUD100273,ASG000425,DUD000002,2026-06-02,School Visit,2,1,2,2,1,1.6,True,
PERF0000564,DUD100273,ASG000424,DUD000024,2026-02-19,Performance Improvement Review,3,3,3,4,3,3.2,False,
PERF0000565,DUD100273,ASG000424,DUD000061,2025-07-29,Annual Review,4,4,5,4,4,4.2,False,
PERF0000566,DUD100274,ASG000426,DUD000062,2024-11-23,School Visit,5,5,5,4,5,4.8,False,
PERF0000567,DUD100274,ASG000426,DUD000036,2025-04-05,Six-Month Review,4,4,5,5,3,4.2,False,
PERF0000568,DUD100275,ASG000430,DUD000052,2027-03-02,Six-Month Review,4,4,3,5,3,3.8,False,
PERF0000569,DUD100275,ASG000429,DUD000097,2026-04-23,Annual Review,5,3,4,4,5,4.2,False,
PERF0000570,DUD100275,ASG000429,DUD000079,2027-01-08,School Visit,3,3,4,4,4,3.6,False,
PERF0000571,DUD100276,ASG000431,DUD000011,2026-09-24,School Visit,5,4,4,3,4,4.0,False,
PERF0000572,DUD100276,ASG000432,DUD000090,2027-03-14,Six-Month Review,4,4,3,4,4,3.8,False,
PERF0000573,DUD100277,ASG000433,DUD000090,2025-11-22,Six-Month Review,3,4,4,5,4,4.0,False,
PERF0000574,DUD100278,ASG000434,DUD000092,2024-10-30,Six-Month Review,1,1,3,2,1,1.6,True,
PERF0000575,DUD100278,ASG000434,DUD000028,2024-08-14,School Visit,5,4,4,3,4,4.0,False,
PERF0000576,DUD100279,ASG000436,DUD000065,2026-05-20,Performance Improvement Review,3,3,2,2,2,2.4,True,
PERF0000577,DUD100279,ASG000435,DUD000078,2025-12-01,Performance Improvement Review,4,4,5,4,3,4.0,False,
PERF0000578,DUD100280,ASG000437,DUD000052,2022-05-07,School Visit,5,3,5,5,4,4.4,False,
PERF0000579,DUD100280,ASG000438,DUD000060,2023-08-04,Six-Month Review,4,5,5,5,5,4.8,False,
PERF0000580,DUD100281,ASG000439,DUD000100,2023-08-29,Six-Month Review,5,5,4,5,5,4.8,False,
PERF0000581,DUD100281,ASG000439,DUD000058,2025-04-05,Six-Month Review,4,3,4,4,4,3.8,False,
PERF0000582,DUD100281,ASG000439,DUD000057,2024-11-15,Performance Improvement Review,3,4,5,4,5,4.2,False,
PERF0000583,DUD100282,ASG000440,DUD000066,2025-11-13,School Visit,4,3,4,5,3,3.8,False,
PERF0000584,DUD100283,ASG000441,DUD000098,2024-08-08,Annual Review,4,5,3,5,5,4.4,False,
PERF0000585,DUD100283,ASG000442,DUD000024,2025-05-19,Annual Review,3,2,3,3,3,2.8,True,
PERF0000586,DUD100284,ASG000443,DUD000069,2026-01-10,Six-Month Review,4,4,3,5,4,4.0,False,
PERF0000587,DUD100284,ASG000443,DUD000066,2025-12-21,Annual Review,4,4,3,4,3,3.6,False,
PERF0000588,DUD100284,ASG000443,DUD000069,2024-01-09,School Visit,4,5,5,4,4,4.4,False,
PERF0000589,DUD100285,ASG000444,DUD000011,2024-04-12,Six-Month Review,5,3,4,5,4,4.2,False,
PERF0000590,DUD100285,ASG000444,DUD000037,2023-09-12,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0000591,DUD100285,ASG000444,DUD000079,2025-11-30,School Visit,4,3,5,3,3,3.6,False,
PERF0000592,DUD100286,ASG000446,DUD000069,2024-07-24,Performance Improvement Review,5,4,5,4,4,4.4,False,
PERF0000593,DUD100286,ASG000445,DUD000064,2022-03-17,Six-Month Review,3,5,3,4,5,4.0,False,
PERF0000594,DUD100287,ASG000447,DUD000035,2026-03-20,Annual Review,3,4,3,4,2,3.2,False,
PERF0000595,DUD100287,ASG000448,DUD000080,2026-08-21,School Visit,3,3,4,4,3,3.4,False,
PERF0000596,DUD100288,ASG000449,DUD000068,2023-06-02,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0000597,DUD100288,ASG000451,DUD000081,2025-08-24,Annual Review,5,4,5,5,4,4.6,False,
PERF0000598,DUD100288,ASG000449,DUD000074,2023-06-02,School Visit,5,4,5,4,3,4.2,False,
PERF0000599,DUD100289,ASG000453,DUD000065,2026-03-24,Six-Month Review,4,5,5,5,5,4.8,False,
PERF0000600,DUD100290,ASG000455,DUD000073,2026-06-01,Annual Review,5,4,5,4,5,4.6,False,
PERF0000601,DUD100290,ASG000454,DUD000039,2025-10-27,Six-Month Review,5,5,4,3,4,4.2,False,
PERF0000602,DUD100290,ASG000454,DUD000008,2025-05-04,Performance Improvement Review,4,4,5,5,3,4.2,False,
PERF0000603,DUD100291,ASG000456,DUD000041,2024-03-30,Performance Improvement Review,4,4,4,3,5,4.0,False,
PERF0000604,DUD100292,ASG000457,DUD000055,2025-11-28,School Visit,4,5,4,3,5,4.2,False,
PERF0000605,DUD100292,ASG000457,DUD000022,2023-09-05,Performance Improvement Review,5,5,5,5,5,5.0,False,
PERF0000606,DUD100293,ASG000459,DUD000027,2025-08-06,Performance Improvement Review,3,3,4,3,3,3.2,False,
PERF0000607,DUD100294,ASG000461,DUD000061,2023-06-01,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0000608,DUD100294,ASG000461,DUD000076,2023-09-29,School Visit,5,5,5,4,5,4.8,False,
PERF0000609,DUD100295,ASG000462,DUD000076,2024-05-20,Six-Month Review,4,2,3,2,3,2.8,True,
PERF0000610,DUD100295,ASG000462,DUD000078,2023-08-26,Annual Review,4,5,5,5,5,4.8,False,
PERF0000611,DUD100296,ASG000463,DUD000090,2024-10-14,Performance Improvement Review,5,5,5,5,4,4.8,False,
PERF0000612,DUD100296,ASG000463,DUD000095,2025-02-11,Annual Review,5,5,5,4,5,4.8,False,
PERF0000613,DUD100297,ASG000465,DUD000090,2024-08-28,Six-Month Review,2,3,3,4,3,3.0,False,
PERF0000614,DUD100297,ASG000464,DUD000086,2024-04-30,Performance Improvement Review,3,3,3,2,2,2.6,True,
PERF0000615,DUD100298,ASG000467,DUD000028,2023-10-20,School Visit,3,5,3,5,4,4.0,False,
PERF0000616,DUD100298,ASG000466,DUD000008,2021-01-30,Six-Month Review,4,5,4,4,5,4.4,False,
PERF0000617,DUD100299,ASG000468,DUD000035,2026-05-06,Performance Improvement Review,4,2,3,4,2,3.0,False,
PERF0000618,DUD100299,ASG000468,DUD000002,2025-07-07,Six-Month Review,3,3,2,2,3,2.6,True,
PERF0000619,DUD100299,ASG000468,DUD000011,2023-06-30,School Visit,4,3,4,4,3,3.6,False,
PERF0000620,DUD100300,ASG000469,DUD000039,2026-05-16,Six-Month Review,5,5,4,5,5,4.8,False,
PERF0000621,DUD100300,ASG000469,DUD000050,2025-11-14,Performance Improvement Review,4,4,4,5,3,4.0,False,
PERF0000622,DUD100300,ASG000469,DUD000072,2026-01-21,School Visit,3,3,3,4,3,3.2,False,
PERF0000623,DUD100301,ASG000471,DUD000020,2024-12-26,Annual Review,3,4,4,3,3,3.4,False,
PERF0000624,DUD100301,ASG000471,DUD000005,2024-05-21,School Visit,2,3,2,2,2,2.2,True,
PERF0000625,DUD100301,ASG000470,DUD000014,2023-07-28,Annual Review,5,3,4,4,4,4.0,False,
PERF0000626,DUD100302,ASG000472,DUD000027,2022-04-23,Six-Month Review,1,2,1,2,1,1.4,True,
PERF0000627,DUD100302,ASG000472,DUD000001,2021-09-25,Annual Review,4,4,5,3,5,4.2,False,
PERF0000628,DUD100303,ASG000474,DUD000096,2023-11-17,School Visit,5,4,5,5,5,4.8,False,
PERF0000629,DUD100303,ASG000473,DUD000021,2022-08-03,Performance Improvement Review,5,5,4,4,5,4.6,False,
PERF0000630,DUD100303,ASG000474,DUD000063,2023-03-29,Six-Month Review,3,4,3,4,4,3.6,False,
PERF0000631,DUD100304,ASG000475,DUD000008,2024-07-19,Six-Month Review,3,4,3,4,5,3.8,False,
PERF0000632,DUD100304,ASG000475,DUD000022,2024-08-15,Annual Review,4,4,2,2,3,3.0,False,
PERF0000633,DUD100305,ASG000476,DUD000024,2023-01-09,School Visit,4,5,4,4,5,4.4,False,
PERF0000634,DUD100305,ASG000476,DUD000018,2025-09-29,School Visit,5,4,4,4,4,4.2,False,
PERF0000635,DUD100305,ASG000476,DUD000073,2025-02-21,School Visit,4,2,3,3,4,3.2,False,
PERF0000636,DUD100306,ASG000478,DUD000050,2023-05-11,School Visit,5,5,5,4,5,4.8,False,
PERF0000637,DUD100306,ASG000478,DUD000034,2023-10-25,Annual Review,4,4,3,3,3,3.4,False,
PERF0000638,DUD100307,ASG000480,DUD000083,2024-12-17,Performance Improvement Review,4,4,4,3,5,4.0,False,
PERF0000639,DUD100308,ASG000482,DUD000003,2025-10-11,Annual Review,1,2,1,2,2,1.6,True,
PERF0000640,DUD100308,ASG000482,DUD000066,2023-06-27,Performance Improvement Review,4,5,4,4,3,4.0,False,
PERF0000641,DUD100308,ASG000481,DUD000045,2021-08-20,Performance Improvement Review,3,3,3,3,3,3.0,False,
PERF0000642,DUD100309,ASG000483,DUD000033,2022-10-15,Performance Improvement Review,4,5,4,5,4,4.4,False,
PERF0000643,DUD100309,ASG000484,DUD000067,2024-06-17,Performance Improvement Review,4,3,5,3,4,3.8,False,
PERF0000644,DUD100309,ASG000484,DUD000065,2024-01-16,Annual Review,5,5,5,5,5,5.0,False,
PERF0000645,DUD100310,ASG000486,DUD000080,2026-06-10,Performance Improvement Review,4,3,3,3,4,3.4,False,
PERF0000646,DUD100310,ASG000486,DUD000072,2026-07-02,Annual Review,3,3,2,1,2,2.2,True,
PERF0000647,DUD100310,ASG000485,DUD000038,2024-10-13,School Visit,1,1,1,2,1,1.2,True,
PERF0000648,DUD100311,ASG000487,DUD000020,2021-07-10,Six-Month Review,5,4,5,5,3,4.4,False,
PERF0000649,DUD100312,ASG000488,DUD000032,2025-01-04,Performance Improvement Review,4,5,3,5,3,4.0,False,
PERF0000650,DUD100312,ASG000488,DUD000070,2023-06-09,School Visit,5,5,5,4,4,4.6,False,
PERF0000651,DUD100312,ASG000488,DUD000053,2024-12-14,School Visit,5,5,4,5,4,4.6,False,
PERF0000652,DUD100313,ASG000489,DUD000053,2025-05-01,Annual Review,4,4,3,4,4,3.8,False,
PERF0000653,DUD100313,ASG000489,DUD000020,2025-06-12,Performance Improvement Review,5,4,4,5,5,4.6,False,
PERF0000654,DUD100313,ASG000489,DUD000047,2026-04-14,School Visit,4,4,4,4,4,4.0,False,
PERF0000655,DUD100314,ASG000490,DUD000086,2025-06-22,Annual Review,4,4,4,3,4,3.8,False,
PERF0000656,DUD100314,ASG000490,DUD000022,2025-04-17,Six-Month Review,4,4,3,4,4,3.8,False,
PERF0000657,DUD100315,ASG000491,DUD000059,2025-09-04,School Visit,2,1,1,1,1,1.2,True,
PERF0000658,DUD100315,ASG000491,DUD000004,2025-10-01,School Visit,3,3,3,3,4,3.2,False,
PERF0000659,DUD100316,ASG000495,DUD000029,2026-12-05,Annual Review,3,3,5,3,4,3.6,False,
PERF0000660,DUD100316,ASG000495,DUD000028,2026-12-05,Six-Month Review,5,5,5,5,3,4.6,False,
PERF0000661,DUD100317,ASG000498,DUD000050,2028-05-05,Six-Month Review,3,3,3,3,2,2.8,True,
PERF0000662,DUD100317,ASG000497,DUD000076,2027-11-09,Performance Improvement Review,3,4,4,5,3,3.8,False,
PERF0000663,DUD100318,ASG000499,DUD000022,2022-07-24,Performance Improvement Review,5,4,4,3,4,4.0,False,
PERF0000664,DUD100318,ASG000499,DUD000023,2022-04-12,School Visit,5,4,4,5,5,4.6,False,
PERF0000665,DUD100318,ASG000499,DUD000082,2022-05-04,Performance Improvement Review,5,4,5,5,5,4.8,False,
PERF0000666,DUD100319,ASG000501,DUD000018,2022-02-22,Annual Review,4,3,5,3,4,3.8,False,
PERF0000667,DUD100320,ASG000503,DUD000037,2025-10-29,School Visit,4,4,3,5,4,4.0,False,
PERF0000668,DUD100320,ASG000503,DUD000042,2025-11-01,Six-Month Review,5,5,5,5,4,4.8,False,
PERF0000669,DUD100320,ASG000503,DUD000001,2025-08-10,Annual Review,5,4,4,5,5,4.6,False,
PERF0000670,DUD100321,ASG000505,DUD000030,2025-09-21,Annual Review,4,5,5,4,4,4.4,False,
PERF0000671,DUD100322,ASG000507,DUD000043,2024-06-10,Performance Improvement Review,4,5,5,5,5,4.8,False,
PERF0000672,DUD100323,ASG000508,DUD000043,2025-07-09,School Visit,3,2,1,1,1,1.6,True,
PERF0000673,DUD100324,ASG000510,DUD000031,2025-11-07,Annual Review,3,1,2,1,1,1.6,True,
PERF0000674,DUD100324,ASG000510,DUD000076,2025-06-24,Six-Month Review,5,5,4,5,5,4.8,False,
PERF0000675,DUD100325,ASG000511,DUD000029,2023-07-28,School Visit,5,5,5,5,5,5.0,False,
PERF0000676,DUD100325,ASG000512,DUD000054,2024-12-27,School Visit,4,3,5,3,4,3.8,False,
PERF0000677,DUD100325,ASG000513,DUD000060,2025-07-16,Annual Review,1,1,1,1,1,1.0,True,
PERF0000678,DUD100326,ASG000514,DUD000087,2022-12-27,Performance Improvement Review,5,4,5,4,5,4.6,False,
PERF0000679,DUD100326,ASG000514,DUD000065,2022-11-16,Annual Review,3,4,4,5,5,4.2,False,
PERF0000680,DUD100326,ASG000514,DUD000099,2022-08-02,Annual Review,1,1,2,2,1,1.4,True,
PERF0000681,DUD100327,ASG000515,DUD000020,2023-04-18,School Visit,5,5,5,5,5,5.0,False,
PERF0000682,DUD100328,ASG000517,DUD000013,2025-12-10,Performance Improvement Review,3,4,4,2,3,3.2,False,
PERF0000683,DUD100328,ASG000516,DUD000088,2022-12-27,School Visit,5,4,5,5,5,4.8,False,
PERF0000684,DUD100329,ASG000519,DUD000020,2024-10-16,Performance Improvement Review,5,5,4,5,5,4.8,False,
PERF0000685,DUD100329,ASG000518,DUD000091,2023-10-13,Six-Month Review,4,5,5,4,4,4.4,False,
PERF0000686,DUD100329,ASG000518,DUD000051,2022-09-21,Six-Month Review,4,4,3,5,5,4.2,False,
PERF0000687,DUD100330,ASG000520,DUD000009,2023-05-12,Annual Review,5,4,5,4,3,4.2,False,
PERF0000688,DUD100330,ASG000520,DUD000076,2023-06-20,Six-Month Review,5,5,5,4,4,4.6,False,
PERF0000689,DUD100331,ASG000521,DUD000100,2022-08-07,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0000690,DUD100332,ASG000523,DUD000023,2024-10-23,Performance Improvement Review,5,5,5,4,5,4.8,False,
PERF0000691,DUD100333,ASG000524,DUD000080,2024-05-30,Six-Month Review,5,4,5,4,5,4.6,False,
PERF0000692,DUD100333,ASG000524,DUD000082,2024-05-30,Performance Improvement Review,4,2,3,4,4,3.4,False,
PERF0000693,DUD100334,ASG000526,DUD000057,2025-09-01,Six-Month Review,5,5,4,3,5,4.4,False,
PERF0000694,DUD100334,ASG000526,DUD000043,2025-10-29,School Visit,2,2,3,3,3,2.6,True,
PERF0000695,DUD100335,ASG000529,DUD000024,2026-08-17,Annual Review,4,5,5,3,5,4.4,False,
PERF0000696,DUD100335,ASG000529,DUD000067,2026-08-06,Six-Month Review,4,5,4,3,3,3.8,False,
PERF0000697,DUD100336,ASG000530,DUD000040,2026-03-13,Annual Review,5,4,5,4,4,4.4,False,
PERF0000698,DUD100336,ASG000530,DUD000082,2025-02-04,Performance Improvement Review,4,3,5,4,4,4.0,False,
PERF0000699,DUD100336,ASG000530,DUD000010,2025-03-21,Six-Month Review,5,5,5,5,4,4.8,False,
PERF0000700,DUD100337,ASG000531,DUD000050,2026-05-20,Performance Improvement Review,2,3,4,4,4,3.4,False,
PERF0000701,DUD100338,ASG000532,DUD000041,2023-12-21,School Visit,5,5,4,5,4,4.6,False,
PERF0000702,DUD100338,ASG000532,DUD000008,2023-12-11,Performance Improvement Review,2,3,4,3,3,3.0,False,
PERF0000703,DUD100338,ASG000532,DUD000015,2024-01-25,Six-Month Review,5,5,5,5,4,4.8,False,
PERF0000704,DUD100339,ASG000533,DUD000064,2025-04-19,Six-Month Review,2,2,1,1,2,1.6,True,
PERF0000705,DUD100340,ASG000534,DUD000082,2025-10-07,Annual Review,3,4,3,3,5,3.6,False,
PERF0000706,DUD100340,ASG000534,DUD000006,2025-01-21,School Visit,5,5,5,4,3,4.4,False,
PERF0000707,DUD100340,ASG000534,DUD000037,2023-09-15,Six-Month Review,5,4,5,4,5,4.6,False,
PERF0000708,DUD100341,ASG000537,DUD000004,2028-04-11,School Visit,3,3,3,4,2,3.0,False,
PERF0000709,DUD100341,ASG000537,DUD000053,2027-12-15,Annual Review,4,4,4,5,4,4.2,False,
PERF0000710,DUD100342,ASG000539,DUD000053,2025-08-01,Six-Month Review,5,4,5,4,5,4.6,False,
PERF0000711,DUD100342,ASG000539,DUD000091,2025-06-09,School Visit,3,4,4,5,5,4.2,False,
PERF0000712,DUD100342,ASG000538,DUD000067,2025-04-07,Performance Improvement Review,3,4,4,4,3,3.6,False,
PERF0000713,DUD100343,ASG000541,DUD000042,2024-11-15,Six-Month Review,4,5,4,3,5,4.2,False,
PERF0000714,DUD100343,ASG000542,DUD000021,2026-02-04,Performance Improvement Review,4,4,4,4,3,3.8,False,
PERF0000715,DUD100343,ASG000540,DUD000052,2024-03-10,Annual Review,4,5,3,5,4,4.2,False,
PERF0000716,DUD100344,ASG000543,DUD000062,2026-01-03,School Visit,3,4,5,5,5,4.4,False,
PERF0000717,DUD100344,ASG000543,DUD000051,2027-05-10,Performance Improvement Review,4,4,4,3,3,3.6,False,
PERF0000718,DUD100344,ASG000544,DUD000017,2027-07-18,Annual Review,5,5,4,5,4,4.6,False,
PERF0000719,DUD100345,ASG000546,DUD000047,2026-01-28,School Visit,5,4,5,4,3,4.2,False,
PERF0000720,DUD100346,ASG000547,DUD000003,2022-03-13,School Visit,3,3,3,3,3,3.0,False,
PERF0000721,DUD100347,ASG000548,DUD000089,2022-05-23,School Visit,4,4,3,3,3,3.4,False,
PERF0000722,DUD100348,ASG000551,DUD000093,2025-09-28,School Visit,5,5,5,5,5,5.0,False,
PERF0000723,DUD100349,ASG000554,DUD000030,2025-08-25,School Visit,4,5,5,4,5,4.6,False,
PERF0000724,DUD100349,ASG000554,DUD000035,2025-06-05,School Visit,4,4,3,4,5,4.0,False,
PERF0000725,DUD100350,ASG000555,DUD000077,2025-09-26,School Visit,2,1,3,2,2,2.0,True,
PERF0000726,DUD100351,ASG000556,DUD000009,2022-01-13,School Visit,5,4,3,5,4,4.2,False,
PERF0000727,DUD100351,ASG000556,DUD000086,2022-05-09,Annual Review,5,4,3,4,5,4.2,False,
PERF0000728,DUD100351,ASG000556,DUD000003,2022-12-27,Six-Month Review,4,4,4,4,4,4.0,False,
PERF0000729,DUD100352,ASG000557,DUD000014,2023-05-25,Six-Month Review,2,1,1,1,2,1.4,True,
PERF0000730,DUD100353,ASG000559,DUD000024,2024-08-10,Performance Improvement Review,4,4,4,4,4,4.0,False,
PERF0000731,DUD100353,ASG000559,DUD000067,2025-05-05,Performance Improvement Review,5,5,3,4,5,4.4,False,
PERF0000732,DUD100354,ASG000560,DUD000007,2025-08-23,Annual Review,2,2,3,2,1,2.0,True,
PERF0000733,DUD100355,ASG000563,DUD000091,2023-03-04,Annual Review,4,5,3,5,4,4.2,False,
PERF0000734,DUD100355,ASG000561,DUD000065,2021-09-02,Annual Review,4,4,5,5,5,4.6,False,
PERF0000735,DUD100355,ASG000561,DUD000063,2022-03-05,Performance Improvement Review,3,4,5,4,4,4.0,False,
PERF0000736,DUD100356,ASG000564,DUD000081,2023-01-09,Performance Improvement Review,3,4,2,3,3,3.0,False,
PERF0000737,DUD100356,ASG000566,DUD000064,2026-07-19,School Visit,4,4,4,3,5,4.0,False,
PERF0000738,DUD100357,ASG000567,DUD000051,2024-05-11,School Visit,4,4,2,4,3,3.4,False,
PERF0000739,DUD100358,ASG000568,DUD000088,2026-04-10,Annual Review,2,3,3,3,4,3.0,False,
PERF0000740,DUD100359,ASG000569,DUD000053,2023-01-28,Annual Review,4,4,5,3,4,4.0,False,
PERF0000741,DUD100359,ASG000569,DUD000003,2022-09-10,Performance Improvement Review,3,2,3,3,2,2.6,True,
PERF0000742,DUD100359,ASG000569,DUD000054,2022-10-07,School Visit,2,4,4,2,4,3.2,False,
PERF0000743,DUD100360,ASG000570,DUD000003,2022-09-26,Annual Review,4,5,3,4,4,4.0,False,
PERF0000744,DUD100361,ASG000572,DUD000100,2026-05-21,Performance Improvement Review,2,3,3,1,1,2.0,True,
PERF0000745,DUD100362,ASG000574,DUD000069,2023-02-25,School Visit,4,3,3,4,3,3.4,False,
PERF0000746,DUD100362,ASG000574,DUD000051,2023-03-16,Six-Month Review,3,5,5,4,4,4.2,False,
PERF0000747,DUD100362,ASG000575,DUD000086,2024-09-23,School Visit,4,5,4,3,4,4.0,False,
PERF0000748,DUD100363,ASG000576,DUD000056,2023-05-04,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0000749,DUD100363,ASG000576,DUD000016,2023-02-10,School Visit,3,3,2,4,2,2.8,True,
PERF0000750,DUD100364,ASG000577,DUD000026,2021-12-25,Six-Month Review,5,5,5,5,5,5.0,False,
PERF0000751,DUD100364,ASG000577,DUD000086,2025-09-25,Six-Month Review,4,2,3,3,2,2.8,True,
