application_id,candidate_id,application_date,position_applied,recruiter_id,screening_date,interview_date,offer_date,offer_response_date,rejection_date,application_status,rejection_reason
APP000659,CAN000625,2021-06-17,ALT / English Teacher,REC003,2021-06-23,2021-06-26,,,2021-07-16,Rejected,Interview Result
APP000660,CAN001208,2021-10-06,ALT / English Teacher,REC017,2021-10-07,2021-10-20,2021-10-23,2021-10-28,,Hired,
APP000661,CAN001172,2022-05-06,Senior Teacher,REC023,2022-05-07,,,,,Hired,
APP000662,CAN001114,2025-09-02,Experienced Teacher,REC023,2025-09-07,2025-09-21,2025-09-26,2025-09-28,,Hired,
APP000663,CAN000137,2026-11-08,ALT / English Teacher,REC013,,,,,,Withdrawn,
APP000664,CAN001220,2023-07-16,Experienced Teacher,REC010,2023-07-26,2023-08-01,,,,Interviewing,
APP000665,CAN000080,2024-01-23,ALT / English Teacher,REC013,2024-01-24,2024-01-26,2024-02-04,2024-02-08,,Hired,
APP000666,CAN001134,2024-07-18,Senior Teacher,REC016,2024-07-26,2024-08-02,2024-08-08,2024-08-12,,Hired,
APP000667,CAN001382,2024-05-16,Experienced Teacher,REC003,2024-05-26,2024-05-30,2024-06-03,2024-06-08,,Hired,
APP000668,CAN001323,2023-06-14,ALT / English Teacher,REC006,2023-06-24,2023-07-03,,,2023-07-01,Rejected,Work Eligibility
APP000669,CAN000729,2024-05-18,ALT / English Teacher,REC011,2024-05-21,2024-05-25,2024-06-03,2024-06-09,,Hired,
APP000670,CAN000565,2026-09-20,ALT / English Teacher,REC016,2026-09-25,2026-09-27,,,,Interviewing,
APP000671,CAN001067,2022-07-16,Senior Teacher,REC025,2022-07-21,2022-07-26,2022-07-27,2022-07-30,,Hired,
APP000672,CAN000363,2024-05-05,Experienced Teacher,REC006,2024-05-06,2024-05-15,2024-05-21,2024-05-26,,Hired,
APP000673,CAN000689,2023-10-07,ALT / English Teacher,REC018,2023-10-15,2023-10-24,2023-11-02,2023-11-09,,Hired,
APP000674,CAN000264,2023-05-20,Experienced Teacher,REC017,2023-05-28,2023-06-06,,,2023-06-13,Rejected,Availability
APP000675,CAN000112,2021-10-20,Experienced Teacher,REC020,2021-10-24,2021-10-29,2021-11-06,2021-11-13,,Hired,
APP000676,CAN000237,2021-07-06,Experienced Teacher,REC016,2021-07-09,2021-07-13,,,2021-07-27,Rejected,Language Requirements
APP000677,CAN001056,2025-06-13,Experienced Teacher,REC001,2025-06-20,2025-06-26,2025-06-29,2025-07-03,,Hired,
APP000678,CAN001016,2025-09-24,Experienced Teacher,REC017,2025-09-28,2025-10-08,,,,Interviewing,
APP000679,CAN001736,2026-04-01,Experienced Teacher,REC005,2026-04-08,2026-04-22,,,2026-04-21,Rejected,Work Eligibility
APP000680,CAN001124,2025-05-12,ALT / English Teacher,REC001,2025-05-17,,,,,Hired,
APP000681,CAN000055,2026-08-16,ALT / English Teacher,REC018,2026-08-23,,,,,Interviewing,
APP000682,CAN001760,2024-04-04,Senior Teacher,REC016,2024-04-08,2024-04-16,,,2024-04-22,Rejected,Position Filled
APP000683,CAN000184,2022-12-25,Experienced Teacher,REC011,2023-01-02,2023-01-15,,,2022-12-30,Rejected,Position Filled
APP000684,CAN001342,2025-10-08,Experienced Teacher,REC017,2025-10-18,2025-10-28,,,2025-10-18,Rejected,Position Filled
APP000685,CAN001110,2025-06-16,Senior Teacher,REC021,2025-06-18,2025-06-19,,,2025-07-05,Rejected,Interview Result
APP000686,CAN000780,2022-11-16,Experienced Teacher,REC025,2022-11-24,2022-11-25,2022-11-27,2022-12-04,,Hired,
APP000687,CAN000686,2022-02-22,Experienced Teacher,REC005,,,,,,Withdrawn,
APP000688,CAN000721,2023-08-04,Senior Teacher,REC014,2023-08-10,2023-08-21,,,,Interviewing,
APP000689,CAN000418,2026-05-19,Senior Teacher,REC002,2026-05-28,2026-06-11,,,2026-06-18,Rejected,Interview Result
APP000690,CAN001683,2026-11-01,Experienced Teacher,REC020,2026-11-05,2026-11-15,,,2026-11-08,Rejected,Interview Result
APP000691,CAN001644,2021-02-05,Senior Teacher,REC020,2021-02-11,,,,,Hired,
APP000692,CAN001700,2024-02-03,ALT / English Teacher,REC008,2024-02-11,2024-02-24,2024-03-04,2024-03-10,,Hired,
APP000693,CAN001827,2024-12-09,ALT / English Teacher,REC011,2024-12-16,2024-12-30,2025-01-03,2025-01-08,,Hired,
APP000694,CAN001670,2025-04-27,ALT / English Teacher,REC020,2025-05-04,2025-05-15,2025-05-24,2025-05-31,,Hired,
APP000695,CAN000993,2024-08-02,ALT / English Teacher,REC011,2024-08-04,2024-08-12,2024-08-18,2024-08-22,,Hired,
APP000696,CAN000126,2021-03-11,Senior Teacher,REC015,2021-03-17,,,,,Interviewing,
APP000697,CAN000075,2022-11-26,Experienced Teacher,REC010,2022-11-27,2022-12-04,,,2022-12-15,Rejected,Work Eligibility
APP000698,CAN001095,2026-11-16,Experienced Teacher,REC009,2026-11-17,2026-11-29,,,2026-11-26,Rejected,Experience
APP000699,CAN001161,2025-03-09,Senior Teacher,REC018,2025-03-14,2025-03-16,,,2025-03-29,Rejected,Experience
APP000700,CAN001312,2022-03-17,Senior Teacher,REC014,2022-03-18,,,,2022-03-30,Rejected,Interview Result
APP000701,CAN000240,2023-09-26,Senior Teacher,REC003,2023-10-03,2023-10-16,,,,Interviewing,
APP000702,CAN001847,2026-05-19,Experienced Teacher,REC005,2026-05-27,2026-06-01,2026-06-05,2026-06-11,,Hired,
APP000703,CAN000408,2026-08-17,Senior Teacher,REC014,2026-08-23,2026-08-26,2026-08-31,2026-09-02,,Hired,
APP000704,CAN000843,2024-12-23,Senior Teacher,REC023,2025-01-02,2025-01-13,,,2025-01-08,Rejected,Availability
APP000705,CAN000032,2021-11-16,Senior Teacher,REC024,,,,,,Withdrawn,
APP000706,CAN000397,2023-11-16,ALT / English Teacher,REC019,2023-11-23,2023-12-04,,,2023-11-27,Rejected,Work Eligibility
APP000707,CAN000426,2021-01-15,ALT / English Teacher,REC020,2021-01-20,2021-01-22,,,2021-02-05,Rejected,Language Requirements
APP000708,CAN001789,2026-02-18,Senior Teacher,REC002,,,,,,Withdrawn,
APP000709,CAN000563,2026-09-08,Senior Teacher,REC014,2026-09-11,2026-09-16,2026-09-17,2026-09-23,,Hired,
APP000710,CAN000613,2025-11-05,ALT / English Teacher,REC009,,,,,,Withdrawn,
APP000711,CAN000835,2026-03-09,Senior Teacher,REC022,2026-03-19,2026-03-31,2026-04-06,2026-04-09,,Hired,
APP000712,CAN000127,2025-01-12,Experienced Teacher,REC018,2025-01-15,2025-01-16,,,2025-01-30,Rejected,Position Filled
APP000713,CAN000713,2025-10-08,Experienced Teacher,REC007,2025-10-12,2025-10-14,,,,Interviewing,
APP000714,CAN001128,2024-02-10,Senior Teacher,REC005,2024-02-13,2024-02-16,,,2024-02-24,Rejected,Language Requirements
APP000715,CAN000261,2023-01-24,Senior Teacher,REC017,2023-02-03,2023-02-04,,,,Interviewing,
APP000716,CAN000383,2023-06-03,Senior Teacher,REC003,2023-06-05,,,,,Interviewing,
APP000717,CAN001353,2024-07-20,Experienced Teacher,REC003,2024-07-21,2024-07-24,,,,Interviewing,
APP000718,CAN000692,2026-03-26,ALT / English Teacher,REC015,2026-03-29,2026-04-06,2026-04-09,2026-04-15,,Hired,
APP000719,CAN001337,2026-09-26,Experienced Teacher,REC004,2026-09-27,2026-10-03,2026-10-06,2026-10-11,,Hired,
APP000720,CAN000545,2026-10-09,Senior Teacher,REC013,2026-10-18,2026-10-31,,,2026-11-03,Rejected,Language Requirements
APP000721,CAN000490,2025-09-27,Experienced Teacher,REC013,2025-09-30,2025-10-09,,,,Interviewing,
APP000722,CAN000848,2021-08-04,ALT / English Teacher,REC005,2021-08-09,2021-08-21,2021-08-26,2021-08-28,,Hired,
APP000723,CAN000835,2024-08-16,ALT / English Teacher,REC024,2024-08-25,2024-09-05,,,2024-09-04,Rejected,Interview Result
APP000724,CAN000735,2026-11-08,Senior Teacher,REC011,2026-11-16,2026-11-25,2026-11-26,2026-11-27,,Hired,
APP000725,CAN001071,2024-04-07,Senior Teacher,REC014,2024-04-08,2024-04-22,2024-04-27,2024-05-01,,Hired,
APP000726,CAN000699,2021-05-12,Senior Teacher,REC017,2021-05-16,2021-05-25,,,,Interviewing,
APP000727,CAN000664,2025-06-02,ALT / English Teacher,REC003,2025-06-07,2025-06-17,2025-06-24,2025-07-01,,Hired,
APP000728,CAN001689,2026-01-19,Experienced Teacher,REC024,2026-01-25,,,,2026-01-26,Rejected,Work Eligibility
APP000729,CAN000616,2023-10-09,ALT / English Teacher,REC004,2023-10-19,2023-10-21,,,,Interviewing,
APP000730,CAN000038,2022-09-26,ALT / English Teacher,REC009,2022-10-05,2022-10-15,,,2022-10-26,Rejected,Interview Result
APP000731,CAN000036,2026-05-10,Experienced Teacher,REC019,2026-05-13,,,,,Interviewing,
APP000732,CAN000656,2022-12-04,Senior Teacher,REC016,2022-12-11,2022-12-17,2022-12-26,2023-01-01,,Hired,
APP000733,CAN001585,2021-07-03,Senior Teacher,REC023,2021-07-05,2021-07-09,,,2021-07-20,Rejected,Position Filled
APP000734,CAN001671,2023-11-11,ALT / English Teacher,REC004,2023-11-15,2023-11-19,2023-11-29,2023-12-01,,Hired,
APP000735,CAN000075,2022-08-17,ALT / English Teacher,REC004,2022-08-18,,,,,Hired,
APP000736,CAN000249,2023-08-04,Experienced Teacher,REC018,2023-08-06,,,,,Hired,
APP000737,CAN001625,2023-11-24,ALT / English Teacher,REC010,2023-11-26,2023-12-02,,,2023-11-30,Rejected,Language Requirements
APP000738,CAN001626,2026-07-07,Experienced Teacher,REC015,2026-07-13,,,,,Hired,
APP000739,CAN000403,2025-03-21,Senior Teacher,REC005,,,,,,Withdrawn,
APP000740,CAN000536,2022-03-27,ALT / English Teacher,REC005,,,,,,Withdrawn,
APP000741,CAN000038,2026-06-10,ALT / English Teacher,REC001,2026-06-13,2026-06-19,2026-06-24,2026-06-28,,Hired,
APP000742,CAN000800,2025-11-13,ALT / English Teacher,REC014,2025-11-21,2025-11-27,,,2025-12-13,Rejected,Work Eligibility
APP000743,CAN000518,2023-12-12,Experienced Teacher,REC025,2023-12-17,,,,2023-12-19,Rejected,Work Eligibility
APP000744,CAN000204,2026-07-19,ALT / English Teacher,REC015,2026-07-28,,,,,Hired,
APP000745,CAN000097,2023-10-28,ALT / English Teacher,REC007,2023-11-04,,,,2023-11-03,Rejected,Work Eligibility
APP000746,CAN000460,2025-01-04,ALT / English Teacher,REC001,2025-01-06,2025-01-13,2025-01-21,2025-01-27,,Hired,
APP000747,CAN001359,2023-12-21,Experienced Teacher,REC014,2023-12-31,2024-01-13,,,2024-01-09,Rejected,Work Eligibility
APP000748,CAN000737,2026-05-09,ALT / English Teacher,REC020,2026-05-18,2026-05-29,2026-06-05,2026-06-08,,Hired,
APP000749,CAN000755,2024-02-03,Senior Teacher,REC007,2024-02-04,2024-02-12,,,2024-02-20,Rejected,Availability
APP000750,CAN001601,2022-11-22,ALT / English Teacher,REC021,2022-11-28,2022-12-12,,,2022-11-30,Rejected,Work Eligibility
APP000751,CAN000850,2022-03-21,Experienced Teacher,REC024,2022-03-30,2022-04-09,,,2022-04-03,Rejected,Interview Result
APP000752,CAN001298,2022-04-08,Senior Teacher,REC016,2022-04-11,2022-04-22,,,2022-04-25,Rejected,Availability
APP000753,CAN001807,2026-06-15,Experienced Teacher,REC017,2026-06-18,2026-06-26,2026-07-02,2026-07-09,,Hired,
APP000754,CAN000297,2021-07-23,Senior Teacher,REC021,,,,,,Withdrawn,
APP000755,CAN001402,2024-02-16,ALT / English Teacher,REC024,,,,,,Withdrawn,
APP000756,CAN001803,2023-07-01,ALT / English Teacher,REC005,2023-07-04,,,,2023-07-29,Rejected,Language Requirements
APP000757,CAN000676,2022-04-02,Experienced Teacher,REC021,2022-04-12,2022-04-25,2022-05-01,2022-05-07,,Hired,
APP000758,CAN001226,2024-11-02,ALT / English Teacher,REC002,2024-11-11,2024-11-25,,,2024-11-28,Rejected,Experience
APP000759,CAN001800,2026-04-10,Senior Teacher,REC017,2026-04-19,2026-04-21,,,,Interviewing,
APP000760,CAN001917,2023-05-27,Senior Teacher,REC019,2023-05-28,2023-06-02,,,,Interviewing,
APP000761,CAN000272,2021-07-05,ALT / English Teacher,REC015,2021-07-06,2021-07-08,2021-07-14,2021-07-17,,Hired,
APP000762,CAN001882,2022-08-17,Experienced Teacher,REC024,2022-08-27,2022-09-09,,,,Interviewing,
APP000763,CAN001128,2024-01-09,ALT / English Teacher,REC002,2024-01-12,2024-01-25,,,2024-01-20,Rejected,Availability
APP000764,CAN000309,2023-01-15,Experienced Teacher,REC009,2023-01-22,,,,2023-02-14,Rejected,Work Eligibility
APP000765,CAN000124,2023-11-20,ALT / English Teacher,REC014,2023-11-29,2023-12-12,2023-12-16,2023-12-21,,Hired,
APP000766,CAN001933,2023-10-02,Experienced Teacher,REC001,2023-10-06,2023-10-13,,,2023-10-20,Rejected,Language Requirements
APP000767,CAN000819,2022-10-27,Senior Teacher,REC007,2022-11-04,2022-11-08,2022-11-10,2022-11-13,,Hired,
APP000768,CAN001935,2024-06-25,ALT / English Teacher,REC017,2024-06-26,,,,,Hired,
APP000769,CAN001097,2025-02-22,ALT / English Teacher,REC003,2025-03-01,2025-03-11,,,2025-03-12,Rejected,Availability
APP000770,CAN000358,2026-10-21,ALT / English Teacher,REC019,2026-10-23,2026-10-26,2026-11-04,2026-11-06,,Hired,
APP000771,CAN000824,2023-07-01,Experienced Teacher,REC013,2023-07-06,,,,,Interviewing,
APP000772,CAN000316,2024-09-15,ALT / English Teacher,REC012,2024-09-19,2024-10-03,2024-10-07,2024-10-14,,Hired,
APP000773,CAN001536,2022-12-25,Senior Teacher,REC007,2023-01-04,,,,2023-01-17,Rejected,Experience
APP000774,CAN000535,2023-06-14,ALT / English Teacher,REC009,,,,,,Withdrawn,
APP000775,CAN000773,2025-09-06,ALT / English Teacher,REC007,2025-09-07,2025-09-21,,,2025-10-06,Rejected,Language Requirements
APP000776,CAN000616,2022-02-07,Experienced Teacher,REC023,2022-02-10,2022-02-21,,,,Interviewing,
APP000777,CAN001449,2022-12-17,ALT / English Teacher,REC017,2022-12-21,2022-12-24,,,,Interviewing,
APP000778,CAN001932,2026-12-16,Senior Teacher,REC020,2026-12-20,2027-01-02,2027-01-04,2027-01-06,,Hired,
APP000779,CAN001615,2022-03-12,Experienced Teacher,REC011,2022-03-20,2022-03-22,,,,Interviewing,
APP000780,CAN000764,2021-12-12,ALT / English Teacher,REC020,2021-12-13,,,,2022-01-05,Rejected,Language Requirements
APP000781,CAN000681,2022-12-16,ALT / English Teacher,REC022,2022-12-22,2022-12-27,,,2022-12-30,Rejected,Position Filled
APP000782,CAN001980,2026-11-07,Senior Teacher,REC015,2026-11-14,2026-11-28,2026-12-02,2026-12-05,,Hired,
APP000783,CAN000790,2023-07-28,Senior Teacher,REC007,2023-08-01,,,,,Hired,
APP000784,CAN000313,2022-07-24,Experienced Teacher,REC015,2022-08-03,,,,2022-08-08,Rejected,Work Eligibility
APP000785,CAN001753,2022-03-24,Experienced Teacher,REC005,2022-04-01,2022-04-06,,,2022-04-08,Rejected,Work Eligibility
APP000786,CAN001413,2021-03-17,ALT / English Teacher,REC007,,,,,,Withdrawn,
APP000787,CAN000790,2023-12-08,Senior Teacher,REC006,2023-12-17,2023-12-20,2023-12-28,2024-01-01,,Hired,
APP000788,CAN001819,2025-03-06,Senior Teacher,REC003,2025-03-11,2025-03-21,2025-03-28,2025-03-31,,Hired,
APP000789,CAN000439,2023-03-16,ALT / English Teacher,REC024,2023-03-17,,,,2023-03-26,Rejected,Language Requirements
APP000790,CAN000165,2023-09-01,Senior Teacher,REC008,2023-09-03,2023-09-05,2023-09-14,2023-09-19,,Hired,
APP000791,CAN001751,2024-01-11,ALT / English Teacher,REC022,2024-01-14,2024-01-26,,,2024-01-17,Rejected,Work Eligibility
APP000792,CAN001228,2022-12-28,ALT / English Teacher,REC004,2023-01-06,2023-01-12,2023-01-15,2023-01-21,,Hired,
APP000793,CAN001722,2021-03-03,Senior Teacher,REC009,2021-03-12,2021-03-14,,,2021-03-12,Rejected,Language Requirements
APP000794,CAN001548,2025-09-02,ALT / English Teacher,REC003,2025-09-10,2025-09-11,2025-09-17,2025-09-18,,Hired,
APP000795,CAN000459,2023-08-12,Senior Teacher,REC003,2023-08-16,,,,,Hired,
APP000796,CAN000505,2026-11-06,Senior Teacher,REC001,2026-11-09,2026-11-20,,,2026-11-09,Rejected,Work Eligibility
APP000797,CAN001950,2022-01-17,Senior Teacher,REC001,2022-01-26,2022-02-02,2022-02-09,2022-02-11,,Hired,
APP000798,CAN000593,2024-06-22,Experienced Teacher,REC019,2024-06-27,2024-07-10,2024-07-15,2024-07-22,,Hired,
APP000799,CAN000072,2025-06-09,Experienced Teacher,REC001,2025-06-17,2025-07-01,,,2025-07-02,Rejected,Availability
APP000800,CAN001962,2024-08-23,ALT / English Teacher,REC012,2024-08-28,2024-09-01,,,2024-09-02,Rejected,Availability
APP000801,CAN001712,2024-11-16,ALT / English Teacher,REC017,2024-11-20,2024-11-23,2024-11-29,2024-12-05,,Hired,
APP000802,CAN001017,2024-04-12,Experienced Teacher,REC014,2024-04-18,2024-04-27,2024-05-02,2024-05-09,,Hired,
APP000803,CAN001073,2023-07-22,ALT / English Teacher,REC012,2023-07-30,,,,,Interviewing,
APP000804,CAN000527,2023-03-17,ALT / English Teacher,REC010,2023-03-24,2023-03-25,2023-03-27,2023-04-03,,Hired,
APP000805,CAN000911,2026-02-18,ALT / English Teacher,REC018,2026-02-20,,,,,Interviewing,
APP000806,CAN000901,2021-05-20,ALT / English Teacher,REC002,2021-05-25,2021-05-30,2021-06-03,2021-06-09,,Hired,
APP000807,CAN000804,2021-04-20,Senior Teacher,REC003,2021-04-28,2021-05-02,,,,Interviewing,
APP000808,CAN001494,2024-11-22,ALT / English Teacher,REC003,2024-11-23,2024-11-28,2024-12-07,2024-12-11,,Hired,
APP000809,CAN000184,2021-09-21,Senior Teacher,REC023,2021-09-23,2021-10-07,,,2021-10-03,Rejected,Experience
APP000810,CAN000196,2025-12-20,ALT / English Teacher,REC012,2025-12-25,2026-01-06,2026-01-12,2026-01-18,,Hired,
APP000811,CAN000712,2022-11-28,Senior Teacher,REC025,2022-12-01,,,,,Hired,
APP000812,CAN001608,2022-10-14,ALT / English Teacher,REC013,2022-10-18,2022-10-25,,,,Interviewing,
APP000813,CAN001002,2023-10-03,Experienced Teacher,REC017,2023-10-11,2023-10-15,,,2023-10-31,Rejected,Experience
APP000814,CAN001878,2024-11-27,Senior Teacher,REC010,2024-12-04,2024-12-14,,,2024-12-23,Rejected,Experience
APP000815,CAN001592,2025-11-03,Experienced Teacher,REC015,,,,,,Withdrawn,
APP000816,CAN000454,2026-08-11,ALT / English Teacher,REC021,2026-08-12,,,,,Hired,
APP000817,CAN000620,2023-01-16,Experienced Teacher,REC010,2023-01-22,2023-01-29,,,,Interviewing,
APP000818,CAN000309,2021-11-06,ALT / English Teacher,REC020,2021-11-16,2021-11-21,,,2021-11-26,Rejected,Experience
APP000819,CAN000488,2022-06-17,Senior Teacher,REC011,2022-06-23,2022-06-29,2022-07-03,2022-07-06,,Hired,
APP000820,CAN000326,2023-12-12,Senior Teacher,REC023,2023-12-20,2023-12-26,2023-12-31,2024-01-03,,Hired,
APP000821,CAN000949,2026-07-06,Senior Teacher,REC018,2026-07-14,2026-07-17,2026-07-18,2026-07-23,,Hired,
APP000822,CAN001431,2021-03-04,Senior Teacher,REC008,2021-03-08,2021-03-09,2021-03-15,2021-03-20,,Hired,
APP000823,CAN000894,2022-07-17,Senior Teacher,REC012,,,,,,Withdrawn,
APP000824,CAN001485,2022-02-07,Senior Teacher,REC009,2022-02-15,2022-02-28,2022-03-09,2022-03-10,,Hired,
APP000825,CAN000483,2026-12-01,Experienced Teacher,REC002,2026-12-08,2026-12-13,2026-12-15,2026-12-16,,Hired,
APP000826,CAN000131,2023-02-06,ALT / English Teacher,REC017,2023-02-14,2023-02-19,2023-02-22,2023-02-28,,Hired,
APP000827,CAN001649,2026-12-20,ALT / English Teacher,REC021,2026-12-26,2026-12-27,2026-12-30,2027-01-05,,Hired,
APP000828,CAN000526,2023-01-24,Senior Teacher,REC022,2023-01-29,,,,2023-01-28,Rejected,Work Eligibility
APP000829,CAN000681,2021-04-19,Experienced Teacher,REC001,2021-04-24,2021-04-29,2021-05-08,2021-05-12,,Hired,
APP000830,CAN001072,2025-03-03,Experienced Teacher,REC014,2025-03-09,2025-03-22,2025-03-26,2025-03-27,,Hired,
APP000831,CAN000778,2023-06-24,Senior Teacher,REC016,2023-06-30,2023-07-13,,,,Interviewing,
APP000832,CAN000930,2022-04-09,Senior Teacher,REC005,2022-04-17,,,,,Interviewing,
APP000833,CAN000487,2025-02-11,ALT / English Teacher,REC011,2025-02-17,2025-02-26,,,2025-02-24,Rejected,Language Requirements
APP000834,CAN000107,2024-10-06,Experienced Teacher,REC008,2024-10-07,2024-10-19,2024-10-24,2024-10-30,,Hired,
APP000835,CAN001673,2025-12-05,Senior Teacher,REC021,2025-12-13,,,,2025-12-10,Rejected,Language Requirements
APP000836,CAN000042,2021-04-20,Experienced Teacher,REC003,2021-04-21,2021-05-02,2021-05-05,2021-05-10,,Hired,
APP000837,CAN000194,2025-02-11,Experienced Teacher,REC008,2025-02-16,2025-02-21,,,,Interviewing,
APP000838,CAN000813,2023-11-23,ALT / English Teacher,REC008,2023-12-03,,,,2023-11-28,Rejected,Availability
APP000839,CAN001939,2025-01-16,Senior Teacher,REC010,2025-01-26,,,,2025-02-11,Rejected,Experience
APP000840,CAN000961,2023-09-09,Experienced Teacher,REC002,2023-09-13,2023-09-14,2023-09-19,2023-09-21,,Hired,
APP000841,CAN001586,2022-09-07,Senior Teacher,REC025,2022-09-16,2022-09-17,2022-09-25,2022-09-26,,Hired,
APP000842,CAN000119,2021-08-25,Senior Teacher,REC007,2021-09-04,2021-09-12,,,2021-09-17,Rejected,Language Requirements
APP000843,CAN001915,2022-10-21,ALT / English Teacher,REC015,2022-10-23,,,,,Hired,
APP000844,CAN001715,2022-02-26,Senior Teacher,REC001,2022-02-27,,,,,Hired,
APP000845,CAN001061,2025-12-20,Senior Teacher,REC020,2025-12-29,2026-01-10,2026-01-12,2026-01-17,,Hired,
APP000846,CAN001140,2025-08-02,Senior Teacher,REC007,2025-08-05,2025-08-17,,,2025-08-25,Rejected,Availability
APP000847,CAN001930,2021-07-10,ALT / English Teacher,REC009,2021-07-14,2021-07-17,2021-07-21,2021-07-26,,Hired,
APP000848,CAN001724,2023-08-14,ALT / English Teacher,REC018,,,,,,Withdrawn,
APP000849,CAN000717,2023-01-03,ALT / English Teacher,REC018,2023-01-10,2023-01-24,2023-01-26,2023-01-30,,Hired,
APP000850,CAN000266,2024-05-06,Experienced Teacher,REC003,2024-05-16,2024-05-17,,,2024-05-29,Rejected,Interview Result
APP000851,CAN000305,2024-06-15,Senior Teacher,REC023,2024-06-21,2024-06-28,,,2024-06-21,Rejected,Language Requirements
APP000852,CAN001798,2026-07-08,ALT / English Teacher,REC014,2026-07-15,2026-07-18,2026-07-25,2026-07-27,,Hired,
APP000853,CAN001586,2026-03-27,Experienced Teacher,REC017,2026-04-02,2026-04-16,,,,Interviewing,
APP000854,CAN000122,2021-06-02,Senior Teacher,REC006,2021-06-05,2021-06-13,,,,Interviewing,
APP000855,CAN001257,2026-08-07,ALT / English Teacher,REC002,2026-08-17,,,,,Hired,
APP000856,CAN001761,2021-10-12,Senior Teacher,REC024,2021-10-22,2021-11-05,2021-11-07,2021-11-11,,Hired,
APP000857,CAN000347,2026-09-13,ALT / English Teacher,REC022,2026-09-17,,,,,Hired,
APP000858,CAN001575,2025-12-25,ALT / English Teacher,REC017,2025-12-29,2026-01-11,,,2026-01-10,Rejected,Work Eligibility
APP000859,CAN001178,2024-03-11,Experienced Teacher,REC014,2024-03-16,2024-03-20,2024-03-25,2024-03-31,,Hired,
APP000860,CAN001896,2021-02-28,Experienced Teacher,REC023,2021-03-05,2021-03-16,,,2021-03-14,Rejected,Work Eligibility
APP000861,CAN001645,2025-02-22,ALT / English Teacher,REC008,2025-02-25,,,,2025-03-01,Rejected,Experience
APP000862,CAN001917,2023-03-22,Senior Teacher,REC002,2023-03-31,2023-04-11,,,2023-04-21,Rejected,Language Requirements
APP000863,CAN001767,2024-02-16,Senior Teacher,REC001,2024-02-25,2024-03-02,,,2024-03-01,Rejected,Interview Result
APP000864,CAN001831,2026-02-07,Senior Teacher,REC016,2026-02-17,2026-02-22,2026-03-02,2026-03-08,,Hired,
APP000865,CAN000060,2022-11-01,Experienced Teacher,REC004,,,,,,Withdrawn,
APP000866,CAN000832,2023-08-20,ALT / English Teacher,REC003,2023-08-25,2023-08-29,2023-09-07,2023-09-14,,Hired,
APP000867,CAN001500,2024-01-14,ALT / English Teacher,REC022,2024-01-17,2024-01-20,,,2024-02-07,Rejected,Experience
APP000868,CAN000127,2024-12-14,Senior Teacher,REC019,2024-12-23,2024-12-29,,,2025-01-04,Rejected,Availability
APP000869,CAN000066,2024-12-19,Experienced Teacher,REC005,2024-12-21,2025-01-02,,,2024-12-22,Rejected,Language Requirements
APP000870,CAN001877,2025-04-04,ALT / English Teacher,REC018,2025-04-12,2025-04-13,,,2025-04-24,Rejected,Language Requirements
APP000871,CAN001713,2021-08-06,Experienced Teacher,REC001,2021-08-14,2021-08-20,,,2021-08-17,Rejected,Experience
APP000872,CAN000783,2022-03-09,ALT / English Teacher,REC010,2022-03-13,2022-03-23,,,,Interviewing,
APP000873,CAN001942,2022-10-14,ALT / English Teacher,REC017,2022-10-24,2022-10-28,,,2022-11-10,Rejected,Interview Result
APP000874,CAN001149,2022-05-03,ALT / English Teacher,REC024,2022-05-12,2022-05-16,,,,Interviewing,
APP000875,CAN000890,2024-09-27,ALT / English Teacher,REC017,2024-09-30,2024-10-14,2024-10-18,2024-10-19,,Hired,
APP000876,CAN000557,2022-02-03,Experienced Teacher,REC006,2022-02-13,,,,2022-03-01,Rejected,Availability
APP000877,CAN001276,2025-07-20,ALT / English Teacher,REC011,2025-07-21,2025-08-03,2025-08-11,2025-08-14,,Hired,
APP000878,CAN000656,2026-11-25,Experienced Teacher,REC009,,,,,,Withdrawn,
APP000879,CAN001044,2024-07-06,Experienced Teacher,REC009,2024-07-13,2024-07-18,,,2024-07-29,Rejected,Position Filled
APP000880,CAN000760,2021-07-12,ALT / English Teacher,REC012,2021-07-21,2021-07-26,2021-08-04,2021-08-10,,Hired,
APP000881,CAN001786,2023-06-07,Experienced Teacher,REC016,,,,,,Withdrawn,
APP000882,CAN001485,2022-07-16,Experienced Teacher,REC012,,,,,,Withdrawn,
APP000883,CAN001882,2023-09-17,ALT / English Teacher,REC006,2023-09-23,,,,2023-10-02,Rejected,Position Filled
APP000884,CAN000421,2023-12-24,Senior Teacher,REC013,2023-12-31,,,,2024-01-22,Rejected,Position Filled
APP000885,CAN000690,2025-10-02,Senior Teacher,REC001,2025-10-06,2025-10-11,2025-10-19,2025-10-23,,Hired,
APP000886,CAN001442,2024-05-13,Experienced Teacher,REC021,2024-05-21,2024-05-26,,,2024-06-11,Rejected,Position Filled
APP000887,CAN001200,2025-01-16,Experienced Teacher,REC023,2025-01-20,2025-01-29,2025-02-02,2025-02-08,,Hired,
APP000888,CAN000233,2021-02-28,Experienced Teacher,REC010,2021-03-02,2021-03-06,2021-03-09,2021-03-15,,Hired,
APP000889,CAN000261,2022-11-09,Senior Teacher,REC025,2022-11-14,,,,2022-12-06,Rejected,Experience
APP000890,CAN000523,2023-10-09,Experienced Teacher,REC019,2023-10-14,2023-10-22,2023-10-24,2023-10-30,,Hired,
