attendance_id,employee_id,assignment_id,attendance_date,attendance_status,absence_reason,approved_flag
ATD0003143,DUD100218,ASG000325,2026-03-22,Present,,True
ATD0003144,DUD100218,ASG000325,2026-03-27,Present,,True
ATD0003145,DUD100218,ASG000326,2026-05-25,Present,,True
ATD0003146,DUD100218,ASG000326,2026-06-20,Present,,True
ATD0003147,DUD100218,ASG000326,2026-08-26,Present,,True
ATD0003148,DUD100218,ASG000326,2026-09-10,Present,,True
ATD0003149,DUD100218,ASG000327,2026-09-21,Present,,True
ATD0003150,DUD100219,ASG000328,2022-05-07,Present,,True
ATD0003151,DUD100219,ASG000328,2022-06-05,Paid Leave,Annual Leave,True
ATD0003152,DUD100219,ASG000328,2022-06-26,Present,,True
ATD0003153,DUD100219,ASG000328,2022-07-28,Present,,True
ATD0003154,DUD100219,ASG000328,2022-09-27,Present,,True
ATD0003155,DUD100219,ASG000328,2022-10-30,Present,,True
ATD0003156,DUD100219,ASG000328,2022-11-26,Present,,True
ATD0003157,DUD100219,ASG000328,2022-12-19,Paid Leave,Annual Leave,True
ATD0003158,DUD100219,ASG000329,2023-07-11,Present,,True
ATD0003159,DUD100219,ASG000329,2023-08-23,Present,,True
ATD0003160,DUD100219,ASG000329,2023-09-12,Sick Leave,Illness,True
ATD0003161,DUD100219,ASG000329,2024-01-18,Present,,True
ATD0003162,DUD100219,ASG000329,2024-03-13,Present,,True
ATD0003163,DUD100219,ASG000329,2024-06-02,Absent,Unreported Absence,False
ATD0003164,DUD100219,ASG000329,2025-06-02,Present,,True
ATD0003165,DUD100219,ASG000329,2025-06-19,Present,,True
ATD0003166,DUD100219,ASG000329,2025-06-27,Present,,True
ATD0003167,DUD100219,ASG000329,2025-10-01,Present,,True
ATD0003168,DUD100219,ASG000329,2026-02-27,Present,,True
ATD0003169,DUD100219,ASG000329,2026-08-05,Present,,True
ATD0003170,DUD100220,ASG000330,2023-10-02,Paid Leave,Annual Leave,True
ATD0003171,DUD100220,ASG000330,2023-10-29,Sick Leave,Illness,True
ATD0003172,DUD100220,ASG000330,2024-01-18,Paid Leave,Annual Leave,True
ATD0003173,DUD100220,ASG000330,2024-02-15,Present,,True
ATD0003174,DUD100220,ASG000330,2024-02-20,Present,,True
ATD0003175,DUD100220,ASG000330,2024-02-24,Present,,True
ATD0003176,DUD100220,ASG000330,2024-05-26,Absent,Transportation Issue,True
ATD0003177,DUD100220,ASG000330,2024-06-24,Present,,True
ATD0003178,DUD100220,ASG000330,2024-09-02,Present,,True
ATD0003179,DUD100220,ASG000330,2024-10-01,Present,,True
ATD0003180,DUD100220,ASG000330,2024-10-18,Present,,True
ATD0003181,DUD100220,ASG000330,2024-11-26,Present,,True
ATD0003182,DUD100221,ASG000331,2025-01-30,Sick Leave,Illness,True
ATD0003183,DUD100221,ASG000331,2025-02-13,Present,,True
ATD0003184,DUD100221,ASG000331,2025-03-21,Present,,True
ATD0003185,DUD100221,ASG000331,2025-04-05,Present,,True
ATD0003186,DUD100221,ASG000331,2025-05-10,Present,,True
ATD0003187,DUD100221,ASG000331,2025-05-31,Present,,True
ATD0003188,DUD100221,ASG000331,2025-06-15,Present,,True
ATD0003189,DUD100221,ASG000331,2025-06-21,Absent,Personal Reasons,True
ATD0003190,DUD100221,ASG000331,2025-07-05,Present,,True
ATD0003191,DUD100221,ASG000332,2025-12-16,Paid Leave,Annual Leave,True
ATD0003192,DUD100221,ASG000332,2025-12-20,Present,,True
ATD0003193,DUD100221,ASG000332,2025-12-26,Present,,True
ATD0003194,DUD100221,ASG000332,2026-01-01,Present,,True
ATD0003195,DUD100221,ASG000332,2026-01-16,Sick Leave,Illness,True
ATD0003196,DUD100221,ASG000332,2026-02-19,Present,,True
ATD0003197,DUD100221,ASG000332,2026-02-22,Present,,True
ATD0003198,DUD100221,ASG000332,2026-04-25,Present,,True
ATD0003199,DUD100222,ASG000333,2023-02-10,Present,,True
ATD0003200,DUD100222,ASG000333,2023-02-21,Present,,True
ATD0003201,DUD100222,ASG000333,2023-05-11,Present,,True
ATD0003202,DUD100222,ASG000333,2023-07-23,Present,,True
ATD0003203,DUD100222,ASG000333,2023-10-23,Present,,True
ATD0003204,DUD100222,ASG000333,2024-03-27,Present,,True
ATD0003205,DUD100222,ASG000333,2024-04-22,Paid Leave,Annual Leave,True
ATD0003206,DUD100222,ASG000333,2024-06-14,Present,,True
ATD0003207,DUD100222,ASG000333,2024-11-29,Present,,True
ATD0003208,DUD100222,ASG000333,2025-05-09,Absent,Unreported Absence,False
ATD0003209,DUD100222,ASG000333,2026-01-13,Present,,True
ATD0003210,DUD100222,ASG000333,2026-03-26,Present,,True
ATD0003211,DUD100223,ASG000334,2022-01-18,Present,,True
ATD0003212,DUD100223,ASG000334,2022-02-27,Present,,True
ATD0003213,DUD100223,ASG000334,2022-05-24,Present,,True
ATD0003214,DUD100223,ASG000334,2022-05-26,Present,,True
ATD0003215,DUD100223,ASG000334,2022-07-17,Present,,True
ATD0003216,DUD100223,ASG000334,2022-08-10,Present,,True
ATD0003217,DUD100223,ASG000334,2022-08-23,Present,,True
ATD0003218,DUD100223,ASG000334,2022-08-26,Present,,True
ATD0003219,DUD100223,ASG000335,2022-10-13,Sick Leave,Illness,True
ATD0003220,DUD100223,ASG000335,2022-10-20,Present,,True
ATD0003221,DUD100223,ASG000335,2022-11-03,Present,,True
ATD0003222,DUD100223,ASG000335,2023-01-10,Paid Leave,Annual Leave,True
ATD0003223,DUD100223,ASG000335,2023-01-19,Present,,True
ATD0003224,DUD100223,ASG000335,2023-02-03,Sick Leave,Illness,True
ATD0003225,DUD100223,ASG000335,2023-03-19,Absent,Transportation Issue,True
ATD0003226,DUD100223,ASG000335,2023-06-06,Present,,True
ATD0003227,DUD100223,ASG000335,2023-06-27,Present,,True
ATD0003228,DUD100223,ASG000335,2023-08-29,Present,,True
ATD0003229,DUD100223,ASG000335,2023-09-05,Absent,Transportation Issue,True
ATD0003230,DUD100223,ASG000335,2023-12-10,Present,,True
ATD0003231,DUD100224,ASG000336,2024-08-06,Sick Leave,Illness,True
ATD0003232,DUD100224,ASG000336,2024-08-19,Present,,True
ATD0003233,DUD100224,ASG000336,2024-10-09,Present,,True
ATD0003234,DUD100224,ASG000336,2024-12-17,Present,,True
ATD0003235,DUD100224,ASG000336,2025-02-10,Present,,True
ATD0003236,DUD100224,ASG000336,2025-04-27,Absent,Personal Reasons,True
ATD0003237,DUD100224,ASG000336,2025-05-09,Present,,True
ATD0003238,DUD100224,ASG000336,2025-05-13,Present,,True
ATD0003239,DUD100224,ASG000336,2025-08-06,Present,,True
ATD0003240,DUD100224,ASG000336,2025-11-01,Present,,True
ATD0003241,DUD100224,ASG000336,2026-01-13,Present,,True
ATD0003242,DUD100224,ASG000336,2026-05-03,Present,,True
ATD0003243,DUD100225,ASG000337,2024-10-20,Present,,True
ATD0003244,DUD100225,ASG000337,2024-10-23,Present,,True
ATD0003245,DUD100225,ASG000337,2024-10-25,Present,,True
ATD0003246,DUD100225,ASG000337,2024-11-16,Present,,True
ATD0003247,DUD100225,ASG000337,2024-11-25,Absent,Transportation Issue,True
ATD0003248,DUD100225,ASG000337,2025-01-13,Present,,True
ATD0003249,DUD100225,ASG000338,2025-04-08,Present,,True
ATD0003250,DUD100225,ASG000338,2025-09-05,Present,,True
ATD0003251,DUD100225,ASG000338,2025-10-23,Present,,True
ATD0003252,DUD100225,ASG000338,2025-11-02,Present,,True
ATD0003253,DUD100225,ASG000338,2025-11-12,Present,,True
ATD0003254,DUD100225,ASG000338,2025-11-16,Present,,True
ATD0003255,DUD100225,ASG000338,2026-02-03,Present,,True
ATD0003256,DUD100225,ASG000338,2026-02-06,Present,,True
ATD0003257,DUD100225,ASG000338,2026-04-24,Present,,True
ATD0003258,DUD100225,ASG000338,2026-05-19,Paid Leave,Annual Leave,True
ATD0003259,DUD100225,ASG000338,2026-06-25,Present,,True
ATD0003260,DUD100225,ASG000338,2026-07-07,Paid Leave,Annual Leave,True
ATD0003261,DUD100226,ASG000339,2025-08-18,Absent,Transportation Issue,True
ATD0003262,DUD100226,ASG000339,2025-09-15,Absent,Personal Reasons,True
ATD0003263,DUD100226,ASG000339,2025-10-09,Present,,True
ATD0003264,DUD100226,ASG000339,2025-10-25,Present,,True
ATD0003265,DUD100226,ASG000339,2025-11-30,Present,,True
ATD0003266,DUD100226,ASG000339,2025-12-14,Absent,Personal Reasons,True
ATD0003267,DUD100226,ASG000339,2025-12-26,Present,,True
ATD0003268,DUD100226,ASG000339,2026-01-29,Present,,True
ATD0003269,DUD100226,ASG000339,2026-03-06,Present,,True
ATD0003270,DUD100226,ASG000339,2026-05-24,Present,,True
ATD0003271,DUD100226,ASG000339,2026-06-18,Present,,True
ATD0003272,DUD100226,ASG000340,2026-10-29,Present,,True
ATD0003273,DUD100226,ASG000340,2026-11-01,Present,,True
ATD0003274,DUD100226,ASG000340,2026-11-03,Absent,Transportation Issue,True
ATD0003275,DUD100226,ASG000340,2026-11-20,Present,,True
ATD0003276,DUD100226,ASG000341,2027-01-06,Present,,True
ATD0003277,DUD100226,ASG000341,2027-02-03,Present,,True
ATD0003278,DUD100226,ASG000341,2027-02-17,Present,,True
ATD0003279,DUD100226,ASG000341,2027-02-19,Present,,True
ATD0003280,DUD100226,ASG000341,2027-05-05,Present,,True
ATD0003281,DUD100226,ASG000341,2027-05-14,Sick Leave,Illness,True
ATD0003282,DUD100226,ASG000341,2027-06-28,Present,,True
ATD0003283,DUD100226,ASG000341,2027-08-20,Present,,True
ATD0003284,DUD100226,ASG000341,2027-08-31,Present,,True
ATD0003285,DUD100226,ASG000341,2027-10-17,Paid Leave,Annual Leave,True
ATD0003286,DUD100226,ASG000341,2027-11-19,Present,,True
ATD0003287,DUD100227,ASG000342,2023-06-23,Paid Leave,Annual Leave,True
ATD0003288,DUD100227,ASG000342,2023-08-08,Present,,True
ATD0003289,DUD100227,ASG000342,2023-08-12,Present,,True
ATD0003290,DUD100227,ASG000342,2023-10-11,Present,,True
ATD0003291,DUD100227,ASG000342,2023-10-17,Present,,True
ATD0003292,DUD100227,ASG000342,2023-12-28,Present,,True
ATD0003293,DUD100227,ASG000342,2024-01-22,Present,,True
ATD0003294,DUD100227,ASG000342,2024-01-23,Present,,True
ATD0003295,DUD100227,ASG000342,2024-02-10,Present,,True
ATD0003296,DUD100227,ASG000342,2024-02-26,Absent,Unreported Absence,False
ATD0003297,DUD100227,ASG000342,2024-03-03,Sick Leave,Illness,True
ATD0003298,DUD100227,ASG000343,2024-05-17,Present,,True
ATD0003299,DUD100227,ASG000343,2024-05-29,Present,,True
ATD0003300,DUD100227,ASG000343,2024-06-29,Present,,True
ATD0003301,DUD100227,ASG000343,2024-08-07,Present,,True
ATD0003302,DUD100227,ASG000343,2024-09-13,Present,,True
ATD0003303,DUD100227,ASG000343,2024-09-18,Present,,True
ATD0003304,DUD100227,ASG000343,2024-09-21,Present,,True
ATD0003305,DUD100227,ASG000343,2024-12-28,Present,,True
ATD0003306,DUD100227,ASG000343,2025-02-07,Present,,True
ATD0003307,DUD100227,ASG000343,2025-03-12,Present,,True
ATD0003308,DUD100227,ASG000343,2025-05-12,Present,,True
ATD0003309,DUD100227,ASG000343,2025-05-16,Present,,True
ATD0003310,DUD100228,ASG000344,2022-05-16,Absent,Personal Reasons,True
ATD0003311,DUD100228,ASG000344,2022-09-08,Present,,True
ATD0003312,DUD100228,ASG000344,2022-09-12,Present,,True
ATD0003313,DUD100228,ASG000344,2023-04-11,Present,,True
ATD0003314,DUD100228,ASG000344,2023-04-21,Present,,True
ATD0003315,DUD100228,ASG000344,2024-03-20,Present,,True
ATD0003316,DUD100228,ASG000344,2024-04-05,Present,,True
ATD0003317,DUD100228,ASG000344,2024-08-26,Present,,True
ATD0003318,DUD100228,ASG000344,2025-07-20,Present,,True
ATD0003319,DUD100228,ASG000344,2025-10-25,Present,,True
ATD0003320,DUD100228,ASG000344,2026-03-28,Present,,True
ATD0003321,DUD100228,ASG000344,2026-03-30,Present,,True
ATD0003322,DUD100229,ASG000345,2025-01-01,Present,,True
ATD0003323,DUD100229,ASG000345,2025-01-09,Present,,True
ATD0003324,DUD100229,ASG000345,2025-02-09,Present,,True
ATD0003325,DUD100229,ASG000345,2025-03-14,Present,,True
ATD0003326,DUD100229,ASG000345,2025-03-25,Present,,True
ATD0003327,DUD100229,ASG000345,2025-05-30,Paid Leave,Annual Leave,True
ATD0003328,DUD100229,ASG000345,2025-06-28,Sick Leave,Illness,True
ATD0003329,DUD100229,ASG000345,2026-01-03,Present,,True
ATD0003330,DUD100229,ASG000345,2026-02-22,Present,,True
ATD0003331,DUD100229,ASG000345,2026-03-21,Present,,True
ATD0003332,DUD100229,ASG000345,2026-04-28,Present,,True
ATD0003333,DUD100229,ASG000345,2026-06-13,Present,,True
ATD0003334,DUD100230,ASG000346,2025-01-18,Present,,True
ATD0003335,DUD100230,ASG000346,2025-05-06,Present,,True
ATD0003336,DUD100230,ASG000346,2025-05-11,Present,,True
ATD0003337,DUD100230,ASG000346,2025-05-22,Sick Leave,Illness,True
ATD0003338,DUD100230,ASG000347,2025-07-24,Present,,True
ATD0003339,DUD100230,ASG000347,2025-08-03,Present,,True
ATD0003340,DUD100230,ASG000347,2025-09-15,Present,,True
ATD0003341,DUD100230,ASG000347,2025-09-20,Present,,True
ATD0003342,DUD100230,ASG000347,2025-10-09,Present,,True
ATD0003343,DUD100230,ASG000347,2025-10-25,Present,,True
ATD0003344,DUD100230,ASG000347,2025-11-01,Present,,True
ATD0003345,DUD100230,ASG000347,2025-12-26,Absent,Unreported Absence,False
ATD0003346,DUD100230,ASG000347,2026-02-12,Present,,True
ATD0003347,DUD100230,ASG000347,2026-04-09,Present,,True
ATD0003348,DUD100230,ASG000347,2026-04-15,Present,,True
ATD0003349,DUD100230,ASG000347,2026-04-21,Present,,True
ATD0003350,DUD100230,ASG000348,2026-11-14,Present,,True
ATD0003351,DUD100231,ASG000349,2022-04-30,Present,,True
ATD0003352,DUD100231,ASG000349,2022-05-27,Present,,True
ATD0003353,DUD100231,ASG000349,2022-05-31,Present,,True
ATD0003354,DUD100231,ASG000349,2022-07-26,Present,,True
ATD0003355,DUD100231,ASG000349,2022-09-13,Present,,True
ATD0003356,DUD100231,ASG000350,2023-01-21,Present,,True
ATD0003357,DUD100231,ASG000350,2023-02-19,Present,,True
ATD0003358,DUD100231,ASG000350,2023-03-11,Present,,True
ATD0003359,DUD100231,ASG000350,2023-07-03,Present,,True
ATD0003360,DUD100231,ASG000350,2023-12-09,Present,,True
ATD0003361,DUD100231,ASG000350,2024-06-08,Present,,True
ATD0003362,DUD100231,ASG000350,2024-08-19,Present,,True
ATD0003363,DUD100231,ASG000350,2024-11-27,Present,,True
ATD0003364,DUD100231,ASG000350,2025-04-12,Present,,True
ATD0003365,DUD100231,ASG000350,2025-10-06,Present,,True
ATD0003366,DUD100231,ASG000350,2025-10-12,Present,,True
ATD0003367,DUD100231,ASG000350,2025-11-04,Present,,True
ATD0003368,DUD100232,ASG000351,2025-05-28,Present,,True
ATD0003369,DUD100232,ASG000351,2025-06-17,Present,,True
ATD0003370,DUD100232,ASG000351,2025-07-17,Sick Leave,Illness,True
ATD0003371,DUD100232,ASG000351,2025-07-29,Present,,True
ATD0003372,DUD100232,ASG000351,2025-08-16,Present,,True
ATD0003373,DUD100232,ASG000351,2025-09-14,Present,,True
ATD0003374,DUD100232,ASG000351,2025-10-24,Present,,True
ATD0003375,DUD100232,ASG000351,2025-11-29,Present,,True
ATD0003376,DUD100232,ASG000351,2026-04-13,Present,,True
ATD0003377,DUD100232,ASG000351,2026-04-27,Present,,True
ATD0003378,DUD100232,ASG000351,2026-06-01,Present,,True
ATD0003379,DUD100232,ASG000351,2026-07-24,Present,,True
ATD0003380,DUD100233,ASG000352,2022-06-20,Present,,True
ATD0003381,DUD100233,ASG000352,2022-12-20,Present,,True
ATD0003382,DUD100233,ASG000352,2023-04-10,Present,,True
ATD0003383,DUD100233,ASG000352,2023-08-06,Present,,True
ATD0003384,DUD100233,ASG000352,2023-08-20,Present,,True
ATD0003385,DUD100233,ASG000352,2023-12-11,Present,,True
ATD0003386,DUD100233,ASG000352,2024-04-28,Present,,True
ATD0003387,DUD100233,ASG000352,2024-06-19,Absent,Transportation Issue,True
ATD0003388,DUD100233,ASG000352,2025-03-27,Present,,True
ATD0003389,DUD100233,ASG000352,2025-06-04,Present,,True
ATD0003390,DUD100233,ASG000352,2025-10-28,Present,,True
ATD0003391,DUD100233,ASG000352,2025-12-21,Present,,True
ATD0003392,DUD100234,ASG000353,2022-07-31,Sick Leave,Illness,True
ATD0003393,DUD100234,ASG000353,2022-12-17,Present,,True
ATD0003394,DUD100234,ASG000353,2023-05-08,Sick Leave,Illness,True
ATD0003395,DUD100234,ASG000353,2023-08-27,Present,,True
ATD0003396,DUD100234,ASG000353,2023-10-13,Present,,True
ATD0003397,DUD100234,ASG000353,2024-03-02,Present,,True
ATD0003398,DUD100234,ASG000353,2024-04-04,Present,,True
ATD0003399,DUD100234,ASG000353,2024-06-20,Present,,True
ATD0003400,DUD100234,ASG000353,2024-08-10,Present,,True
ATD0003401,DUD100234,ASG000353,2025-06-23,Present,,True
ATD0003402,DUD100234,ASG000353,2025-10-10,Present,,True
ATD0003403,DUD100234,ASG000353,2026-01-10,Paid Leave,Annual Leave,True
ATD0003404,DUD100235,ASG000354,2024-12-06,Present,,True
ATD0003405,DUD100235,ASG000354,2024-12-24,Present,,True
ATD0003406,DUD100235,ASG000354,2025-04-21,Absent,Personal Reasons,True
ATD0003407,DUD100235,ASG000354,2025-04-25,Sick Leave,Illness,True
ATD0003408,DUD100235,ASG000354,2025-05-23,Present,,True
ATD0003409,DUD100235,ASG000354,2025-06-15,Present,,True
ATD0003410,DUD100235,ASG000354,2025-07-10,Present,,True
ATD0003411,DUD100235,ASG000354,2025-12-30,Present,,True
ATD0003412,DUD100235,ASG000354,2026-03-17,Present,,True
ATD0003413,DUD100235,ASG000354,2026-04-25,Absent,Unreported Absence,False
ATD0003414,DUD100235,ASG000354,2026-07-01,Present,,True
ATD0003415,DUD100235,ASG000354,2026-08-06,Present,,True
ATD0003416,DUD100236,ASG000355,2022-07-30,Present,,True
ATD0003417,DUD100236,ASG000355,2022-10-11,Present,,True
ATD0003418,DUD100236,ASG000355,2022-11-29,Present,,True
ATD0003419,DUD100236,ASG000355,2022-12-16,Absent,Personal Reasons,True
ATD0003420,DUD100236,ASG000355,2023-01-28,Present,,True
ATD0003421,DUD100236,ASG000355,2023-03-25,Present,,True
ATD0003422,DUD100236,ASG000355,2023-04-25,Present,,True
ATD0003423,DUD100236,ASG000355,2023-05-17,Present,,True
ATD0003424,DUD100236,ASG000355,2023-05-20,Present,,True
ATD0003425,DUD100236,ASG000355,2023-05-30,Present,,True
ATD0003426,DUD100236,ASG000356,2023-07-05,Present,,True
ATD0003427,DUD100236,ASG000356,2023-07-19,Present,,True
ATD0003428,DUD100236,ASG000356,2023-07-20,Present,,True
ATD0003429,DUD100236,ASG000356,2023-10-28,Present,,True
ATD0003430,DUD100236,ASG000356,2023-11-12,Present,,True
ATD0003431,DUD100236,ASG000356,2023-11-17,Present,,True
ATD0003432,DUD100236,ASG000356,2024-01-05,Present,,True
ATD0003433,DUD100236,ASG000356,2024-02-03,Present,,True
ATD0003434,DUD100236,ASG000356,2024-03-07,Absent,Personal Reasons,True
ATD0003435,DUD100237,ASG000357,2025-05-19,Present,,True
ATD0003436,DUD100237,ASG000357,2025-06-19,Present,,True
ATD0003437,DUD100237,ASG000357,2025-06-27,Present,,True
ATD0003438,DUD100237,ASG000357,2025-09-03,Present,,True
ATD0003439,DUD100237,ASG000357,2025-09-13,Present,,True
ATD0003440,DUD100237,ASG000358,2025-10-02,Sick Leave,Illness,True
ATD0003441,DUD100237,ASG000358,2025-10-29,Present,,True
ATD0003442,DUD100237,ASG000358,2025-12-25,Present,,True
ATD0003443,DUD100237,ASG000358,2025-12-31,Present,,True
ATD0003444,DUD100237,ASG000358,2026-01-12,Present,,True
ATD0003445,DUD100237,ASG000358,2026-01-19,Present,,True
ATD0003446,DUD100237,ASG000358,2026-04-06,Present,,True
ATD0003447,DUD100237,ASG000358,2026-05-02,Present,,True
ATD0003448,DUD100237,ASG000358,2026-05-08,Present,,True
ATD0003449,DUD100237,ASG000358,2026-08-15,Present,,True
ATD0003450,DUD100237,ASG000359,2026-10-10,Present,,True
ATD0003451,DUD100237,ASG000359,2026-11-20,Present,,True
ATD0003452,DUD100237,ASG000359,2026-12-03,Present,,True
ATD0003453,DUD100237,ASG000359,2026-12-23,Present,,True
ATD0003454,DUD100237,ASG000359,2027-01-03,Present,,True
ATD0003455,DUD100237,ASG000359,2027-03-03,Present,,True
ATD0003456,DUD100237,ASG000359,2027-03-14,Present,,True
ATD0003457,DUD100237,ASG000359,2027-04-21,Present,,True
ATD0003458,DUD100237,ASG000359,2027-04-28,Present,,True
ATD0003459,DUD100237,ASG000359,2027-05-27,Present,,True
ATD0003460,DUD100237,ASG000359,2027-07-02,Present,,True
ATD0003461,DUD100237,ASG000359,2027-09-22,Present,,True
ATD0003462,DUD100238,ASG000360,2022-03-31,Sick Leave,Illness,True
ATD0003463,DUD100238,ASG000360,2022-06-18,Present,,True
ATD0003464,DUD100238,ASG000360,2022-07-21,Absent,Unreported Absence,False
ATD0003465,DUD100238,ASG000360,2022-08-11,Present,,True
ATD0003466,DUD100238,ASG000360,2022-11-21,Present,,True
ATD0003467,DUD100238,ASG000360,2022-11-29,Present,,True
ATD0003468,DUD100238,ASG000360,2022-12-12,Present,,True
ATD0003469,DUD100238,ASG000360,2023-03-02,Present,,True
ATD0003470,DUD100238,ASG000360,2023-04-09,Present,,True
ATD0003471,DUD100238,ASG000360,2023-04-15,Present,,True
ATD0003472,DUD100238,ASG000360,2023-04-16,Present,,True
ATD0003473,DUD100238,ASG000360,2023-05-13,Present,,True
ATD0003474,DUD100238,ASG000361,2025-02-19,Present,,True
ATD0003475,DUD100238,ASG000361,2025-04-19,Paid Leave,Annual Leave,True
ATD0003476,DUD100238,ASG000361,2025-05-18,Present,,True
ATD0003477,DUD100238,ASG000361,2025-06-11,Present,,True
ATD0003478,DUD100238,ASG000361,2025-06-16,Present,,True
ATD0003479,DUD100238,ASG000361,2025-08-02,Present,,True
ATD0003480,DUD100238,ASG000361,2025-08-28,Present,,True
ATD0003481,DUD100238,ASG000361,2025-09-23,Present,,True
ATD0003482,DUD100238,ASG000361,2025-12-30,Present,,True
ATD0003483,DUD100238,ASG000361,2026-04-23,Present,,True
ATD0003484,DUD100238,ASG000361,2026-06-15,Sick Leave,Illness,True
ATD0003485,DUD100238,ASG000361,2026-07-18,Present,,True
ATD0003486,DUD100239,ASG000362,2022-12-09,Present,,True
ATD0003487,DUD100239,ASG000362,2022-12-26,Present,,True
ATD0003488,DUD100239,ASG000362,2023-01-18,Present,,True
ATD0003489,DUD100239,ASG000362,2023-01-24,Absent,Personal Reasons,True
ATD0003490,DUD100239,ASG000362,2023-03-08,Absent,Unreported Absence,False
ATD0003491,DUD100239,ASG000362,2023-03-09,Present,,True
ATD0003492,DUD100239,ASG000362,2023-07-29,Present,,True
ATD0003493,DUD100239,ASG000362,2023-08-21,Present,,True
ATD0003494,DUD100239,ASG000362,2023-09-23,Present,,True
ATD0003495,DUD100239,ASG000362,2023-10-07,Present,,True
ATD0003496,DUD100239,ASG000363,2023-12-01,Present,,True
ATD0003497,DUD100239,ASG000363,2024-01-06,Present,,True
ATD0003498,DUD100239,ASG000363,2024-01-10,Present,,True
ATD0003499,DUD100239,ASG000363,2024-01-21,Paid Leave,Annual Leave,True
ATD0003500,DUD100239,ASG000363,2024-02-05,Present,,True
ATD0003501,DUD100239,ASG000363,2024-03-06,Present,,True
ATD0003502,DUD100239,ASG000363,2024-04-29,Present,,True
ATD0003503,DUD100239,ASG000363,2024-05-20,Present,,True
ATD0003504,DUD100239,ASG000363,2024-07-28,Present,,True
ATD0003505,DUD100239,ASG000363,2024-09-08,Present,,True
ATD0003506,DUD100239,ASG000363,2024-09-19,Present,,True
ATD0003507,DUD100239,ASG000363,2024-10-31,Present,,True
ATD0003508,DUD100239,ASG000364,2024-12-11,Absent,Unreported Absence,False
ATD0003509,DUD100239,ASG000364,2025-03-31,Present,,True
ATD0003510,DUD100239,ASG000364,2025-04-09,Absent,Transportation Issue,True
ATD0003511,DUD100239,ASG000364,2025-06-10,Present,,True
ATD0003512,DUD100239,ASG000364,2025-06-26,Paid Leave,Annual Leave,True
ATD0003513,DUD100239,ASG000364,2025-07-06,Present,,True
ATD0003514,DUD100239,ASG000364,2025-09-03,Present,,True
ATD0003515,DUD100239,ASG000364,2025-12-26,Present,,True
ATD0003516,DUD100239,ASG000364,2026-01-26,Present,,True
ATD0003517,DUD100239,ASG000364,2026-05-05,Present,,True
ATD0003518,DUD100239,ASG000364,2026-06-21,Present,,True
ATD0003519,DUD100239,ASG000364,2026-07-19,Present,,True
ATD0003520,DUD100240,ASG000365,2021-09-11,Present,,True
ATD0003521,DUD100240,ASG000365,2021-09-22,Present,,True
ATD0003522,DUD100240,ASG000365,2021-10-27,Sick Leave,Illness,True
ATD0003523,DUD100240,ASG000365,2021-11-20,Present,,True
ATD0003524,DUD100240,ASG000365,2021-11-29,Present,,True
ATD0003525,DUD100240,ASG000365,2022-01-31,Present,,True
ATD0003526,DUD100240,ASG000366,2022-07-26,Present,,True
ATD0003527,DUD100240,ASG000366,2022-08-31,Present,,True
ATD0003528,DUD100240,ASG000366,2022-09-03,Present,,True
ATD0003529,DUD100240,ASG000366,2022-09-22,Present,,True
ATD0003530,DUD100240,ASG000366,2022-10-23,Present,,True
ATD0003531,DUD100240,ASG000366,2023-01-17,Present,,True
ATD0003532,DUD100240,ASG000366,2023-04-18,Paid Leave,Annual Leave,True
ATD0003533,DUD100240,ASG000366,2024-02-12,Present,,True
ATD0003534,DUD100240,ASG000366,2025-02-25,Present,,True
ATD0003535,DUD100240,ASG000366,2025-06-12,Present,,True
ATD0003536,DUD100240,ASG000366,2025-06-19,Present,,True
ATD0003537,DUD100240,ASG000366,2026-01-29,Present,,True
ATD0003538,DUD100241,ASG000367,2022-10-26,Present,,True
ATD0003539,DUD100241,ASG000367,2023-08-21,Present,,True
ATD0003540,DUD100241,ASG000367,2023-10-11,Absent,Transportation Issue,True
ATD0003541,DUD100241,ASG000367,2023-10-27,Present,,True
ATD0003542,DUD100241,ASG000367,2024-07-30,Absent,Personal Reasons,True
ATD0003543,DUD100241,ASG000367,2025-03-30,Present,,True
ATD0003544,DUD100241,ASG000367,2025-06-22,Present,,True
ATD0003545,DUD100241,ASG000367,2025-08-14,Present,,True
ATD0003546,DUD100241,ASG000367,2025-09-09,Absent,Transportation Issue,True
ATD0003547,DUD100241,ASG000367,2025-12-13,Present,,True
ATD0003548,DUD100241,ASG000367,2026-01-10,Present,,True
ATD0003549,DUD100241,ASG000367,2026-08-08,Present,,True
ATD0003550,DUD100242,ASG000368,2026-02-22,Present,,True
ATD0003551,DUD100242,ASG000368,2026-04-18,Present,,True
ATD0003552,DUD100242,ASG000368,2026-05-05,Present,,True
ATD0003553,DUD100242,ASG000368,2026-06-14,Present,,True
ATD0003554,DUD100242,ASG000368,2026-06-30,Present,,True
ATD0003555,DUD100242,ASG000368,2026-07-30,Present,,True
ATD0003556,DUD100242,ASG000368,2026-08-03,Present,,True
ATD0003557,DUD100242,ASG000368,2026-08-09,Present,,True
ATD0003558,DUD100243,ASG000369,2022-07-04,Present,,True
ATD0003559,DUD100243,ASG000369,2022-12-08,Present,,True
ATD0003560,DUD100243,ASG000369,2023-03-23,Present,,True
ATD0003561,DUD100243,ASG000369,2024-04-02,Paid Leave,Annual Leave,True
