location_id,prefecture,city,area_name,latitude,longitude,region
LOC00315,Chiba,Ichikawa,Ichikawa Education Area,35.538235,139.5393817,Kanto
LOC00316,Tokyo,Tachikawa,Tachikawa Education Area,35.2707954,139.5798784,Kanto
LOC00317,Kanagawa,Yokohama,Yokohama Education Area,35.4097325,140.1920985,Kanto
LOC00318,Chiba,Urayasu,Urayasu Education Area,35.557528,139.9060874,Kanto
LOC00319,Tokyo,Nerima,Nerima Education Area,35.6214049,140.3729989,Kanto
LOC00320,Kanagawa,Fujisawa,Fujisawa Education Area,35.7781357,139.3466226,Kanto
LOC00321,Chiba,Kashiwa,Kashiwa Education Area,35.2783993,139.3597637,Kanto
LOC00322,Saitama,Soka,Soka Education Area,35.9035684,139.3355549,Kanto
LOC00323,Saitama,Toda,Toda Education Area,35.2743107,140.1791629,Kanto
LOC00324,Chiba,Ichikawa,Ichikawa Education Area,35.3062602,139.573937,Kanto
LOC00325,Kanagawa,Sagamihara,Sagamihara Education Area,35.7878471,140.2582672,Kanto
LOC00326,Kanagawa,Yamato,Yamato Education Area,35.62548,140.383343,Kanto
LOC00327,Tokyo,Katsushika,Katsushika Education Area,36.0272693,139.6506368,Kanto
LOC00328,Kanagawa,Yokohama,Yokohama Education Area,36.289502,140.3102088,Kanto
LOC00329,Chiba,Ichikawa,Ichikawa Education Area,36.0335203,140.2548205,Kanto
LOC00330,Kanagawa,Fujisawa,Fujisawa Education Area,35.6939569,139.486164,Kanto
LOC00331,Tokyo,Katsushika,Katsushika Education Area,35.2182184,139.8138388,Kanto
LOC00332,Tokyo,Ota,Ota Education Area,35.9019636,139.9426961,Kanto
LOC00333,Tokyo,Tachikawa,Tachikawa Education Area,36.1811471,139.6272626,Kanto
LOC00334,Kanagawa,Yamato,Yamato Education Area,35.2075777,140.2441416,Kanto
LOC00335,Tokyo,Edogawa,Edogawa Education Area,35.5907067,139.7492762,Kanto
LOC00336,Saitama,Saitama,Saitama Education Area,35.7145045,139.6539398,Kanto
LOC00337,Chiba,Kashiwa,Kashiwa Education Area,36.1678412,139.5346148,Kanto
LOC00338,Tokyo,Adachi,Adachi Education Area,35.7608897,139.621774,Kanto
LOC00339,Chiba,Matsudo,Matsudo Education Area,35.6428212,139.9755487,Kanto
LOC00340,Kanagawa,Yamato,Yamato Education Area,36.2526144,139.6679294,Kanto
LOC00341,Chiba,Matsudo,Matsudo Education Area,35.2858849,140.2388509,Kanto
LOC00342,Saitama,Saitama,Saitama Education Area,36.2940609,139.3690307,Kanto
LOC00343,Saitama,Saitama,Saitama Education Area,36.0580384,140.1497287,Kanto
LOC00344,Chiba,Kashiwa,Kashiwa Education Area,35.2315944,139.7576126,Kanto
LOC00345,Saitama,Toda,Toda Education Area,35.2592436,139.4378806,Kanto
LOC00346,Tokyo,Adachi,Adachi Education Area,35.9304071,139.4764694,Kanto
LOC00347,Kanagawa,Fujisawa,Fujisawa Education Area,36.0914807,139.3993142,Kanto
LOC00348,Chiba,Matsudo,Matsudo Education Area,36.0685894,139.8542903,Kanto
LOC00349,Saitama,Saitama,Saitama Education Area,35.5104453,139.3483229,Kanto
LOC00350,Kanagawa,Fujisawa,Fujisawa Education Area,35.6536669,139.4296159,Kanto
LOC00351,Tokyo,Nerima,Nerima Education Area,35.7218876,139.8729925,Kanto
LOC00352,Chiba,Kashiwa,Kashiwa Education Area,35.7341288,139.8883414,Kanto
LOC00353,Tokyo,Katsushika,Katsushika Education Area,36.140746,139.7949072,Kanto
LOC00354,Tokyo,Itabashi,Itabashi Education Area,36.0947423,139.3896739,Kanto
LOC00355,Tokyo,Adachi,Adachi Education Area,35.7326481,140.2642365,Kanto
LOC00356,Kanagawa,Yamato,Yamato Education Area,35.7260917,139.844587,Kanto
LOC00357,Saitama,Saitama,Saitama Education Area,36.249431,140.281462,Kanto
LOC00358,Kanagawa,Fujisawa,Fujisawa Education Area,35.4744096,139.8596632,Kanto
LOC00359,Chiba,Urayasu,Urayasu Education Area,35.2138251,139.4158146,Kanto
LOC00360,Saitama,Toda,Toda Education Area,35.4768261,139.3038801,Kanto
LOC00361,Kanagawa,Yamato,Yamato Education Area,35.4253787,139.6348035,Kanto
LOC00362,Chiba,Kashiwa,Kashiwa Education Area,35.2349547,140.0251804,Kanto
LOC00363,Saitama,Kawagoe,Kawagoe Education Area,35.7247003,139.9905932,Kanto
LOC00364,Chiba,Funabashi,Funabashi Education Area,35.3724379,139.7268579,Kanto
LOC00365,Kanagawa,Sagamihara,Sagamihara Education Area,35.6048031,139.3287721,Kanto
LOC00366,Tokyo,Adachi,Adachi Education Area,35.6560067,140.0701253,Kanto
LOC00367,Saitama,Soka,Soka Education Area,35.5817365,139.5937979,Kanto
LOC00368,Saitama,Warabi,Warabi Education Area,35.733262,139.988989,Kanto
LOC00369,Saitama,Warabi,Warabi Education Area,35.4217862,140.3009554,Kanto
LOC00370,Kanagawa,Yokohama,Yokohama Education Area,36.2262567,139.573668,Kanto
LOC00371,Chiba,Urayasu,Urayasu Education Area,36.2489813,140.3349189,Kanto
LOC00372,Saitama,Toda,Toda Education Area,35.7183456,140.3696349,Kanto
LOC00373,Chiba,Kashiwa,Kashiwa Education Area,35.2198053,139.4481384,Kanto
LOC00374,Chiba,Urayasu,Urayasu Education Area,36.0162456,140.0190417,Kanto
LOC00375,Kanagawa,Yamato,Yamato Education Area,35.8364265,140.2957554,Kanto
LOC00376,Chiba,Funabashi,Funabashi Education Area,35.5651516,139.5375907,Kanto
LOC00377,Tokyo,Hachioji,Hachioji Education Area,36.0292105,140.2315361,Kanto
LOC00378,Saitama,Soka,Soka Education Area,35.595654,139.890349,Kanto
LOC00379,Saitama,Toda,Toda Education Area,36.0327881,139.7123273,Kanto
LOC00380,Saitama,Saitama,Saitama Education Area,35.5415683,139.5866157,Kanto
LOC00381,Saitama,Toda,Toda Education Area,35.301543,140.3155858,Kanto
LOC00382,Tokyo,Itabashi,Itabashi Education Area,36.2998522,139.5197851,Kanto
LOC00383,Saitama,Kawaguchi,Kawaguchi Education Area,35.8402546,139.5238561,Kanto
LOC00384,Saitama,Toda,Toda Education Area,36.2223817,140.3006822,Kanto
LOC00385,Chiba,Matsudo,Matsudo Education Area,36.2216237,140.3596358,Kanto
LOC00386,Kanagawa,Kawasaki,Kawasaki Education Area,35.2523337,139.4010129,Kanto
LOC00387,Tokyo,Itabashi,Itabashi Education Area,36.2201379,140.1401626,Kanto
LOC00388,Kanagawa,Fujisawa,Fujisawa Education Area,36.2930813,140.2814044,Kanto
LOC00389,Tokyo,Hachioji,Hachioji Education Area,35.8414922,139.4411243,Kanto
LOC00390,Saitama,Koshigaya,Koshigaya Education Area,36.2053088,139.3719079,Kanto
LOC00391,Tokyo,Itabashi,Itabashi Education Area,36.0819702,139.7050285,Kanto
LOC00392,Saitama,Warabi,Warabi Education Area,35.7325085,139.4791509,Kanto
LOC00393,Kanagawa,Sagamihara,Sagamihara Education Area,35.7208945,140.3286391,Kanto
LOC00394,Chiba,Matsudo,Matsudo Education Area,35.8888001,139.3648642,Kanto
LOC00395,Tokyo,Edogawa,Edogawa Education Area,35.5741216,139.3660292,Kanto
LOC00396,Tokyo,Nerima,Nerima Education Area,35.7242408,140.3182103,Kanto
LOC00397,Saitama,Koshigaya,Koshigaya Education Area,36.0714721,139.5302916,Kanto
LOC00398,Kanagawa,Yokohama,Yokohama Education Area,36.1929238,139.9131961,Kanto
LOC00399,Chiba,Kashiwa,Kashiwa Education Area,36.1726418,139.8694891,Kanto
LOC00400,Chiba,Chiba,Chiba Education Area,35.5815575,139.7234841,Kanto
LOC00401,Saitama,Toda,Toda Education Area,36.166541,139.9810682,Kanto
LOC00402,Tokyo,Nerima,Nerima Education Area,35.2601924,140.1565488,Kanto
LOC00403,Tokyo,Koganei,Koganei Education Area,35.6799084,139.4587731,Kanto
LOC00404,Chiba,Urayasu,Urayasu Education Area,35.7240131,139.9172567,Kanto
LOC00405,Chiba,Urayasu,Urayasu Education Area,35.2200866,140.046675,Kanto
LOC00406,Saitama,Soka,Soka Education Area,35.4430629,140.3297963,Kanto
LOC00407,Chiba,Ichikawa,Ichikawa Education Area,35.259469,139.972736,Kanto
LOC00408,Kanagawa,Yokohama,Yokohama Education Area,35.3248184,139.3032389,Kanto
LOC00409,Kanagawa,Yokohama,Yokohama Education Area,36.1445283,139.4136192,Kanto
LOC00410,Tokyo,Ota,Ota Education Area,36.2561443,140.2203259,Kanto
LOC00411,Kanagawa,Fujisawa,Fujisawa Education Area,35.3988548,140.2150883,Kanto
LOC00412,Tokyo,Koganei,Koganei Education Area,35.5385705,140.2039781,Kanto
LOC00413,Tokyo,Tachikawa,Tachikawa Education Area,35.7341635,139.8951421,Kanto
LOC00414,Chiba,Ichikawa,Ichikawa Education Area,35.9888303,139.4213243,Kanto
LOC00415,Saitama,Warabi,Warabi Education Area,35.9313339,139.5437766,Kanto
LOC00416,Kanagawa,Fujisawa,Fujisawa Education Area,35.9186996,140.23561,Kanto
LOC00417,Kanagawa,Yamato,Yamato Education Area,36.1248366,140.0573513,Kanto
LOC00418,Saitama,Kawagoe,Kawagoe Education Area,36.2416625,139.4949985,Kanto
LOC00419,Chiba,Funabashi,Funabashi Education Area,35.907119,140.0501031,Kanto
LOC00420,Kanagawa,Fujisawa,Fujisawa Education Area,35.2003778,139.6952579,Kanto
LOC00421,Kanagawa,Kawasaki,Kawasaki Education Area,35.6728606,139.5438681,Kanto
LOC00422,Tokyo,Ota,Ota Education Area,35.5012444,140.0823906,Kanto
LOC00423,Kanagawa,Sagamihara,Sagamihara Education Area,35.8955873,139.4668208,Kanto
LOC00424,Kanagawa,Sagamihara,Sagamihara Education Area,35.677152,139.6658947,Kanto
LOC00425,Saitama,Kawagoe,Kawagoe Education Area,35.7928439,140.2637332,Kanto
LOC00426,Kanagawa,Fujisawa,Fujisawa Education Area,35.9363635,139.468889,Kanto
LOC00427,Tokyo,Tachikawa,Tachikawa Education Area,36.0683092,139.5858996,Kanto
LOC00428,Saitama,Soka,Soka Education Area,35.5812571,139.8509468,Kanto
LOC00429,Saitama,Warabi,Warabi Education Area,35.8236212,139.7637117,Kanto
LOC00430,Chiba,Chiba,Chiba Education Area,35.2662543,139.6409337,Kanto
LOC00431,Kanagawa,Yamato,Yamato Education Area,36.0331808,139.4205413,Kanto
LOC00432,Tokyo,Ota,Ota Education Area,36.2799462,139.3694841,Kanto
LOC00433,Kanagawa,Sagamihara,Sagamihara Education Area,35.4881117,140.2985887,Kanto
LOC00434,Kanagawa,Sagamihara,Sagamihara Education Area,35.9016726,140.3957453,Kanto
LOC00435,Chiba,Funabashi,Funabashi Education Area,36.239748,139.5400288,Kanto
LOC00436,Kanagawa,Kawasaki,Kawasaki Education Area,35.469619,139.8190246,Kanto
LOC00437,Kanagawa,Yokohama,Yokohama Education Area,36.222187,139.8309019,Kanto
LOC00438,Saitama,Toda,Toda Education Area,36.2581307,139.7147428,Kanto
LOC00439,Saitama,Toda,Toda Education Area,36.2297653,140.0493128,Kanto
LOC00440,Saitama,Warabi,Warabi Education Area,35.7267419,140.0987775,Kanto
LOC00441,Tokyo,Itabashi,Itabashi Education Area,36.209506,140.0101672,Kanto
LOC00442,Chiba,Matsudo,Matsudo Education Area,35.8854231,139.4004264,Kanto
LOC00443,Chiba,Funabashi,Funabashi Education Area,35.6985599,139.8969621,Kanto
LOC00444,Saitama,Kawaguchi,Kawaguchi Education Area,36.2072197,139.4496989,Kanto
LOC00445,Chiba,Urayasu,Urayasu Education Area,36.2632865,139.3730727,Kanto
LOC00446,Chiba,Funabashi,Funabashi Education Area,35.2083393,140.0482051,Kanto
LOC00447,Chiba,Matsudo,Matsudo Education Area,36.2237699,140.2197394,Kanto
LOC00448,Tokyo,Itabashi,Itabashi Education Area,35.5103485,139.7461247,Kanto
LOC00449,Chiba,Ichikawa,Ichikawa Education Area,35.4001692,139.3576524,Kanto
LOC00450,Kanagawa,Yokohama,Yokohama Education Area,35.9840934,139.3757515,Kanto
LOC00451,Tokyo,Nerima,Nerima Education Area,36.0763113,140.394363,Kanto
LOC00452,Saitama,Soka,Soka Education Area,35.3100304,140.2407706,Kanto
LOC00453,Chiba,Kashiwa,Kashiwa Education Area,35.8921996,139.8355851,Kanto
LOC00454,Saitama,Koshigaya,Koshigaya Education Area,35.7996016,139.3364016,Kanto
LOC00455,Kanagawa,Fujisawa,Fujisawa Education Area,36.0064863,139.3003297,Kanto
LOC00456,Tokyo,Hachioji,Hachioji Education Area,36.2413445,139.3809955,Kanto
LOC00457,Kanagawa,Fujisawa,Fujisawa Education Area,35.4618943,140.1431009,Kanto
LOC00458,Chiba,Chiba,Chiba Education Area,35.8148264,139.9191491,Kanto
LOC00459,Tokyo,Edogawa,Edogawa Education Area,35.3808949,139.9536198,Kanto
LOC00460,Saitama,Warabi,Warabi Education Area,35.7907621,139.6979553,Kanto
LOC00461,Saitama,Warabi,Warabi Education Area,36.1751399,140.1330307,Kanto
LOC00462,Tokyo,Itabashi,Itabashi Education Area,35.6776725,139.858064,Kanto
LOC00463,Chiba,Kashiwa,Kashiwa Education Area,35.3021438,140.1688911,Kanto
LOC00464,Chiba,Matsudo,Matsudo Education Area,36.0462074,139.9281388,Kanto
LOC00465,Tokyo,Koganei,Koganei Education Area,35.8791014,139.7460219,Kanto
LOC00466,Saitama,Koshigaya,Koshigaya Education Area,36.0042658,140.0817683,Kanto
LOC00467,Kanagawa,Sagamihara,Sagamihara Education Area,35.467529,139.3136502,Kanto
LOC00468,Chiba,Funabashi,Funabashi Education Area,35.3821413,139.8788255,Kanto
LOC00469,Saitama,Soka,Soka Education Area,35.4441727,139.928035,Kanto
LOC00470,Saitama,Koshigaya,Koshigaya Education Area,35.6738678,139.6515205,Kanto
LOC00471,Saitama,Soka,Soka Education Area,36.2269393,139.4253263,Kanto
LOC00472,Chiba,Kashiwa,Kashiwa Education Area,35.4016012,140.1051239,Kanto
LOC00473,Saitama,Warabi,Warabi Education Area,36.0607351,139.628027,Kanto
LOC00474,Saitama,Toda,Toda Education Area,36.1988031,139.57587,Kanto
LOC00475,Tokyo,Adachi,Adachi Education Area,35.536224,139.8262211,Kanto
LOC00476,Tokyo,Katsushika,Katsushika Education Area,36.0093175,139.3561579,Kanto
LOC00477,Chiba,Matsudo,Matsudo Education Area,35.9247888,139.6791776,Kanto
LOC00478,Tokyo,Ota,Ota Education Area,35.2047802,139.4204531,Kanto
LOC00479,Tokyo,Nerima,Nerima Education Area,36.2203907,140.1865105,Kanto
LOC00480,Saitama,Kawaguchi,Kawaguchi Education Area,35.6183287,139.8089465,Kanto
LOC00481,Tokyo,Nerima,Nerima Education Area,36.115635,139.8425075,Kanto
LOC00482,Saitama,Toda,Toda Education Area,36.228017,139.8000636,Kanto
LOC00483,Tokyo,Ota,Ota Education Area,35.3128383,139.854098,Kanto
LOC00484,Chiba,Ichikawa,Ichikawa Education Area,35.5086744,140.0158997,Kanto
LOC00485,Tokyo,Ota,Ota Education Area,35.6776897,140.2284849,Kanto
LOC00486,Saitama,Saitama,Saitama Education Area,35.2609526,140.3428155,Kanto
