assignment_id,employee_id,client_id,assignment_start_date,assignment_end_date,assignment_status,position,commute_minutes,contract_type,renewal_flag,replacement_flag,assignment_reason
ASG000496,DUD100317,CLI0135,2026-02-06,2027-06-05,Ended,Trainer,102,Six-Month,0,0,Transfer
ASG000497,DUD100317,CLI0250,2027-07-04,2028-04-28,Completed,ALT / English Teacher,117,Monthly,0,0,Staffing Demand
ASG000498,DUD100317,CLI0120,2028-05-05,NULL,Active,Experienced Teacher,35,Three-Month,0,0,Transfer
ASG000499,DUD100318,CLI0142,2022-03-26,2022-08-22,Transferred,Experienced Teacher,76,Three-Month,0,0,Client Request
ASG000500,DUD100318,CLI0088,2022-09-04,NULL,Active,ALT / English Teacher,40,Annual,0,0,Client Request
ASG000501,DUD100319,CLI0219,2021-12-29,2023-05-26,Renewed,ALT / English Teacher,45,Monthly,0,0,Replacement
ASG000502,DUD100319,CLI0029,2023-05-30,NULL,Active,ALT / English Teacher,36,Annual,0,0,Client Request
ASG000503,DUD100320,CLI0083,2025-07-21,2025-11-10,Transferred,Experienced Teacher,61,Six-Month,0,0,Replacement
ASG000504,DUD100320,CLI0020,2025-11-12,2027-03-14,Renewed,ALT / English Teacher,108,Monthly,0,0,Staffing Demand
ASG000505,DUD100321,CLI0180,2025-08-18,NULL,Active,ALT / English Teacher,115,Six-Month,0,0,Initial Assignment
ASG000506,DUD100322,CLI0273,2021-05-14,2021-09-11,Renewed,ALT / English Teacher,67,Three-Month,0,0,Transfer
ASG000507,DUD100322,CLI0081,2021-10-10,NULL,Active,Senior Teacher,87,Monthly,0,0,Initial Assignment
ASG000508,DUD100323,CLI0107,2024-11-12,2026-03-19,Renewed,Senior Teacher,64,Three-Month,0,0,Staffing Demand
ASG000509,DUD100323,CLI0296,2026-04-02,2026-08-27,Completed,ALT / English Teacher,100,Monthly,0,0,Staffing Demand
ASG000510,DUD100324,CLI0202,2025-05-03,2026-03-18,Renewed,ALT / English Teacher,118,Three-Month,0,0,Staffing Demand
ASG000511,DUD100325,CLI0278,2022-10-06,2024-02-29,Completed,Experienced Teacher,97,Monthly,0,0,Client Request
ASG000512,DUD100325,CLI0094,2024-03-28,2025-01-08,Completed,Experienced Teacher,119,Three-Month,0,0,Initial Assignment
ASG000513,DUD100325,CLI0100,2025-02-01,2026-07-23,Completed,ALT / English Teacher,50,Annual,0,0,Transfer
ASG000514,DUD100326,CLI0031,2022-01-05,2023-01-30,Transferred,ALT / English Teacher,101,Six-Month,0,0,Replacement
ASG000515,DUD100327,CLI0199,2023-03-03,NULL,Active,Senior Teacher,41,Six-Month,0,0,Initial Assignment
ASG000516,DUD100328,CLI0204,2022-11-21,2023-09-28,Transferred,ALT / English Teacher,88,Six-Month,0,0,Transfer
ASG000517,DUD100328,CLI0255,2023-10-21,NULL,Active,ALT / English Teacher,76,Monthly,0,0,Staffing Demand
ASG000518,DUD100329,CLI0289,2022-08-11,2023-12-29,Completed,Experienced Teacher,71,Three-Month,0,0,Initial Assignment
ASG000519,DUD100329,CLI0195,2024-01-16,NULL,Active,Senior Teacher,69,Six-Month,0,0,Staffing Demand
ASG000520,DUD100330,CLI0017,2022-11-20,2024-02-10,Renewed,Experienced Teacher,15,Six-Month,0,0,Transfer
ASG000521,DUD100331,CLI0202,2022-03-27,2023-02-13,Renewed,Senior Teacher,80,Three-Month,0,0,Client Request
ASG000522,DUD100331,CLI0280,2023-03-05,2024-02-06,Ended,ALT / English Teacher,112,Annual,0,0,Replacement
ASG000523,DUD100332,CLI0127,2024-06-30,NULL,Active,Experienced Teacher,43,Three-Month,0,0,Initial Assignment
ASG000524,DUD100333,CLI0196,2023-11-12,2024-06-03,Completed,ALT / English Teacher,101,Monthly,0,0,Client Request
ASG000525,DUD100333,CLI0040,2024-06-11,NULL,Active,ALT / English Teacher,107,Monthly,0,0,Initial Assignment
ASG000526,DUD100334,CLI0018,2025-06-13,2025-11-25,Transferred,ALT / English Teacher,65,Six-Month,0,0,Initial Assignment
ASG000527,DUD100334,CLI0158,2025-12-04,2027-01-12,Transferred,ALT / English Teacher,37,Six-Month,0,0,Initial Assignment
ASG000528,DUD100335,CLI0067,2025-02-05,2026-07-14,Ended,Senior Teacher,39,Six-Month,0,0,Client Request
ASG000529,DUD100335,CLI0290,2026-08-05,NULL,Active,ALT / English Teacher,103,Three-Month,0,0,Replacement
ASG000530,DUD100336,CLI0266,2024-01-03,NULL,Active,Experienced Teacher,57,Monthly,0,0,Initial Assignment
ASG000531,DUD100337,CLI0088,2025-07-29,NULL,Active,Experienced Teacher,20,Annual,0,0,Replacement
ASG000532,DUD100338,CLI0128,2023-10-28,2024-09-18,Ended,Experienced Teacher,40,Annual,0,0,Initial Assignment
ASG000533,DUD100339,CLI0181,2024-11-20,NULL,Active,Senior Teacher,59,Annual,0,0,Initial Assignment
ASG000534,DUD100340,CLI0019,2023-07-27,NULL,Active,ALT / English Teacher,39,Three-Month,0,0,Client Request
ASG000535,DUD100341,CLI0161,2025-07-13,2026-05-19,Completed,ALT / English Teacher,76,Monthly,0,0,Client Request
ASG000536,DUD100341,CLI0078,2026-06-10,2027-08-29,Renewed,Senior Teacher,18,Six-Month,0,0,Replacement
ASG000537,DUD100341,CLI0110,2027-09-01,2028-04-16,Ended,Experienced Teacher,49,Six-Month,0,0,Replacement
ASG000538,DUD100342,CLI0141,2024-08-28,2025-05-11,Ended,Senior Teacher,107,Six-Month,0,0,Client Request
ASG000539,DUD100342,CLI0217,2025-06-03,2025-09-21,Completed,ALT / English Teacher,76,Monthly,0,0,Transfer
ASG000540,DUD100343,CLI0135,2024-01-11,2024-08-16,Ended,ALT / English Teacher,21,Three-Month,0,0,Replacement
ASG000541,DUD100343,CLI0243,2024-09-02,2025-01-25,Ended,Experienced Teacher,80,Six-Month,0,0,Transfer
ASG000542,DUD100343,CLI0067,2025-02-24,NULL,Active,ALT / English Teacher,19,Annual,0,0,Client Request
ASG000543,DUD100344,CLI0038,2026-01-02,2027-06-24,Transferred,ALT / English Teacher,77,Three-Month,0,0,Staffing Demand
ASG000544,DUD100344,CLI0260,2027-07-18,NULL,Active,Experienced Teacher,79,Annual,0,0,Staffing Demand
ASG000545,DUD100345,CLI0266,2024-09-17,2025-07-14,Ended,ALT / English Teacher,30,Monthly,0,0,Transfer
ASG000546,DUD100345,CLI0299,2025-07-19,NULL,Active,ALT / English Teacher,85,Monthly,0,0,Replacement
ASG000547,DUD100346,CLI0182,2021-09-26,NULL,Active,ALT / English Teacher,64,Three-Month,0,0,Replacement
ASG000548,DUD100347,CLI0249,2022-03-06,2022-10-14,Renewed,ALT / English Teacher,54,Annual,0,0,Staffing Demand
ASG000549,DUD100347,CLI0227,2022-11-07,2023-09-02,Completed,ALT / English Teacher,118,Annual,0,0,Replacement
ASG000550,DUD100348,CLI0023,2022-09-18,2024-01-21,Ended,Trainer,93,Six-Month,0,0,Staffing Demand
ASG000551,DUD100348,CLI0188,2024-01-22,NULL,Active,ALT / English Teacher,30,Monthly,0,0,Replacement
ASG000552,DUD100349,CLI0141,2022-04-05,2022-08-03,Transferred,ALT / English Teacher,102,Six-Month,0,0,Initial Assignment
ASG000553,DUD100349,CLI0103,2022-08-21,2024-01-22,Renewed,Senior Teacher,84,Three-Month,0,0,Client Request
ASG000554,DUD100349,CLI0272,2024-02-21,NULL,Active,ALT / English Teacher,109,Monthly,0,0,Client Request
ASG000555,DUD100350,CLI0074,2022-06-04,NULL,Active,ALT / English Teacher,27,Six-Month,0,0,Client Request
ASG000556,DUD100351,CLI0257,2021-04-06,NULL,Active,Experienced Teacher,43,Three-Month,0,0,Transfer
ASG000557,DUD100352,CLI0266,2023-01-19,2024-05-28,Renewed,Senior Teacher,27,Three-Month,0,0,Replacement
ASG000558,DUD100352,CLI0022,2024-06-03,NULL,Active,ALT / English Teacher,100,Three-Month,0,0,Staffing Demand
ASG000559,DUD100353,CLI0238,2024-08-04,2025-06-13,Ended,Experienced Teacher,60,Annual,0,0,Initial Assignment
ASG000560,DUD100354,CLI0292,2023-11-23,NULL,Active,ALT / English Teacher,110,Six-Month,0,0,Client Request
ASG000561,DUD100355,CLI0011,2021-06-26,2022-06-26,Ended,ALT / English Teacher,119,Three-Month,0,0,Replacement
ASG000562,DUD100355,CLI0066,2022-07-10,2022-12-28,Transferred,ALT / English Teacher,80,Six-Month,0,0,Staffing Demand
ASG000563,DUD100355,CLI0076,2023-01-01,2023-05-07,Ended,Senior Teacher,74,Monthly,0,0,Staffing Demand
ASG000564,DUD100356,CLI0292,2022-09-17,2024-01-20,Transferred,ALT / English Teacher,92,Six-Month,0,0,Replacement
ASG000565,DUD100356,CLI0246,2024-02-03,2024-05-07,Transferred,ALT / English Teacher,22,Three-Month,0,0,Staffing Demand
ASG000566,DUD100356,CLI0253,2024-05-16,NULL,Active,Experienced Teacher,88,Three-Month,0,0,Staffing Demand
ASG000567,DUD100357,CLI0255,2023-11-06,NULL,Active,ALT / English Teacher,51,Six-Month,0,0,Replacement
ASG000568,DUD100358,CLI0010,2025-12-14,NULL,Active,ALT / English Teacher,17,Six-Month,0,0,Staffing Demand
ASG000569,DUD100359,CLI0152,2022-02-22,2023-03-28,Completed,Experienced Teacher,66,Six-Month,0,0,Staffing Demand
ASG000570,DUD100360,CLI0098,2022-05-08,2022-12-06,Transferred,ALT / English Teacher,117,Monthly,0,0,Transfer
ASG000571,DUD100360,CLI0038,2022-12-20,NULL,Active,ALT / English Teacher,97,Monthly,0,0,Staffing Demand
ASG000572,DUD100361,CLI0179,2026-01-01,2026-09-01,Renewed,ALT / English Teacher,50,Three-Month,0,0,Initial Assignment
ASG000573,DUD100362,CLI0230,2021-07-26,2022-11-18,Completed,ALT / English Teacher,31,Monthly,0,0,Staffing Demand
ASG000574,DUD100362,CLI0049,2022-12-14,2023-06-02,Renewed,Experienced Teacher,94,Three-Month,0,0,Replacement
ASG000575,DUD100362,CLI0004,2023-06-15,NULL,Active,ALT / English Teacher,25,Annual,0,0,Staffing Demand
ASG000576,DUD100363,CLI0245,2023-01-13,2024-03-08,Renewed,Senior Teacher,72,Six-Month,0,0,Staffing Demand
ASG000577,DUD100364,CLI0017,2021-05-07,NULL,Active,ALT / English Teacher,83,Annual,0,0,Replacement
ASG000578,DUD100365,CLI0041,2023-01-27,2024-07-08,Renewed,Senior Teacher,62,Three-Month,0,0,Initial Assignment
ASG000579,DUD100365,CLI0197,2024-07-29,2024-11-29,Transferred,ALT / English Teacher,26,Six-Month,0,0,Initial Assignment
ASG000580,DUD100365,CLI0239,2024-12-28,2025-07-23,Renewed,Senior Teacher,45,Three-Month,0,0,Transfer
ASG000581,DUD100366,CLI0145,2021-03-12,2021-07-09,Completed,Experienced Teacher,94,Six-Month,0,0,Replacement
ASG000582,DUD100366,CLI0135,2021-07-19,NULL,Active,ALT / English Teacher,97,Monthly,0,0,Staffing Demand
ASG000583,DUD100367,CLI0290,2021-09-11,2022-07-29,Completed,Senior Teacher,111,Three-Month,0,0,Client Request
ASG000584,DUD100367,CLI0180,2022-07-30,2023-11-26,Ended,ALT / English Teacher,59,Monthly,0,0,Client Request
ASG000585,DUD100367,CLI0158,2023-11-30,NULL,Active,ALT / English Teacher,94,Annual,0,0,Initial Assignment
ASG000586,DUD100368,CLI0184,2025-10-19,2026-08-20,Ended,ALT / English Teacher,57,Annual,0,0,Staffing Demand
ASG000587,DUD100369,CLI0148,2023-11-07,NULL,Active,Experienced Teacher,106,Six-Month,0,0,Client Request
ASG000588,DUD100370,CLI0181,2024-08-12,NULL,Active,ALT / English Teacher,23,Six-Month,0,0,Client Request
ASG000589,DUD100371,CLI0174,2021-04-28,2021-10-13,Renewed,ALT / English Teacher,52,Monthly,0,0,Initial Assignment
ASG000590,DUD100371,CLI0088,2021-10-15,NULL,Active,ALT / English Teacher,80,Annual,0,0,Transfer
ASG000591,DUD100372,CLI0125,2022-04-09,2023-03-23,Transferred,ALT / English Teacher,44,Monthly,0,0,Staffing Demand
ASG000592,DUD100373,CLI0277,2024-10-17,NULL,Active,ALT / English Teacher,102,Annual,0,0,Client Request
ASG000593,DUD100374,CLI0251,2022-10-06,NULL,Active,ALT / English Teacher,54,Annual,0,0,Client Request
ASG000594,DUD100375,CLI0018,2026-02-04,2026-07-28,Renewed,ALT / English Teacher,33,Annual,0,0,Client Request
ASG000595,DUD100375,CLI0080,2026-08-24,2027-04-16,Renewed,Senior Teacher,75,Three-Month,0,0,Client Request
ASG000596,DUD100375,CLI0123,2027-05-14,NULL,Active,Experienced Teacher,19,Three-Month,0,0,Replacement
ASG000597,DUD100376,CLI0273,2022-04-23,NULL,Active,ALT / English Teacher,119,Monthly,0,0,Client Request
ASG000598,DUD100377,CLI0052,2021-08-01,NULL,Active,ALT / English Teacher,50,Three-Month,0,0,Client Request
ASG000599,DUD100378,CLI0212,2021-01-31,2021-12-05,Completed,ALT / English Teacher,67,Annual,0,0,Transfer
ASG000600,DUD100378,CLI0173,2021-12-26,2022-04-09,Completed,ALT / English Teacher,73,Three-Month,0,0,Replacement
ASG000601,DUD100378,CLI0132,2022-04-17,NULL,Active,Experienced Teacher,63,Annual,0,0,Client Request
ASG000602,DUD100379,CLI0151,2023-11-21,2024-04-10,Completed,ALT / English Teacher,79,Three-Month,0,0,Transfer
ASG000603,DUD100379,CLI0075,2024-04-16,2024-10-07,Renewed,ALT / English Teacher,15,Three-Month,0,0,Replacement
ASG000604,DUD100380,CLI0183,2024-10-30,NULL,Active,Senior Teacher,58,Annual,0,0,Replacement
ASG000605,DUD100381,CLI0114,2025-01-23,NULL,Active,ALT / English Teacher,35,Monthly,0,0,Staffing Demand
ASG000606,DUD100382,CLI0256,2022-11-10,2023-12-06,Completed,Experienced Teacher,52,Annual,0,0,Transfer
ASG000607,DUD100382,CLI0172,2024-01-01,2024-07-19,Renewed,Experienced Teacher,101,Annual,0,0,Transfer
ASG000608,DUD100382,CLI0108,2024-08-04,NULL,Active,Experienced Teacher,95,Three-Month,0,0,Staffing Demand
ASG000609,DUD100383,CLI0200,2025-04-28,2025-12-31,Completed,ALT / English Teacher,18,Monthly,0,0,Staffing Demand
ASG000610,DUD100384,CLI0225,2022-01-20,NULL,Active,ALT / English Teacher,38,Annual,0,0,Client Request
ASG000611,DUD100385,CLI0102,2023-08-21,NULL,Active,ALT / English Teacher,97,Six-Month,0,0,Initial Assignment
ASG000612,DUD100386,CLI0201,2023-05-02,2024-06-14,Ended,ALT / English Teacher,103,Six-Month,0,0,Staffing Demand
ASG000613,DUD100386,CLI0075,2024-06-27,2025-07-25,Ended,ALT / English Teacher,18,Monthly,0,0,Client Request
ASG000614,DUD100387,CLI0068,2022-06-04,NULL,Active,Trainer,91,Monthly,0,0,Client Request
ASG000615,DUD100388,CLI0248,2024-05-06,NULL,Active,Senior Teacher,101,Three-Month,0,0,Staffing Demand
ASG000616,DUD100389,CLI0248,2026-03-02,NULL,Active,ALT / English Teacher,47,Six-Month,0,0,Client Request
ASG000617,DUD100390,CLI0242,2025-07-31,NULL,Active,Trainer,73,Three-Month,0,0,Staffing Demand
ASG000618,DUD100391,CLI0187,2021-02-17,NULL,Active,Experienced Teacher,110,Three-Month,0,0,Replacement
ASG000619,DUD100392,CLI0076,2025-01-15,NULL,Active,Experienced Teacher,26,Annual,0,0,Initial Assignment
ASG000620,DUD100393,CLI0162,2024-11-26,2025-10-26,Completed,ALT / English Teacher,109,Three-Month,0,0,Staffing Demand
ASG000621,DUD100393,CLI0186,2025-11-23,NULL,Active,ALT / English Teacher,23,Annual,0,0,Client Request
ASG000622,DUD100394,CLI0270,2025-12-17,2026-07-18,Transferred,Experienced Teacher,27,Monthly,0,0,Transfer
ASG000623,DUD100395,CLI0116,2023-03-08,2023-10-02,Ended,ALT / English Teacher,55,Monthly,0,0,Replacement
ASG000624,DUD100395,CLI0051,2023-10-08,NULL,Active,ALT / English Teacher,98,Annual,0,0,Client Request
ASG000625,DUD100396,CLI0217,2026-03-05,2027-07-02,Renewed,ALT / English Teacher,16,Monthly,0,0,Transfer
ASG000626,DUD100396,CLI0175,2027-07-11,NULL,Active,Experienced Teacher,59,Three-Month,0,0,Initial Assignment
ASG000627,DUD100397,CLI0266,2024-02-19,2025-05-16,Transferred,ALT / English Teacher,75,Three-Month,0,0,Replacement
ASG000628,DUD100397,CLI0053,2025-06-02,2026-03-31,Renewed,ALT / English Teacher,87,Three-Month,0,0,Staffing Demand
ASG000629,DUD100397,CLI0005,2026-04-29,NULL,Active,Senior Teacher,94,Three-Month,0,0,Transfer
ASG000630,DUD100398,CLI0257,2024-02-22,2024-11-22,Ended,Senior Teacher,94,Six-Month,0,0,Initial Assignment
ASG000631,DUD100398,CLI0030,2024-12-04,2026-04-06,Transferred,ALT / English Teacher,81,Three-Month,0,0,Client Request
ASG000632,DUD100399,CLI0147,2024-04-02,NULL,Active,ALT / English Teacher,90,Six-Month,0,0,Transfer
ASG000633,DUD100400,CLI0016,2024-12-09,NULL,Active,Experienced Teacher,76,Monthly,0,0,Replacement
ASG000634,DUD100401,CLI0128,2024-04-22,2024-09-18,Ended,ALT / English Teacher,114,Monthly,0,0,Staffing Demand
ASG000635,DUD100401,CLI0209,2024-09-29,NULL,Active,Experienced Teacher,77,Annual,0,0,Replacement
ASG000636,DUD100402,CLI0149,2025-10-17,2026-02-02,Transferred,Experienced Teacher,104,Annual,0,0,Transfer
ASG000637,DUD100402,CLI0184,2026-02-16,2026-12-05,Ended,ALT / English Teacher,107,Six-Month,0,0,Initial Assignment
ASG000638,DUD100403,CLI0009,2023-05-10,2024-05-08,Renewed,Experienced Teacher,43,Six-Month,0,0,Staffing Demand
ASG000639,DUD100404,CLI0190,2022-04-02,2023-09-19,Ended,ALT / English Teacher,30,Three-Month,0,0,Replacement
ASG000640,DUD100405,CLI0140,2021-06-01,2022-02-12,Ended,Senior Teacher,46,Six-Month,0,0,Transfer
ASG000641,DUD100405,CLI0055,2022-02-23,NULL,Active,Senior Teacher,90,Annual,0,0,Transfer
ASG000642,DUD100406,CLI0181,2026-01-10,NULL,Active,Trainer,73,Annual,0,0,Initial Assignment
ASG000643,DUD100407,CLI0257,2024-10-06,2025-12-06,Renewed,Trainer,80,Six-Month,0,0,Initial Assignment
ASG000644,DUD100407,CLI0264,2025-12-10,NULL,Active,Experienced Teacher,106,Six-Month,0,0,Initial Assignment
ASG000645,DUD100408,CLI0150,2023-03-12,2024-08-08,Ended,Senior Teacher,92,Annual,0,0,Replacement
ASG000646,DUD100409,CLI0109,2022-08-17,NULL,Active,Senior Teacher,109,Monthly,0,0,Client Request
ASG000647,DUD100410,CLI0020,2022-07-05,2023-09-01,Transferred,Trainer,15,Three-Month,0,0,Client Request
ASG000648,DUD100410,CLI0105,2023-09-19,NULL,Active,Trainer,102,Six-Month,0,0,Transfer
ASG000649,DUD100411,CLI0151,2023-12-13,2025-03-11,Transferred,Experienced Teacher,97,Six-Month,0,0,Client Request
ASG000650,DUD100412,CLI0023,2024-06-08,NULL,Active,ALT / English Teacher,111,Three-Month,0,0,Replacement
ASG000651,DUD100413,CLI0296,2024-09-07,NULL,Active,ALT / English Teacher,95,Monthly,0,0,Client Request
ASG000652,DUD100414,CLI0168,2024-11-23,2025-12-13,Ended,Senior Teacher,26,Annual,0,0,Transfer
ASG000653,DUD100414,CLI0217,2025-12-19,NULL,Active,Trainer,68,Monthly,0,0,Transfer
ASG000654,DUD100415,CLI0196,2023-11-24,2024-02-22,Renewed,ALT / English Teacher,100,Annual,0,0,Staffing Demand
ASG000655,DUD100415,CLI0095,2024-03-04,NULL,Active,ALT / English Teacher,53,Annual,0,0,Staffing Demand
ASG000656,DUD100416,CLI0021,2024-05-17,2025-06-13,Ended,Experienced Teacher,29,Monthly,0,0,Client Request
ASG000657,DUD100416,CLI0168,2025-07-04,2026-09-27,Completed,Senior Teacher,25,Three-Month,0,0,Initial Assignment
ASG000658,DUD100417,CLI0203,2021-09-29,2022-06-01,Completed,ALT / English Teacher,75,Monthly,0,0,Transfer
ASG000659,DUD100418,CLI0196,2025-01-12,2025-05-29,Renewed,Experienced Teacher,105,Six-Month,0,0,Staffing Demand
ASG000660,DUD100418,CLI0168,2025-06-12,2026-05-24,Transferred,ALT / English Teacher,85,Monthly,0,0,Transfer
ASG000661,DUD100418,CLI0203,2026-05-30,2026-09-25,Completed,Experienced Teacher,71,Annual,0,0,Staffing Demand
ASG000662,DUD100419,CLI0098,2021-09-26,2022-02-24,Ended,Experienced Teacher,44,Annual,0,0,Initial Assignment
ASG000663,DUD100420,CLI0219,2026-01-18,2026-11-05,Completed,Experienced Teacher,48,Annual,0,0,Staffing Demand
ASG000664,DUD100421,CLI0001,2025-01-30,2025-11-12,Completed,Trainer,51,Annual,0,0,Client Request
ASG000665,DUD100421,CLI0247,2025-12-05,NULL,Active,ALT / English Teacher,93,Annual,0,0,Client Request
ASG000666,DUD100422,CLI0154,2021-07-23,2022-10-29,Completed,ALT / English Teacher,50,Annual,0,0,Transfer
ASG000667,DUD100422,CLI0192,2022-11-22,2023-05-26,Ended,ALT / English Teacher,50,Six-Month,0,0,Initial Assignment
ASG000668,DUD100423,CLI0175,2024-10-06,2025-10-04,Ended,ALT / English Teacher,91,Six-Month,0,0,Initial Assignment
ASG000669,DUD100423,CLI0077,2025-10-13,2026-04-13,Transferred,ALT / English Teacher,93,Three-Month,0,0,Initial Assignment
ASG000670,DUD100424,CLI0245,2025-04-09,2026-08-15,Ended,ALT / English Teacher,28,Annual,0,0,Staffing Demand
ASG000671,DUD100425,CLI0068,2021-07-10,2022-04-12,Transferred,ALT / English Teacher,35,Six-Month,0,0,Replacement
ASG000672,DUD100425,CLI0255,2022-05-04,2023-09-03,Ended,Senior Teacher,73,Monthly,0,0,Initial Assignment
ASG000673,DUD100426,CLI0232,2021-07-27,2022-04-11,Transferred,ALT / English Teacher,98,Three-Month,0,0,Client Request
ASG000674,DUD100426,CLI0034,2022-04-27,NULL,Active,Senior Teacher,56,Monthly,0,0,Transfer
ASG000675,DUD100427,CLI0168,2024-08-09,NULL,Active,ALT / English Teacher,55,Annual,0,0,Staffing Demand
ASG000676,DUD100428,CLI0197,2021-09-24,NULL,Active,Experienced Teacher,76,Monthly,0,0,Initial Assignment
ASG000677,DUD100429,CLI0118,2022-08-29,2023-01-12,Completed,ALT / English Teacher,94,Six-Month,0,0,Initial Assignment
ASG000678,DUD100430,CLI0101,2021-07-27,2022-01-09,Renewed,ALT / English Teacher,25,Annual,0,0,Staffing Demand
ASG000679,DUD100430,CLI0111,2022-01-16,2023-02-18,Completed,Experienced Teacher,49,Three-Month,0,0,Staffing Demand
ASG000680,DUD100430,CLI0165,2023-03-17,NULL,Active,ALT / English Teacher,114,Three-Month,0,0,Staffing Demand
ASG000681,DUD100431,CLI0176,2022-05-24,2022-09-10,Transferred,Senior Teacher,116,Monthly,0,0,Transfer
ASG000682,DUD100431,CLI0131,2022-10-05,NULL,Active,ALT / English Teacher,79,Six-Month,0,0,Client Request
ASG000683,DUD100432,CLI0108,2024-12-12,2025-05-22,Completed,Trainer,110,Annual,0,0,Transfer
ASG000684,DUD100432,CLI0020,2025-06-15,NULL,Active,Experienced Teacher,88,Six-Month,0,0,Staffing Demand
ASG000685,DUD100433,CLI0107,2025-01-31,2026-06-25,Renewed,Senior Teacher,88,Six-Month,0,0,Transfer
ASG000686,DUD100433,CLI0253,2026-06-26,2027-11-25,Completed,ALT / English Teacher,67,Six-Month,0,0,Transfer
ASG000687,DUD100434,CLI0033,2025-01-10,2025-12-26,Transferred,ALT / English Teacher,66,Annual,0,0,Initial Assignment
ASG000688,DUD100434,CLI0210,2026-01-06,2026-07-11,Ended,ALT / English Teacher,17,Monthly,0,0,Initial Assignment
ASG000689,DUD100435,CLI0028,2023-11-21,2024-07-15,Transferred,ALT / English Teacher,75,Annual,0,0,Initial Assignment
ASG000690,DUD100436,CLI0055,2025-07-03,NULL,Active,ALT / English Teacher,90,Six-Month,0,0,Transfer
ASG000691,DUD100437,CLI0177,2024-02-01,2025-07-09,Renewed,ALT / English Teacher,26,Annual,0,0,Staffing Demand
ASG000692,DUD100438,CLI0055,2025-11-22,2027-02-14,Completed,ALT / English Teacher,115,Annual,0,0,Transfer
ASG000693,DUD100438,CLI0091,2027-03-14,NULL,Active,Senior Teacher,114,Three-Month,0,0,Transfer
ASG000694,DUD100439,CLI0179,2026-02-27,2027-02-17,Renewed,ALT / English Teacher,95,Three-Month,0,0,Transfer
ASG000695,DUD100439,CLI0078,2027-03-13,2027-07-08,Renewed,ALT / English Teacher,93,Six-Month,0,0,Transfer
ASG000696,DUD100440,CLI0060,2021-05-28,NULL,Active,Senior Teacher,32,Annual,0,0,Transfer
ASG000697,DUD100441,CLI0283,2024-05-19,NULL,Active,ALT / English Teacher,44,Six-Month,0,0,Replacement
ASG000698,DUD100442,CLI0251,2023-08-25,NULL,Active,ALT / English Teacher,44,Six-Month,0,0,Replacement
ASG000699,DUD100443,CLI0009,2021-01-01,NULL,Active,Trainer,116,Three-Month,0,0,Transfer
ASG000700,DUD100444,CLI0108,2022-08-06,2023-06-19,Renewed,ALT / English Teacher,42,Monthly,0,0,Client Request
ASG000701,DUD100444,CLI0092,2023-06-23,NULL,Active,Experienced Teacher,74,Monthly,0,0,Replacement
ASG000702,DUD100445,CLI0089,2025-03-10,2026-02-06,Completed,Experienced Teacher,51,Monthly,0,0,Staffing Demand
ASG000703,DUD100445,CLI0097,2026-03-03,2027-03-10,Ended,Experienced Teacher,41,Six-Month,0,0,Client Request
ASG000704,DUD100446,CLI0241,2026-01-30,2027-07-23,Transferred,Experienced Teacher,63,Monthly,0,0,Transfer
ASG000705,DUD100446,CLI0133,2027-08-19,NULL,Active,ALT / English Teacher,27,Three-Month,0,0,Client Request
ASG000706,DUD100447,CLI0052,2025-08-15,2025-11-14,Renewed,ALT / English Teacher,106,Monthly,0,0,Client Request
ASG000707,DUD100447,CLI0289,2025-11-28,NULL,Active,Senior Teacher,41,Three-Month,0,0,Staffing Demand
ASG000708,DUD100448,CLI0149,2021-07-31,NULL,Active,Experienced Teacher,59,Six-Month,0,0,Replacement
ASG000709,DUD100449,CLI0212,2025-04-01,NULL,Active,ALT / English Teacher,17,Annual,0,0,Staffing Demand
ASG000710,DUD100450,CLI0155,2021-08-25,2022-10-07,Ended,Experienced Teacher,65,Monthly,0,0,Replacement
ASG000711,DUD100451,CLI0199,2023-05-02,2023-10-08,Transferred,ALT / English Teacher,117,Annual,0,0,Initial Assignment
ASG000712,DUD100451,CLI0277,2023-10-17,2024-09-26,Renewed,Experienced Teacher,28,Three-Month,0,0,Client Request
ASG000713,DUD100451,CLI0200,2024-10-12,2025-10-25,Ended,Experienced Teacher,118,Annual,0,0,Client Request
ASG000714,DUD100452,CLI0166,2025-11-09,2026-04-18,Completed,ALT / English Teacher,119,Six-Month,0,0,Initial Assignment
ASG000715,DUD100453,CLI0289,2021-10-13,2022-08-03,Renewed,Experienced Teacher,27,Annual,0,0,Client Request
ASG000716,DUD100453,CLI0011,2022-08-26,NULL,Active,Senior Teacher,108,Annual,0,0,Initial Assignment
ASG000717,DUD100454,CLI0189,2024-04-06,2025-07-21,Completed,Senior Teacher,26,Three-Month,0,0,Replacement
ASG000718,DUD100454,CLI0124,2025-07-23,NULL,Active,ALT / English Teacher,35,Monthly,0,0,Client Request
ASG000719,DUD100455,CLI0230,2024-04-01,2025-09-22,Ended,Experienced Teacher,77,Six-Month,0,0,Replacement
ASG000720,DUD100455,CLI0204,2025-10-09,2027-01-23,Transferred,ALT / English Teacher,59,Six-Month,0,0,Replacement
ASG000721,DUD100455,CLI0295,2027-02-06,2027-05-17,Renewed,ALT / English Teacher,85,Three-Month,0,0,Staffing Demand
